,Names,Description,url
116,"Poppy, Red Corn","
				
	Description


Red Poppies create bold, red color in any sunny spot. Annual.

 
			",https://americanseedco.com/wp-content/uploads/2018/11/red-corn-poppy-200x200.jpg
117,Shade Mixture,"
				
	Description

This colorful mixture is composed of annuals and perennials that tolerate partial shade.  It works best in locations that receive strong, filtered sunlight or 1-4 hours of direct sun per day. This mix is not suitable for densely shaded locations.
Mix components: Annual Baby’s Breath (Gypsophila elegans), Baby Blue Eyes (Nemophila menziesii), Candytuft (Iberis umbellata), Chinese Forget-Me-Not (Cynoglossum amabile), Chinese Houses (Collinsia heterophylla), Clarkia (Clarkia unguiculata), Corn Poppy (Papaver rhoeas), Dwarf Columbine (Aquilegia vulgaris), Giant Columbine (Aquilegia caerulea), Johnny Jump-Up (Viola cornuta), Lance-Leaved Coreopsis (Coreopsis lanceolata), Purple Coneflower (Echinacea purpurea), Rocket Larkspur (Delphinium consolida), Shasta Daisy (Chrysanthemum maximum), Spurred Snapdragon (Linaria maroccana), Sweet William Pinks (Dianthus barbatus), Tussock Bellflower (Campanula carpatica)
 
 
			",https://americanseedco.com/wp-content/uploads/2016/11/shade-m-200x200.jpg
118,"Sweet Pea, Knee High","
				
	Description

‘Knee High Mix’ is a semi-dwarf, bushy-flowered variety with a mix of lavender, pink, purple, red, salmon & white flowers. As with all Sweet Peas, plants do best in regions with cool summer temperatures and do not do well in hot, humid summers. Use mulch to keep the soil cool and provide good air circulation for best growth. Plants produce long-lasting cut flowers
			",https://americanseedco.com/wp-content/uploads/2017/11/Flower-Sweet-Pea-Knee-High-1-200x194.jpg
119,"Zinnia, American Mixture","
				
	Description

This Zinnia is a tetraploid variety that was developed decades ago when state fairs were popular settings for local competition of flower varieties, animals and food recipes.  Plants have increased disease resistance and vigorous growth.  The jumbo sized flowers come in shades of yellow, red and orange.  All Zinnias are great for butterflies, honey bees and native pollinators.
 
 
			",https://americanseedco.com/wp-content/uploads/2016/11/amer-200x198.jpg
120,"Zinnia, California Giant","
				
	Description

California Giants comes in a mixture of pink, purple, red, orange, white and yellow. The 4-5 inch wide flowers are semi-double to fully double and have flat petals. This Zinnia species is native to Mexico, and it is fast-growing and long-blooming. Zinnias are good cut flowers. In addition, they are excellent for pollinator plantings and are especially attractive to butterflies.



SCIENTIFIC NAME
Zinnia elegans


COLOR(S)
Mixed Colors


TYPE
Annual


SUN
Full Sun


MOISTURE
Dry, Moderate


HEIGHT (IN.)
30-40


BLOOM PERIOD
Summer, Fall


SEEDS/LB.
68,000


OZ./1000 SQ. FT.
7


LBS./ACRE
19



			",https://americanseedco.com/wp-content/uploads/2016/11/cal-200x200.jpg
121,"Zinnia, State Fair Mixture","
				
	Description

This Zinnia is a tetraploid variety that was developed decades ago when state fairs were popular settings for local competition of flower varieties, animals and food recipes.  Plants have increased disease resistance and vigorous growth.  The jumbo sized flowers come in shades of orange, pink, purple, red, white and yellow.  All Zinnias are great for butterflies, honey bees and native pollinators.
			",https://americanseedco.com/wp-content/uploads/2017/11/Flower-Zinnia-State-Fair-Mixture-200x198.jpg
122,"Vetch,  Hairy","
				
	Description

There is a new emphasis on Hairy Vetch as a winter cover crop.  It has been known to add 60-70 lbs. nitrogen to the soil-should be seeded in September for fall cover crop.  Seeded alone, plant 20-30 lbs. per acre.  In mixtures, use 10-15 lbs. Hairy Vetch and 1/2 to 1 bushel small grain.  A good mixture in the spring is 15 lbs. Hairy Vetch to 1 1/2 bushel oats per acre.  Do not seed vetch in small grain to be harvested as grain.
This seed is a winter annual.
			",https://americanseedco.com/wp-content/uploads/2013/07/hairy-200x150.jpg
123,Vivant Hybrid Brassica,"
				
	Description

Less bolting. High digestibility. Fast establishing. High yielding, leafy forage. Good grazing and attractive food plot. Strong regrowth. Provides quick forage. Very leafy hybrid that has more leaf than Purple Top Turnips, providing more feed for the animal.
Planting Rate (Direct Drill): 4 lbs./acre
Planting Rate (Broadcast): 6 lbs./acre
Days To Grazing: 42-65 Days
Planting Depth: 1/8″ to 1/4″ deep
Potential Yield: 10,000 lbs./acre
Average Yield: 8,000 lbs./acre
Minimum Soil pH: 5.6
This seed is an annual.
			",https://americanseedco.com/wp-content/uploads/2021/10/i1SoviOo-MVS-Vivant-2-200x215.png
124,Wheat SW535SR,"
				
	Description










Large smooth head type with exceptional tillering. Heavy straw yields and solid tolerance to Fusarium Head Blight. Consider a plant growth regulator to manage plant height and standability when managing for high yields.
Maturity medium early.

** Seed Is Treated**       Ask for price on untreated.





			",https://americanseedco.com/wp-content/uploads/2018/11/wheat-200x133.jpg
125,"Winter Peas, Austrian","
				
	Description

Excellent winter cover crop and food plot crop, and since peas are legumes, an excellent source of nitrogen. Growth habit and appearance is similar to garden peas. Very winter hardy when seeded in fall.
This seed is an annual.
			",https://americanseedco.com/wp-content/uploads/2013/07/austrian-winter-peas-4f6199c2db070130cc9ae8c28ec97352-200x149.jpg
126,"Potato, German Butterball (Late), Certified","
				
	Description

German Butterball potatoes are best suited for cooked applications such as steaming, baking, frying, and mashing. They are an all-purpose variety and works well in soups, as a side dish, or in any waxy potato recipe. Excellent for storing.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/butter-200x200.jpg
127,"Potatoes, Elba (Late), Certified","
				
	Description

Developed at Cornell University, Elba is an excellent boiling potato; the large round tubers have buff, flaky skin and white flesh. Hot potato salad with peas and dill? Delicious! A top choice for the organic grower, with an impressive list of resistances including scab, early blight, and late blight.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/Elba.jpg
128,"Potatoes, Magic Molly (Purple) (Mid Season), Certified","
				
	Description

This Alaskan-bred wonder has purple skin and flesh that retains its striking color even after cooking. These waxy, oblong to blocky 6″-long tubers have an earthy flavor and low starch. The vigorous, upright plants are blight-resistant and high yielding with medium to late maturity.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/molli-200x200.jpg
129,"Potatoes, Norwis (Mid Season), Certified","
				
	Description

Originally bred and developed by Frito-Lay for potato chips, Norwis combines high yields, wide adaptation, and good chipping quality with resistance to various viruses. Large blocky or oval tubers with smooth buff skin have cream colored flesh. Exceptional eating qualities for French fries and baking make this variety popular. These tubers can get big as they develop later in the season, so plant them close to prevent hollow heart. Medium to large spreading plant with white flowers.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
			",https://americanseedco.com/wp-content/uploads/2022/12/norwis-200x105.jpg
130,"Potatoes, Purple Viking (Early Season), Certified","
				
	Description

Purple skin. Solid purple flesh. A disease resistant variety that produces well. Amazing color for mashed potatoes or purple french fries.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
			",https://americanseedco.com/wp-content/uploads/2022/12/purle-viking-200x200.jpg
131,"Potatoes, Reba (Late Season), Certified","
				
	Description

Another great variety bred at Cornell University, with smooth white to buff-colored skin and bright white flesh. Excellent flavor and good for baking (not too moist, not too dry). Medium tuber set sizes early with good yields. Stores well with medium to long dormancy. Resistant to golden nematode, common scab, verticillium wilt, and early blight. Moderately resistant to hollow heart. Very similar to Katahdin. Medium to tall spreading plant with few pure white flowers
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/white-potato-200x133.webp
132,"Potatoes, Red Gold (Early), Certified","
				
	Description

This Northern European farmer favorite has a unique nutty taste that is superb. All purpose, it can be mashed, roasted, baked or fried. Yellow flesh and tan skin with pretty raspberry-red eyes
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/Red-Gold-Potatoes-200x200.jpg
133,"Potatoes, Shepody (Early), Certified","
				
	Description

Shepody (F69016) is a determinate variety whose vine is early to medium maturing and is medium-sized. Due to its good frying quality and early maturity, usually ready for harvest in August, its grown for early fry processing and fries lighter than Russet Burbank.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/shepody-200x129.jpg
134,Macho 2.0 FL potato pest control,"
				
	Description

For uses in pest management and suppression of insects that may vector diseases and maintenance of plant health. To control Aphids, Colorado potato beetle, Flea beetles, Leafhoppers, Potato Psyllids, and Wireworms. Our locals swear by this insecticide!
Active ingredient: Imidacloprid
			",https://americanseedco.com/wp-content/uploads/2018/10/20181002_160643-200x267.jpg
135,"Potatoes, Adirondack Blue ( Mid Season), Certified","
				
	Description

The skin and flesh of this potato is a beautiful bright violet blue. A real conversation piece. Tubers are oblong, shallow eyes and small to medium size, heavy set and excellent yield. Tastes like regular potatoes.  
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2013/07/purple-majesty-potato-200x133.jpg
136,"Potatoes, Adirondack Red ( Mid Season), Certified","
				
	Description

The skin and flesh of this potato is a beautiful bright red. A real conversation piece. Tubers are oblong, shallow eyes and small to medium size, heavy set and excellent yield. Tastes like regular potatoes.    
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.
			",https://americanseedco.com/wp-content/uploads/2013/07/adirondack-red-200x200.jpg
137,"Potatoes, Austrian Crescent (Long Season)","
				
	Description

A pale yellow fleshed fingerling type potato that tends to grow into a crescent shape. Pale yellow smooth skin with medium depth eyes. Excellent table variety. Good storability.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
			",https://americanseedco.com/wp-content/uploads/2013/07/austrian-crescent-potato-200x133.jpg
138,"Potatoes, Banana (Long Season), Certified","
				
	Description

A yellow fleshed fingerling type potato with high tuber set. Tubers are banana shaped and small, but there are lots of them. Excellent table variety. Good storability.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
			",https://americanseedco.com/wp-content/uploads/2013/07/banana-200x100.jpg
139,"Potatoes, Caribou Russet (Mid Season), Certified","
				
	Description

A dual-purpose, russet-skinned variety with high yields, mid-season maturity and moderate common scab resistance. In addition to fresh-market consumption, the new variety is also useful for processing markets and is good for baking, mashing, or grilling. 
 Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.               
			",https://americanseedco.com/wp-content/uploads/2020/12/Caribou-e1608316572654.jpg
140,"Potatoes, Chiefton (Mid Season), Certified","
				
	Description

Bright red skin with shallow to medium eyes and white flesh. Round oval shaped. Has good color after boiling. Higher yielder than red norland. Fair storability.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.           
			",https://americanseedco.com/wp-content/uploads/2013/07/chieftan-200x200.jpg
141,"Potatoes, Eva (Mid Season), Certified","
				
	Description

Medium sized round tubers with very bright blemish-free skin and are almost free from pick-outs and internal defects. Excellent table variety and excellent storability. A customer favorite, big beautiful and easy to peel.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2013/07/Eva2020-e1635281789472-200x122.jpg
142,"Potatoes, French Fingerling (Mid Long Season), Certified","
				
	Description

Rose-pink skin with a waxy yellow flesh splashed with red. Larger than banana and more oval shaped and not as slender. Gourmet quality flavor and texture. Good storability.
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
           
			",https://americanseedco.com/wp-content/uploads/2013/07/french-200x83.png
143,"Potatoes, Gold Rush(Mid Season), Certified","
				
	Description

A russet potato with long onlong tubers, heavily russeted skin and intermediate to shallow eyes. A high yielder with resistance to hollow heart. Excellent boiling or baking and good french fry quality. Good storability.        
 Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.           
           
			",https://americanseedco.com/wp-content/uploads/2019/02/goldrush-200x211.jpg
144,"Potatoes, Katahdin (Late Season), Certified","
				
	Description

Tubers are round with shallow eyes, smooth buff skin and white flesh. Very good table stock. Moderately high yielder. Drought tolerant. Good storability.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
           
			",https://americanseedco.com/wp-content/uploads/2013/07/kata-200x200.jpg
145,"Potatoes, Kennebec (Mid Season), Certified","
				
	Description

This is our best selling potato by far. Smooth buff skin with white flesh. Elliptical to oblong shaped. High yielder. An excellent table and good chipping variety. Plants are very large with white flowers. Good storability.  
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
           
			",https://americanseedco.com/wp-content/uploads/2013/07/kenn-200x133.png
146,"Potatoes, Keuka Gold (Mid Season), Certified","
				
	Description

Expect high uniform yields from Keuka Gold, a recent release from the Cornell breeding program. Part of the Public Seed Initiative in 2004, Keuka performed well under organic growing conditions. Though not as early as Yukon Gold, it may be a good substitute. Buff skin and light yellow flesh with eating qualities similar to Yukon Gold. Resistant to scab and golden nematode. White flowers on a strong vine.Our most popular yellow-skinned potato and possibly the best all-purpose eating potato grown today. Yellowish-buff, finely flaked skin with light yellow flesh. Oval shaped. High yielder. Excellent boiling and baking variety. Excellent storability. Our personal favorite.        
        
  Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.                
			",https://americanseedco.com/wp-content/uploads/2019/12/keuka-goldjpg-200x150.jpg
147,"Potatoes, Lehigh (Late Season), Certified","
				
	Description

Named for Pennsylvania’s Lehigh Valley, where, in extensive trials, potato growers found that Lehigh offered consistently high yields across very diverse growing regions. These round to oblong, slightly flattened tubers with appealing yellow flesh provide good flavor for soups, mashing, or fries. Resistant to blackspot bruise; tolerant to scab. Semi-erect plant with white flowers.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.               
           
			",https://americanseedco.com/wp-content/uploads/2019/12/Lehigh19-200x133.jpg
148,"Potatoes, Red Maria (Late Season), Certified","
				
	Description

I’ve grown this variety in my trials several times and was always impressed with the yield and uniformity of these large, round tubers. Bright red skin is lightly textured and holds color well in storage. Few pick-outs and internal defects. Resistant to golden nematode and common scab; showed some resistance to leafhoppers and tarnished plant bugs. Red-purple flowers on a dark green, upright plant.
             
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.                  
			",https://americanseedco.com/wp-content/uploads/2019/12/redmaria-200x133.jpg
149,"Potatoes, Red Norland (Early Mid Season), Certified","
				
	Description

Smooth red skin with white flesh. Medium oblong shaped with shallow eyes. Good yielder and low specific gravity. Early fresh market and home gardens with fair cooking quality. Good storability.
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
           
			",https://americanseedco.com/wp-content/uploads/2013/07/Red-Pontiac-Seed-Potato-Cut1-200x200.jpg
150,"Potatoes, Red Pontiac (Mid Season), Certified","
				
	Description

Our most popular red-skinned variety. Dark red, smooth or sometimes netted skin with white flesh. Oblong to round shaped with deep eyes. Drought tolerant. High yielder. Fair boiling and baking quality. Good storability.  
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
           
			",https://americanseedco.com/wp-content/uploads/2013/07/Red-Pontiac-Seed-Potato-Cut1-200x200.jpg
151,"Potatoes, Russet Burbank (Long Season), Certified","
				
	Description

Russeted and heavily netted skin with white flesh. Long tuber shaped. High yielder. Good boiling and excellent baking and french fry quality. Good storability.
 Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
			",https://americanseedco.com/wp-content/uploads/2013/07/russet-200x180.jpg
152,"Potatoes, Superior (Early Mid Season), Certified","
				
	Description

Improved cobbler-type potato. Round-oblong shaped potato with medium shallow eyes. Buff lightly flaky russet skin with white flesh. Medium yield and specific gravity. Excellent boiling and baking variety. 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
           
			",https://americanseedco.com/wp-content/uploads/2013/07/superior-200x200.jpg
153,"Potatoes, Yukon Gem (Mid Season), Certified","
				
	Description

Round oblong tubers have bright gold skin with pink eyes and appealing yellow flesh. Very high yield potential. Resistant to scab; moderately resistant to late blight, growth cracks, second growth, and hollow heart.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.      
           
			",https://americanseedco.com/wp-content/uploads/2019/12/yukon-gem-200x200.jpg
154,"Potatoes, Yukon Gold (Mid Season), Certified","
				
	Description

Our most popular yellow-skinned potato and possibly the best all-purpose eating potato grown today. Yellowish-buff, finely flaked skin with light yellow flesh. Oval shaped. High yielder. Excellent boiling and baking variety. Excellent storability. Our personal favorite.        
    Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.            
           
			",https://americanseedco.com/wp-content/uploads/2013/07/yukon-gold-200x111.png
155,Fall Green Manure MixCover Crop Seed,"This ready-made mix is comprised of winter rye, field peas, ryegrass, crimson clover, and hairy vetch. Vigorous late-summer growth provides winter erosion control. The peas, clover, and ryegrass will winter kill to provide organic matter and soil cover. The hairy vetch and winter rye will regrow in the spring to provide nutrients for crops to utilize. Because the seeds of this mix vary in weight and size, it is best seeded with a grain drill. Sow at 50 lb./acre or 1 1/2 lb./1,000 sq.ft. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwd83d4fe0/images/products/farmseed/02613_01_fall_green_manure.jpg?sw=800&cx=302&cy=0&cw=1196&ch=1196
156,Sweet AlyssumFlower Seed,"Sweet Alyssum is fast and low growing, trouble free, and low cost, making it a popular choice for use as beneficial insect habitat in vegetable and fruit production. Because of its very manageable plant habit, Sweet Alyssum is a good choice for beneficial planting in greenhouses and containers, in addition to outdoor production. Sprawling plants with dense clusters of small flowers. Commonly known as sweet alyssum, but also known simply as alyssum. Tender perennial in Zones 9-11.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwa0b684d3/images/products/flowers/01932_01_sweetalyssum.jpg?sw=800&sh=800
157,Hairy VetchOrganic Cover Crop Seed,"Sow spring to late summer with or without grain, grass, or field peas. When sown in late summer, spring regrowth is vigorous and nitrogen producing for tilling in before planting the spring garden crops. Typical nitrogen produced is 110 lbs./acre. This rapid spring growth also makes it a good weed suppressant. Hairy vetch prefers well-drained soils with a pH of 6.0-7.0, and will do poorly in clay or wet fields. It will do well in soils too acidic for many clovers and alfalfas. May have some allelopathic properties, so it is best to allow 2-3 weeks between incorporating and seeding of small-seeded crops. This selected hardy strain is widely adapted and withstands all but severe winters if sown in late summer or fall. Sow at 1 lb./1,000 sq.ft. (40 lb./acre) with rye or oats. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance. Blue label/Certified seed. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwc20f60d0/images/products/farmseed/0987g_01_hairyvetch.jpg?sw=800&sh=800
158,PhaceliaFlower Seed,"Most commonly seeded in mass plantings, or as an annual cover crop with nectar-rich blooms to attract and support beneficial and pollinator insects. An excellent, fast-growing, easy-to-grow source of nectar for honeybee forage. Tolerant of low water conditions and poor soils. Used as a cover crop, will winterkill at 18°F (-8°C) — residue breaks down relatively quickly. Furled, lavender-colored flowers with tall, sturdy stems are sometimes used as a cut flower, adding a casual, wildflower look to bouquets. Also commonly known as bee's friend, lacy phacelia, blue tansy, purple tansy, and lacy scorpion-weed. Relative of borage and native to the United States and Mexico. For mass plantings or cover crop, sow at 3 oz./1,000 sq.ft. or 7 lb./acre.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwb4bc3535/images/products/flowers/04771_01_phacelia.jpg?sw=800&sh=800
159,BuckwheatCover Crop Seed,"Sow in late May through July and till in about a month later, when flowering has begun. For grain harvest, sow 3 months before fall frost. Harvest after killing frost. Also available in organic seed.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw9e890612/images/products/farmseed/00966_01_buckwheat.jpg?sw=800&sh=800
160,Buckwheat (Common)Organic Cover Crop Seed,"Buckwheat is widely grown as a grain crop, bee pasture, soil improving cover crop and as wildlife cover. It is a warm season grain which grows rapidly during the summer and several crops per year may be had with proper management. This rapid and dense growth chokes out weeds and is used in crop-free fields in rotation with vegetables. Buckwheat is often grown to attract beneficial insects and as pasture for honey bees. Sow in late May through July and till in about a month later, when flowering has begun. For grain harvest, sow 3 months before fall frost. Harvest after killing frost. Planting rate: 2-3 lb./1,000 sq.ft. (60 lb./acre), one-fifth less when planting for grain harvest. Blue label/Certified seed. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw515cb470/images/products/farmseed/00966g_01_buckwheat.jpg?sw=800&cx=311&cy=16&cw=1154&ch=1154
161,New Zealand White CloverCover Crop Seed,"Once established, white clover can handle foot and tractor traffic better than other clovers. The fibrous root system typically is in the top 8"" of soil, although it does have up to a 40"" tap root in the first year which dies each fall, leaving a passage for water to percolate through. More heat tolerant than some of the larger clovers, this is a low-growing (to 12"") perennial that can be sown into long-season row crops during the season to provide a ""living mulch."" Sow after first cultivation at 1/4 lb. per 1,000 sq.ft. (10 lb./acre) and rake or cultivate to cover. Also used for green manure, hay, and pasture. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwb38d3179/images/products/farmseed/00979_01_newzealandwhiteclover.jpg?sw=800&sh=800
162,Crimson CloverCover Crop Seed,"Grows to 1–3' and sports striking crimson blossoms in abundance. Where winter lows fall above -10°F (-23.3°C), it is sown in late summer, lies dormant in winter, resumes growth in spring, and flowers in May. Crimson clover fixes up to 200 pounds of nitrogen per acre, and prefers well-drained, loam soils with good organic matter content for best results. It is an excellent choice for underseeding as it grows well in the shade of other crops. Easier to incorporate in the spring than Hairy Vetch. Do not use for frost seeding as it won't handle the cold nearly as well as red clover. Crimson clover will not re-grow after close grazing or mowing once flowering has begun. Crimson clover does best in cool, humid weather and will perform poorly in the heat of summer. Sow 20-25 lb./acre alone or with grain/grass. May be pre-inoculated with OMRI Listed® EXCEED and coated with OMRI Listed® Nitro-Coat® Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw39fede6e/images/products/farmseed/00982_01_crimson_clover.jpg?sw=800&cx=324&cy=22&cw=1174&ch=1174
163,Yellow MustardCover Crop Seed,"Mustard residues which contain glucosinolates are known to suppress soil-borne fungi and nematodes. For use as a soil biofumigant, mow mustard crop at flowering stage, but before mature seed set, and incorporate into the soil immediately. Performs best as a fall planted crop. Thrives in cool conditions. Sow at 15-20 lb./acre.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0b918af1/images/products/farmseed/03522_01_mustard.jpg?sw=800&sh=800
164,Crimson CloverOrganic Cover Crop Seed,"Grows to 1-3' and sports striking crimson blossoms in abundance. Where winter lows fall above -10°F (-23.3°C), it is sown in late summer, lies dormant in winter, resumes growth in spring, and flowers in May. Crimson clover fixes up to 200 pounds of nitrogen per acre, and prefers well-drained, loam soils with good organic matter content for best results. It is an excellent choice for underseeding as it grows well in the shade of other crops. Easier to incorporate in the spring than Hairy Vetch. Do not use for frost seeding as it won't handle the cold nearly as well as red clover. Crimson clover will not re-grow after close grazing or mowing once flowering has begun. Crimson clover does best in cool, humid weather and will perform poorly in the heat of summer. Sow 20-25 lb./acre alone or with grain/grass. Inoculate with Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2a65554b/images/products/farmseed/00982g_01_crimson_clover.jpg?sw=800&cx=347&cy=45&cw=1150&ch=1150
165,Medium Red CloverOrganic Cover Crop Seed,"Fast to establish, tolerates most soil types, and is suitable for hay or silage. Often used as a cover crop between rows of vegetable crops if mowed to maintain manageability. Can fix up to 150 lb. of nitrogen per acre. Sow 5–15 lb. per acre. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1f76a1a7/images/products/farmseed/03192g_01_med_redclover.jpg?sw=800&sh=800
166,Mammoth Red CloverOrganic Cover Crop Seed,"A tall (2–3'), quick-growing clover. Sow in spring, summer or fall, alone or with grain/grass at 1/2 lb./1,000 sq.ft. (15–20 lb./acre). Will grow in more acid soil (pH 5.0-6.0) than other clovers if lime is applied at seeding time. Widely grown biennial used for Nitrogen addition and hay crops. Large plant with big leaves makes it an ideal grazing crop. Red clover may be the best choice for frost seeding; it is extremely cold hardy and does well in most soils and growing conditions. it does, like most clovers, perform poorly in hot weather unless seeded into a crop canopy. Incorporate fully for best results. Mammoth Red clover will fix between 70-110 lbs. nitrogen per acre. The long taproots loosen soils and mine phosphorus and other nutrients from deep in the soil. It should be seeded with 48-64 lbs. or 1.5-2 bushels/acre of oats to ""nurse"" the clover. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwed25ec74/images/products/farmseed/00980g_01_mammoth_red.jpg?sw=800&sh=800
167,Fall Green Manure MixCover Crop Seed,"This ready-made mix is comprised of winter rye, field peas, ryegrass, crimson clover, and hairy vetch. Vigorous late-summer growth provides winter erosion control. The peas, clover, and ryegrass will winter kill to provide organic matter and soil cover. The hairy vetch and winter rye will regrow in the spring to provide nutrients for crops to utilize. Because the seeds of this mix vary in weight and size, it is best seeded with a grain drill. Sow at 50 lb./acre or 1 1/2 lb./1,000 sq.ft. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwd83d4fe0/images/products/farmseed/02613_01_fall_green_manure.jpg?sw=800&cx=302&cy=0&cw=1196&ch=1196
168,Peas and Oats MixOrganic Cover Crop Seed,"Mixed to meet our farm manager's preferred percentages of 70% peas and 30% oats. Sow in early spring for a spring/summer cover crop. For a winter cover, sow in late summer or early fall. Sow at 5 lb./1,000 sq.ft., or about 120-200 lb./acre. Peas provide nitrogen and organic matter; oats act as a nurse crop and trellis for the peas. Both will winterkill in northern areas if oats are not allowed to re-seed. Specialized equipment, which is often needed for terminating (mowing and incorporating) perennial cover crops, is not necessary. An easy choice for home gardeners. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw72224319/images/products/farmseed/003685g_01_peasoats_mix.jpg?sw=800&sh=800
169,Oats (Common)Organic Cover Crop Seed,"Early maturing and good standing with very high yields. A good choice for underseeding with a legume. Oats are a quick-growing green manure. For winter cover, sow by early Sept. in the North, slightly later farther south; the heavy stubble will prevent erosion and oats will not regrow in the spring like winter rye. For grain production, sow seeds in early spring for a late-summer harvest. Sow at 3-4 lb./1,000 sq.ft., or about 150 lb./acre. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw62aa0aed/images/products/farmseed/02509g_01_commonoats.jpg?sw=800&cx=366&cy=44&cw=1104&ch=1104
170,Winter Rye (Common)Organic Cover Crop Seed,"If rye grain or straw is desired, sow in fall for midsummer harvest. For green manure, sow anytime spring through midfall at 4-6 lb./1,000 sq.ft. (60-120 lb./acre). USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1d8dd317/images/products/farmseed/00968g_01_winter_rye.jpg?sw=800&cx=320&cy=20&cw=1135&ch=1135
