Names,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid
nesaea salicifolia,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Aquatic plant,"[""Spring"",""Summer""]",48,"[""NPK 20-10-10"",""Trace elements mix""]",4,"[""Subtropical regions"",""Tropical regions""]",25.0,22.5,150.0,0.4,20000,70
helianthemum salicifolium,"[""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""NPK fertilizers"",""Organic compost""]",4-6 weeks interval,"[""Mediterranean region"",""Dry regions""]",20.0,17.5,500.0,0.3,20000,70
hesperodoria salicina,"[""Loamy"",""Sandy"",""Clayey""]",Tree,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,17.5,750.0,0.3,25000,70
haplopappus salicinus,"[""Sandy loam"",""Silty loam"",""Loam""]",Flowering plant,"[""Late spring"",""Summer"",""Early fall""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",06-Apr,"[""California"",""Oregon"",""Washington""]",20.0,15.0,450.0,0.2,22000,60
herbertus sakuraii,"[""Loam"",""Sandy loam"",""Clay loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",15.0,20.0,750.0,0.4,15000,70
hesperocyparis sargentii,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Evergreen Tree,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Oregon"",""Washington""]",20.0,20.0,750.0,0.45,30000,80
callitropsis sargentii,"[""Sandy loam"",""Loamy sand""]",Evergreen tree,"[""Late spring"",""Summer""]",03-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Northwestern United States"",""Western Canada""]",20.0,15.0,1150.0,0.25,25000,70
cupressus sargentii,"[""Well-drained sandy loam"",""Loamy soil"",""Clay soil""]",Evergreen,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""California"",""Arizona"",""New Mexico""]",20.0,20.0,750.0,0.3,30000,70
neocupressus sargentii,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Coniferous,"[""Late spring"",""Summer"",""Early autumn""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,"[""California"",""Oregon"",""Washington""]",17.5,20.0,600.0,0.3,22000,70
hedyotis sachetiana,"[""Loamy soil"",""Sandy soil""]",Herbaceous plant,"[""Spring"",""Summer""]",2 hours interval,"[""Organic fertilizer"",""Slow-release fertilizer""]",4 weeks interval,"[""Southeast Asia"",""Tropical regions""]",20.5,21.5,1500.0,0.4,21600,70
helianthus salicifolius,"[""Sandy loam"",""Loamy sand""]",Flower,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwest United States"",""Mexico"",""Central America""]",20.0,15.0,750.0,0.3,30000,70
helianthus filiformis,"[""Sandy"",""Loamy""]",Flower,"[""Late Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern United States"",""Southern Canada""]",25.0,20.0,600.0,0.3,20000,60
helianthus orgyalis,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flower,"[""Late Spring"",""Summer""]",2-3 hours interval,"[""NPK 10-10-10"",""Organic compost""]",4-6 weeks interval,"[""Southern United States"",""Central Europe"",""South America""]",22.5,22.5,750.0,0.3,4000,70
heuchera sanguinea,"[""Loam"",""Sandy Loam"",""Clay""]",Perennial,"[""Late spring"",""Summer"",""Early fall""]",Every 2 days,"[""Slow-release granular fertilizer"",""Liquid fertilizer""]",Every 4 weeks,"[""Partially shaded areas"",""Woodland gardens"",""Rock gardens""]",17.5,17.5,850.0,0.4,4000,60
hesperocnide sandwicensis,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Hawaii"",""California""]",20.0,25.0,1250.0,0.35,20000,60
hesperodoria scopulorum,"[""Loam"",""Sandy loam""]",Herbaceous perennial,"[""Late spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Potassium"",""Phosphorus""]",4,"[""Rocky Mountains"",""Great Basin"",""Mojave Desert""]",20.0,15.0,650.0,0.3,22000,60
haplopappus scopulorum,"[""Sandy loam"",""Loamy sand"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mountain regions"",""Grasslands""]",17.5,16.0,300.0,0.25,22000,60
hedysarum scoparium,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",Every 3-5 days,"[""Organic compost"",""Slow-release granular fertilizers""]",Every 4-6 weeks,"[""North America"",""Europe"",""Asia""]",20.0,20.0,400.0,0.3,35000,70
hedyotis scabridifolia,"[""Loam"",""Sandy Loam"",""Clay""]",Herbaceous,"[""Spring"",""Summer""]",2,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,1500.0,0.45,500,70
helianthemum scoparium,"[""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",2,"[""NPK""]",4,"[""Mediterranean"",""Coastal regions""]",20.0,17.5,400.0,0.3,22000,70
helianthemum aldersonii,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",24,"[""Slow-release granular fertilizer"",""Liquid fertilizer""]",4,"[""Mediterranean"",""Dryland""]",20.0,15.0,400.0,0.3,20000,60
helianthemum suffrutescens,"[""Sandy loam"",""Sandy clay loam"",""Loam""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""Mediterranean region"",""California"",""Australia""]",25.0,20.0,450.0,0.3,500,60
helianthus schweinitzii,"[""Loam"",""Sandy Loam"",""Silt Loam""]",Flower,"[""Late spring"",""Summer""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""Southeastern United States"",""Central United States""]",21.5,17.5,750.0,0.3,30000,70
hedyotis schlechtendahliana,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Herbaceous Plant,"[""Spring"",""Summer""]",2,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,750.0,0.4,25000,70
kadua cordata,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Start of Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical Regions"",""Subtropical Regions""]",21.5,21.5,1500.0,0.3,21600,90
hedyotis remyi,"[""Sandy loam"",""Well-drained""]",Herbaceous,"[""Summer"",""Monsoon""]",03-Feb,"[""Organic compost"",""Slow-release granular fertilizer""]",06-Apr,"[""Tropical regions"",""Subtropical regions""]",21.5,22.5,1250.0,0.4,22000,80
hedyotis angusta,"[""Sandy loam"",""Loam"",""Clay loam""]",Flowering Plant,"[""Summer"",""Monsoon""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,1150.0,0.3,25000,80
hedyotis glaucifolia,"[""Sandy loam"",""Clay loam"",""Loamy soil""]",Flowering Plant,"[""Spring"",""Summer"",""Autumn""]",2-3 hours interval,"[""NPK fertilizer"",""Organic compost""]",4-6 weeks interval,"[""Tropical regions"",""Subtropical regions""]",20.0,20.0,125.0,0.4,4000,70
heterotheca sessiliflora,"[""Sandy loam"",""Loamy sand"",""Clay loam""]",Flowering plant,"[""Late spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Southwestern United States"",""Mexico""]",20.0,15.0,750.0,0.3,30000,60
herzogiella seligeri,"[""Loamy"",""Sandy"",""Clay""]",Moss,"[""Spring"",""Summer"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",15.0,10.0,750.0,0.4,5000,80
isopterygium seligeri,"[""Loam"",""Silt"",""Clay""]",Fern,"[""Year-round""]",12,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",12,"[""Tropical rainforests"",""Temperate forests""]",20.0,15.0,1500.0,0.45,20000,80
isopterygium silesiacum,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Moss,"[""Spring"",""Summer"",""Autumn""]",48,"[""Slow-release fertilizer"",""Organic compost""]",12,"[""Temperate regions"",""Forests"",""Shaded areas""]",15.0,10.0,150.0,0.35,20000,80
plagiothecium seligeri,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Autumn""]",48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Shaded areas"",""Damp forests"",""Moist rocks""]",15.0,20.0,75.0,0.45,400,70
plagiothecium silesiacum,"[""Sandy loam"",""Loam"",""Silty clay loam""]",Moss,"[""Spring"",""Summer"",""Autumn""]",2-3 hours interval,"[""Nitrogen-based fertilizers"",""Organic compost""]",4 (weeks interval),"[""Temperate regions"",""Cool and moist habitats"",""Shaded areas""]",20.0,15.0,750.0,0.35,20000,60
sharpiella seligeri,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrubs,"[""Spring"",""Summer""]",2,"[""NPK"",""Compost""]",4,"[""Mediterranean region"",""Subtropical regions""]",17.5,17.5,750.0,0.3,22000,70
herbertus sendtneri,"[""Well-drained soil"",""Loamy soil""]",Herbaceous Plant,"[""Spring"",""Early summer"",""Autumn""]",12 hours interval,"[""Organic compost"",""Slow-release granular fertilizer""]",4 weeks interval,"[""Temperate regions"",""Moderate climates""]",21.5,17.5,75.0,0.4,21600,80
chrysopsis bolanderi,"[""Sandy Loam"",""Silty Loam"",""Loam""]",Perennial Flower,"[""Spring"",""Summer""]",12 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""California"",""Oregon"",""Washington""]",20.0,15.0,500.0,0.3,30000,70
heterotheca bolanderi,"[""Sandy loam"",""Silty loam"",""Loam""]",Flowering plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4 weeks interval,"[""California"",""Oregon"",""Washington""]",20.0,20.0,400.0,0.3,22000,60
chrysopsis camphorata,"[""Well-drained sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",24,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Eastern United States"",""Southeastern Canada""]",20.0,16.0,750.0,0.3,22000,60
heterotheca camphorata,"[""Sandy loam"",""Loam"",""Clay loam""]",Herbaceous perennial,"[""Late spring"",""Summer"",""Early autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,20.0,550.0,0.4,25000,70
chrysopsis californica,"[""Sandy"",""Loamy"",""Clay""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Oregon"",""Washington""]",20.0,20.0,375.0,0.3,30000,70
chrysopsis echioides,"[""Sandy Loam"",""Clay"",""Loamy Sand""]",Herbaceous Perennial,"[""Late Spring"",""Summer"",""Early Fall""]",24,"[""10-10-10"",""20-20-20""]",4,"[""North America"",""Europe"",""Asia""]",21.5,17.5,625.0,0.25,4500,70
heterotheca echioides,"[""Sandy"",""Loamy"",""Clayey""]",Herbaceous perennial,"[""Late spring"",""Summer"",""Early autumn""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""South America"",""Europe"",""Asia""]",20.0,20.0,650.0,0.3,40000,70
chrysopsis fastigiata,"[""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizers""]",4,"[""Open fields"",""Prairies""]",20.0,15.0,600.0,0.3,30000,60
heterotheca fastigiata,"[""Well-drained soil"",""Sandy soil""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4 weeks interval,"[""Southwest USA"",""Mexico""]",20.0,15.0,650.0,0.225,22000,60
chrysopsis sessiliflora,"[""Loamy"",""Sandy""]",Flowering plant,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Prairie"",""Grassland""]",25.0,20.0,750.0,0.35,30000,60
hecastocleis shockleyi,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Spring"",""Summer""]",03-Feb,"[""All-purpose fertilizer"",""Slow-release fertilizer""]",4,"[""California"",""Arizona"",""Nevada""]",25.0,21.5,400.0,0.3,30000,60
hexastylis shuttleworthii,"[""Sandy Loam"",""Loamy Sand""]",Flowering Plant,"[""Spring"",""Summer""]",4-6 hours interval,"[""NPK fertilizer"",""Organic compost""]",4 weeks interval,"[""Eastern United States"",""Southeastern United States""]",17.5,20.0,1000.0,0.3,30000,60
heterotheca shevockii,"[""Sandy"",""Loamy"",""Clayey""]",Herbaceous Perennial,"[""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Nevada"",""Arizona""]",20.0,17.5,400.0,0.4,25000,60
asarum shuttleworthii,"[""Loam"",""Sandy loam"",""Clay loam""]",Herbaceous perennial,"[""Late spring"",""Summer""]",14-Oct,"[""General-purpose fertilizer""]",6,"[""Shaded areas"",""Woodland gardens""]",15.0,20.0,900.0,0.325,25000,60
helianthus silphioides,"[""Sandy loam"",""Loam""]",Flower,"[""Late spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",25.0,20.0,650.0,0.2,15000,60
helianthus simulans,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southern United States"",""Mexico""]",25.0,20.0,500.0,0.3,25000,80
helianthus smithii,"[""Sandy"",""Loamy""]",Annual Flower,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",21.0,20.0,500.0,0.2,22000,70
hernandia sonora,"[""Sandy loam"",""Loamy sand""]",Flowering Plant,"[""Summer""]",48,"[""Nitrogen-based fertilizers""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,30.0,750.0,0.3,4000,60
heliomeris soliceps,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Start of Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",22.5,22.5,450.0,0.3,28000,60
viguiera soliceps,"[""Sandy soil"",""Loamy soil""]",Perennial,"[""Late spring"",""Summer""]",2,"[""NPK fertilizer"",""Organic compost""]",4,"[""Southwestern United States"",""Northern Mexico""]",21.0,22.5,750.0,0.25,30000,60
hexastylis sorriei,"[""Loam"",""Silt""]",Flowering Plant,"[""Spring"",""Summer""]",06-Apr,"[""Organic compost"",""Slow-release fertilizer""]",06-Apr,"[""Eastern United States"",""Southeastern Canada""]",17.5,17.5,1500.0,0.3,5000,70
hebe speciosa,"[""Well-drained soil""]",Perennial,"[""Spring"",""Summer"",""Autumn""]",2-3 hours interval,"[""General purpose fertilizer""]",4-6 (weeks interval),"[""Coastal regions"",""Mediterranean climates""]",17.5,12.5,900.0,0.2,20000,80
veronica speciosa,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,750.0,0.3,30000,60
hedysarum spinosissimum,"[""Well-drained"",""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,400.0,0.25,20000,60
hedysarum pallens,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Perennial flowering plant,"[""Late spring"",""Summer""]",Every 3-4 hours,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",Every 4 weeks,"[""Mediterranean region"",""Central Asia"",""North America""]",20.0,21.5,400.0,0.2,30000,60
hesperostipa spartea,"[""Sandy Loam"",""Clay Loam""]",Grass,"[""Late Spring"",""Summer""]",48 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 weeks interval,"[""Great Plains"",""Central North America""]",10.0,17.5,400.0,0.25,36000,80
hexastylis speciosa,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Slow-release fertilizer"",""Organic compost""]",06-Apr,"[""Eastern United States"",""Southeastern Canada""]",17.5,17.5,1250.0,0.3,20000,60
asarum speciosum,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8,"[""Woodlands"",""Shaded Gardens""]",17.5,17.5,1500.0,0.45,25000,70
hesperolinon spergulinum,"[""Sandy loam"",""Loamy sand""]",Annual,"[""Spring"",""Summer""]",6 hours interval,"[""Complete fertilizer"",""Organic compost""]",4 weeks interval,"[""California"",""Oregon"",""Washington""]",20.0,15.0,375.0,0.3,3500,60
linum spergulinum,"[""Sandy"",""Loamy""]",Annual,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,400.0,0.3,22000,60
heterodermia speciosa,"[""Sandy"",""Loamy""]",Lichen,"[""Late spring"",""Early summer""]",48,"[""Nitrogen"",""Phosphorus""]",4,"[""Temperate regions"",""Moist forests""]",16.5,15.0,1500.0,0.3,22000,70
anaptychia pseudospeciosa,"[""Sandy"",""Clayey"",""Loamy""]",Lichen,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Forests""]",15.0,11.5,750.0,0.3,30000,70
anaptychia speciosa,"[""Sandy loam"",""Clay loam""]",Moss,"[""Start of spring"",""Autumn""]",48,"[""Organic compost""]",4,"[""Temperate forests"",""Mountainous regions""]",20.0,15.0,150.0,0.3,20000,80
heterodermia tremulans,"[""Well-drained"",""Sandy"",""Loamy""]",Lichen,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Temperate forests"",""Tundra""]",12.5,12.5,750.0,0.3,20000,90
hesperevax sparsiflora,"[""Sandy loam"",""Loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",2,"[""NPK"",""Compost""]",4,"[""Southwest United States"",""Mexico"",""Central America""]",20.0,15.0,400.0,0.3,6000,60
evax sparsiflora,"[""Sandy loam"",""Loam""]",Shrub,"[""Summer""]",48,"[""NPK (10-10-10)"",""Compost""]",4,"[""Southwest USA"",""Mexico"",""Central America""]",22.5,22.5,750.0,0.45,22000,60
hesperaloe,"[""Sandy"",""Loamy""]",Succulent,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Balanced NPK fertilizer""]",6 weeks interval,"[""Southwestern United States"",""Mexico""]",20.0,22.5,375.0,0.2,25000,50
hesperevax,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Vegetable,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Florida"",""Texas""]",20.0,17.5,650.0,0.3,20000,80
hesperostipa,"[""Sandy loam"",""Loam"",""Silty clay""]",Grass,"[""Late spring"",""Summer"",""Early autumn""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",22.5,17.5,450.0,0.2,50000,70
hesperoyucca whipplei,"[""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""NPK fertilizers""]",4,"[""California"",""Arizona""]",20.0,20.0,275.0,0.2,36000,70
hesperotropsis,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Ornamental Plant,"[""Late spring"",""Summer""]",48,"[""10-10-10"",""20-20-20""]",4,"[""Southern California"",""Mediterranean region"",""Southwestern Australia""]",20.0,15.0,750.0,0.3,7200,60
cupressocyparis,"[""Sandy loam"",""Loam"",""Clay loam""]",Conifer,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",12,"[""Mediterranean region"",""North America"",""Asia""]",20.0,20.0,1000.0,0.3,22000,80
hesperis,"[""Loamy"",""Sandy"",""Clayey""]",Biennial,"[""Late Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America"",""Asia""]",17.5,15.0,750.0,0.3,30000,70
hesperocallis undulata,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Arizona"",""Nevada""]",22.5,21.5,200.0,0.3,36000,60
hesperochiron,"[""Loam"",""Sandy Loam""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""All-purpose fertilizer"",""Slow-release fertilizer""]",4 weeks interval,"[""Mountainous regions"",""Coastal regions""]",17.5,20.0,450.0,0.35,30000,70
hesperocyparis,"[""Sandy Loam"",""Clay Loam""]",Evergreen Tree,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Oregon"",""Washington""]",18.5,17.5,750.0,0.3,4000,80
hesperocnide,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Flowering plant,"[""Late spring"",""Early summer""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Coastal regions"",""Mediterranean climates""]",20.0,15.0,400.0,0.25,20000,60
hesperolinon,"[""Sandy Loam"",""Silt Loam""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Coastal regions"",""Mediterranean climates""]",20.0,15.0,750.0,0.3,25000,60
hesperodoria plant,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Hesperodoria,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Subtropical"",""Tropical""]",20.0,15.0,750.0,0.3,20000,70
heracleum sibiricum,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Late spring"",""Summer""]",12 hours interval,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4 weeks interval,"[""Siberia"",""Mongolia"",""China""]",5.0,12.5,750.0,0.4,6000,70
henriettea squamulosum,"[""Sandy"",""Loamy"",""Clayey""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Organic Fertilizer"",""Slow-Release Fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",20.0,20.0,900.0,0.4,26000,80
calycogonium squamulosum,"[""Sandy loam"",""Loamy soil""]",Perennial,"[""Summer"",""Rainy""]",03-Feb,"[""NPK 15-15-15"",""Compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,25.0,1500.0,0.3,22000,80
heterodermia squamulosa,"[""Well-drained soil"",""Sandy soil"",""Loamy soil""]",Lichen,"[""Spring"",""Autumn""]",48,"[""Organic fertilizers"",""Slow-release fertilizers""]",8,"[""Temperate forests"",""Mountainous regions"",""Coastal areas""]",17.5,15.0,1000.0,0.45,22000,80
anaptychia squamulosa,"[""Loam"",""Silt"",""Clay""]",Fern,"[""Late spring"",""Summer"",""Early autumn""]",6,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",15.0,20.0,1000.0,0.3,4000,70
helianthus strumosus,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Perennial,"[""Late spring"",""Summer"",""Early fall""]",2-3 hours interval,"[""10-10-10"",""5-10-5""]",6 (weeks interval),"[""Eastern United States"",""Midwestern United States"",""Southern Canada""]",22.5,20.0,1000.0,0.3,4000,80
helianthus montanus,"[""Loamy"",""Sandy"",""Well-drained""]",Perennial,"[""Late spring"",""Summer"",""Early autumn""]",2,"[""Organic compost"",""Slow-release granules""]",4,"[""Mountainous regions"",""Prairies"",""Alpine meadows""]",20.0,15.0,600.0,0.3,22000,60
helianthus saxicola,"[""Loam"",""Sandy Loam""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""North America"",""Europe""]",20.0,15.0,750.0,0.375,21600,60
hesperocyparis stephensonii,"[""Loamy"",""Sandy""]",Tree,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Oregon"",""Washington""]",17.5,22.5,750.0,0.3,30000,70
callitropsis stephensonii,"[""Sandy loam"",""Clay loam"",""Loam""]",Evergreen tree,"[""Late spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorous-based fertilizer""]",12,"[""Pacific Northwest"",""Northern California"",""Southwest Oregon""]",17.5,14.0,750.0,0.45,25000,80
cupressus stephensonii,"[""Sandy Loam"",""Loam""]",Evergreen Tree,"[""Spring"",""Summer""]",48,"[""NPK 20-10-10"",""NPK 30-10-10""]",4,"[""California"",""Baja California""]",17.5,22.5,450.0,0.3,25000,70
heliconia stricta,"[""Loam"",""Sandy Loam""]",Flowering Plant,"[""Year-round""]",Every 2 days,"[""Balanced NPK fertilizer"",""Slow-release granular fertilizer""]",Every 4 weeks,"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,2250.0,0.4,22000,80
heterotheca stenophylla,"[""Well-drained soil"",""Sandy soil""]",Flowering Plant,"[""Spring"",""Summer""]",07-Apr,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Southwestern United States"",""Mexico""]",20.0,20.0,300.0,0.3,5000,70
herzogiella striatella,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic compost"",""Liquid fertilizer""]",4,"[""Temperate forests"",""Moist areas""]",17.5,12.5,750.0,0.45,1800,80
isopterygium striatellum,"[""Well-drained soil""]",Moss,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic fertilizer""]",4,"[""Shaded areas"",""Moist environments""]",20.0,15.0,900.0,0.45,21600,80
plagiothecium striatellum,"[""Loamy"",""Sandy""]",Moss,"[""Late spring"",""Early summer""]",24,"[""Organic matter"",""Compost""]",4,"[""Temperate regions"",""Moist woodland areas""]",15.0,10.0,750.0,0.4,5000,70
sharpiella striatella,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",20.0,20.0,700.0,0.4,8000,70
herbertus stramineus,"[""Loam"",""Sandy loam"",""Clay loam""]",Herbaceous Plant,"[""Late spring"",""Summer""]",24,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Temperate regions"",""Mediterranean regions""]",20.0,20.0,400.0,0.3,20000,60
hedwigia stellata,"[""Loam"",""Silt"",""Clay""]",Moss,"[""Spring"",""Autumn""]",2 hours interval,"[""Organic compost"",""Liquid fertilizer""]",4 weeks interval,"[""Shaded areas"",""Damp environments"",""Woodlands""]",15.0,10.0,750.0,0.4,27000,80
