Seed_ID,Seed_Name,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid
49684,poliomintha longiflora,"[""Sandy Loam"",""Loamy Sand"",""Silt Loam""]",Perennial,"[""Late Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Texas"",""Arizona"",""New Mexico""]",25,23,325,0.2,4000,80
49685,polystichum lonchitis,"[""Loam"",""Sandy loam""]",Fern,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Woodland"",""Shaded areas""]",15,12.5,1000,0.3,20000,80
49686,polypodium loriceum,"[""Well-drained soil"",""Loamy soil""]",Fern,"[""All year""]",03-Feb,"[""Organic fertilizers"",""Liquid fertilizers""]",4,"[""Tropical rainforests"",""Temperate regions""]",20,20,150,0.3,22000,80
49687,serpocaulon loriceum,"[""Well-drained soil"",""Sandy soil""]",Flowering plant,"[""Spring"",""Summer""]",48,"[""NPK fertilizers"",""Organic fertilizers""]",4,"[""Tropical regions"",""Subtropical regions""]",27.5,22.5,175,0.35,3500,70
49688,polygala longicaulis,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Summer"",""Monsoon""]",48,"[""NPK fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25,21.5,1000,0.4,28000,60
49689,polygala lutea,"[""Well-drained"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",48,"[""NPK"",""Organic""]",8,"[""North America"",""Europe""]",20,17.5,650,0.3,30000,60
49690,pylostachya lutea,"[""Sandy"",""Loamy"",""Clayey""]",Perennial,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",25,20,650,0.3,40000,60
49691,portulaca lutea,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Late spring"",""Summer""]",48 hours interval,"[""10-10-10"",""20-20-20""]",4 weeks interval,"[""Mediterranean region"",""Southwestern United States"",""Northern Africa""]",25,30,300,0.3,30000,60
49692,pohlia ludwigii,"[""Loam"",""Silt"",""Clay""]",Moss,"[""Spring"",""Summer"",""Autumn""]",24,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Temperate regions"",""Cool and moist areas""]",12.5,10,750,0.45,5000,70
49693,polytrichum lyallii,"[""Sandy loam"",""Loamy soil""]",Moss,"[""Spring"",""Summer""]",12,"[""Organic fertilizer"",""Slow-release fertilizer""]",8,"[""Alpine regions"",""Subalpine regions""]",15,10,800,0.4,20000,90
49694,polytrichadelphus lyallii,"[""Loamy"",""Sandy""]",Moss,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Alpine Regions"",""Temperate Rainforests""]",17.5,15,600,0.45,18000,80
49695,polytrichastrum lyallii,"[""Sandy"",""Loamy"",""Clay""]",Moss,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Temperate forests"",""Alpine regions""]",15,10,750,0.45,20000,80
49696,polyalthia,"[""Loam"",""Clay"",""Sandy""]",Tree,"[""Spring"",""Summer""]",48,"[""NPK"",""Organic compost"",""Micronutrients""]",4,"[""Tropical regions"",""Subtropical regions""]",25,30,1500,0.4,400,80
49697,polyblastia,"[""Sandy"",""Silty"",""Loamy""]",Moss,"[""Spring"",""Summer"",""Autumn""]",3,"[""Moss-specific fertilizer"",""Organic compost""]",4,"[""Temperate forests"",""Tropical rainforests"",""Moss gardens""]",15,20,750,0.3,4000,60
49698,polycarpon,"[""Sandy loam"",""Loam"",""Clay loam""]",Herb,"[""Spring"",""Summer""]",8,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America"",""Asia""]",20,25,300,0.3,15000,70
49699,polyctenium,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical"",""Subtropical""]",25,21.5,750,0.45,22000,70
49701,polycnemum,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Spring"",""Summer""]",24,"[""NPK"",""Potassium"",""Phosphorus""]",4,"[""Coastal regions"",""Mediterranean climates""]",20,15,500,0.2,22000,60
49703,polycoccum,"[""Sandy"",""Loamy"",""Clay""]",Moss,"[""Spring"",""Autumn""]",24,"[""Organic compost"",""Moss-specific fertilizer""]",4,"[""Temperate forests"",""Wetlands"",""Shaded areas""]",15,20,750,0.35,20000,80
49704,polygala,"[""Well-drained soil"",""Sandy soil"",""Loamy soil""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4-6 (weeks interval),"[""Mediterranean regions"",""Subtropical regions"",""Temperate regions""]",22.5,17.5,450,0.3,36000,70
49705,polygonatum,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",02-Jan,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Temperate regions"",""Woodlands""]",17.5,15,1150,0.45,22000,70
49706,polygonella,"[""Sandy loam"",""Silty loam"",""Clay loam""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""NPK"",""Organic compost""]",4,"[""Coastal regions"",""Grasslands"",""Prairies""]",20,15,750,0.3,30000,60
49707,polygonum,"[""Loam"",""Silt"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",24,"[""NPK"",""Compost""]",4,"[""North America"",""Europe"",""Asia""]",20,15,750,0.25,22000,60
49708,polymnia,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""North America"",""Europe""]",20,15,750,0.375,20000,60
49709,polymeridium,"[""Loam"",""Silt"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,"[""Tropical"",""Subtropical"",""Mediterranean""]",25,20,750,0.3,21600,70
49710,polypodium,"[""Loamy"",""Sandy""]",Fern,"[""Spring"",""Summer""]",2,"[""Organic compost"",""Liquid fertilizer""]",4,"[""Shaded areas"",""Moist forests""]",20,15,1500,0.3,22000,80
49711,polypogon,"[""Sandy loam"",""Loamy sand""]",Grass,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Southwestern United States"",""Central Asia""]",22.5,22.5,750,0.3,22000,70
49712,polypremum,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",2,"[""Tropical regions"",""Subtropical regions""]",25,22.5,150,0.4,300,70
49713,polystichum,"[""Loamy"",""Sandy"",""Clayey""]",Fern,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release fertilizer""]",12,"[""Shade"",""Moist soil"",""Wooded areas""]",17.5,15,1000,0.375,30000,80
49714,polystachya,"[""Well-drained soil"",""Loamy soil""]",Orchid,"[""Start of rainy season"",""Spring""]",Every 3 days,"[""Balanced orchid fertilizer"",""Slow-release granules""]",Every 4 weeks,"[""Tropical regions"",""Subtropical regions""]",21,22,1500,0.4,20000,80
49715,polyscias,"[""Loamy soil"",""Sandy soil""]",Indoor Plant,"[""All year round""]",Every 7-10 days,"[""Liquid fertilizer"",""Slow-release fertilizer""]",Every 4-6 weeks,"[""Tropical regions"",""Subtropical regions""]",21,22.5,750,0.3,36000,60
49717,polytaenia,"[""Loam"",""Silt"",""Clay""]",Herb,"[""Spring"",""Summer"",""Autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Temperate"",""Subtropical""]",17.5,17.5,625,0.3,30000,70
49718,polytrias,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",Every 2 days,"[""NPK 10-10-10"",""Organic compost""]",Every 4 weeks,"[""Tropical regions"",""Subtropical regions""]",20,20,750,0.65,22000,70
49719,polytrichum,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Tropical rainforests""]",15,12.5,750,0.3,28800,80
49720,polytrichastrum,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Summer""]",24,"[""Nitrogen-rich fertilizer"",""Organic compost""]",4,"[""Temperate regions"",""Cool temperate regions""]",20,15,150,0.3,3000,80
49722,polyscias macgillivrayi,"[""Loamy"",""Sandy"",""Clay""]",Tree,"[""Year-round""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Tropical Rainforests"",""Subtropical Regions""]",21.5,22.5,1500,0.3,25000,70
49723,polypogon maritimus,"[""Sandy loam"",""Clay loam""]",Grass,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Coastal regions"",""Mediterranean climates""]",17.5,22.5,600,0.3,25000,80
49724,polygonella macrophylla,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Late spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Coastal regions"",""Wetlands""]",20,15,600,0.2,22000,70
49725,polygonum marinense,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Summer"",""Early autumn""]",12,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Coastal areas"",""Salt marshes""]",20,15,750,0.4,20000,70
49726,polygala maravillasensis,"[""Loamy"",""Sandy""]",Flowering plant,"[""Year-round""]",12 hours interval,"[""NPK fertilizer"",""Organic compost""]",4 weeks interval,"[""Maravillas Mountains"",""Coastal areas""]",21.5,17.5,1250,0.325,9000,80
49727,podistera macounii,"[""Loam"",""Sandy Loam""]",Flowering Plant,"[""Late Spring"",""Summer""]",03-Feb,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Eastern North America"",""Southern Canada""]",20,15,750,0.3,36000,60
49728,ligusticum mutellinoides,"[""Loamy"",""Sandy"",""Well-drained""]",Herb,"[""Late spring"",""Summer""]",48,"[""Organic compost"",""Nitrogen-rich fertilizer""]",4,"[""Mountainous regions"",""Grasslands""]",20,15,750,0.3,20000,60
49729,poa macrocalyx,"[""Sandy loam"",""Loam"",""Clay loam""]",Grass,"[""Spring"",""Autumn""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""Cool temperate regions"",""Mountainous areas""]",20,15,600,0.3,4000,60
49730,poa hispidula,"[""Sandy loam"",""Clay loam"",""Silty loam""]",Grass,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,12.5,750,0.35,22000,70
49731,poa norbergii,"[""Loam"",""Sandy loam"",""Silty loam""]",Grass,"[""Late spring"",""Summer"",""Early fall""]",Every 3 days,"[""Nitrogen"",""Phosphorus"",""Potassium""]",Every 4 weeks,"[""North America"",""Europe"",""Asia""]",20,15,650,0.2,25000,70
49732,poa turneri,"[""Loam"",""Clay"",""Sandy""]",Grass,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,12.5,750,0.35,25000,70
49733,polycnemum majus,"[""Sandy"",""Loamy""]",Herb,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4,"[""Coastal regions"",""Deserts""]",20,15,300,0.2,30000,60
49734,poa macrantha,"[""Loam"",""Clay"",""Silt""]",Grass,"[""Spring"",""Summer"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,16,500,0.325,21600,70
49735,podocarpus macrophyllus,"[""Loamy"",""Sandy"",""Clayey""]",Evergreen,"[""Spring"",""Summer"",""Autumn"",""Winter""]",2-3 hours interval,"[""NPK"",""Organic"",""Slow-release""]",06-Apr,"[""Tropical"",""Subtropical""]",20,17.5,1500,0.35,14000,80
49736,potentilla macounii,"[""Well-drained"",""Sandy loam""]",Perennial,"[""Late spring"",""Summer"",""Early fall""]",03-Feb,"[""Slow-release granular fertilizer""]",6,"[""Canada"",""United States""]",17.5,15,750,0.3,25000,60
49737,poa maniototo,"[""Loam"",""Silt"",""Clay""]",Grass,"[""Late spring"",""Summer"",""Early autumn""]",8 hours interval,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4 weeks interval,"[""Cool temperate regions"",""High altitude areas""]",10,12.5,700,0.3,2500,60
49738,polytoca macrophylla,"[""Loamy"",""Sandy""]",Flowering plant,"[""Spring"",""Summer""]",2 hours interval,"[""Organic compost"",""Slow-release granular fertilizer""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25,20,1500,0.25,22000,60
49740,potamogeton marianensis,"[""Silt"",""Clay"",""Sand""]",Aquatic Plant,"[""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America"",""Asia""]",20,17.5,800,0.5,36000,80
49741,potentilla matsuokana,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Late spring"",""Summer""]",2 hours interval,"[""NPK fertilizer"",""Organic compost""]",4 weeks interval,"[""Temperate regions"",""Mountainous areas""]",22.5,17.5,600,0.3,3000,70
49742,poa mannii,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Grass,"[""Spring"",""Summer"",""Autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America"",""Asia""]",17.5,15,750,0.375,4000,70
49743,poa marcida,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Grass,"[""Late spring"",""Early fall""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Temperate regions"",""Cool-season zones""]",15,15,750,0.35,20000,60
49744,poa saltuensis,"[""Sandy"",""Loamy"",""Clay""]",Grass,"[""Spring"",""Autumn""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Cool temperate regions"",""Mediterranean regions""]",20,15,750,0.3,20000,60
49745,porpidia macrocarpa,"[""Well-drained soil""]",Moss,"[""Spring"",""Autumn""]",24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Temperate regions""]",15,10,750,0.3,30000,80
49746,huilia macrocarpa,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Tree,"[""Summer"",""Rainy Season""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical Rainforests"",""Subtropical Regions""]",25,20,1150,0.45,22000,80
49747,huilia nigrocruenta,"[""Loam"",""Sandy Loam""]",Flowering Plant,"[""Summer"",""Monsoon""]",6 hours interval,"[""NPK 10-10-10"",""Organic compost""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25,22.5,750,0.3,35000,70
49748,lecidea contigua,"[""Loam"",""Sandy Loam"",""Clay""]",Moss,"[""Spring"",""Summer"",""Autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,12.5,750,0.3,30000,80
49749,lecidea macrocarpa,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Temperate forests"",""Boreal forests"",""Alpine regions""]",17.5,12.5,750,0.45,500,70
49750,lecidea phylliscina,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Summer""]",12 hours interval,"[""Organic compost"",""Slow-release granules""]",4 weeks interval,"[""Temperate forests"",""Alpine regions""]",7.5,7.5,750,0.3,25000,80
49751,lecidea platycarpa,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Autumn""]",8,"[""Organic compost"",""Slow-release fertilizer""]",8,"[""Temperate forests"",""Mountain regions""]",10,7.5,650,0.2,3000,80
49752,lecidea steriza,"[""Sandy"",""Loamy""]",Moss,"[""Spring"",""Autumn""]",72 hours interval,"[""Organic compost"",""Moss-specific fertilizer""]",8 weeks interval,"[""Temperate regions"",""Woodland areas""]",15,11.5,75,0.3,30000,80
49753,porpidia nigrocruenta,"[""Sandy"",""Loamy"",""Clay""]",Lichen,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Rocky areas"",""Mountain slopes"",""Forests""]",15,10,75,0.2,20000,80
49754,polygala macradenia,"[""Sandy"",""Loamy"",""Clayey""]",Perennial,"[""Spring"",""Summer""]",12,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Tropical"",""Subtropical"",""Mediterranean""]",20,20,750,0.45,4000,60
49755,polygala mariana,"[""Sandy loam"",""Loam""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Slow-release granular fertilizer""]",4,"[""Southeastern United States""]",25,21.5,650,0.4,25000,60
49756,polygala harperi,"[""Sandy Loam"",""Loam"",""Clay Loam""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""10-10-10"",""20-20-20"",""14-14-14""]",4,"[""Southeastern United States"",""Northern Mexico""]",22.5,17.5,600,0.3,25000,60
49757,potentilla crebridens,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorous"",""Potassium""]",4 (weeks interval),"[""North America"",""Europe"",""Asia""]",21.5,17.5,650,0.3,32000,60
49758,pomaria,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25,20,650,0.45,30000,60
49759,polyalthia merrillii,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Tree,"[""Year-round""]",2,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25,27.5,2000,0.45,30000,80
49760,polyblastia melaspora,"[""Sandy loam"",""Loam"",""Silty clay""]",Fungus,"[""Late summer"",""Autumn""]",48 hours interval,"[""Organic compost"",""Slow-release fertilizer""]",4 (weeks interval),"[""Temperate regions"",""Humid areas""]",20,15,900,0.3,3000,80
49761,pohlia melanodon,"[""Sandy soil"",""Loamy soil"",""Clay soil""]",Moss,"[""Spring"",""Fall""]",03-Feb,"[""Organic compost"",""Liquid fertilizer""]",4,"[""Cool and moist regions"",""Shaded areas""]",12.5,10,750,0.45,25000,80
49762,pohlia carnea,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Autumn""]",48,"[""Organic fertilizers"",""Moss-specific fertilizers""]",4,"[""Temperate regions"",""Cool-temperate regions""]",15,10,750,0.3,40000,80
49764,porpidia melinodes,"[""Well-drained soil"",""Sandy soil""]",Lichen,"[""Late spring"",""Early autumn""]",12,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Temperate regions"",""Subtropical regions""]",15,10,650,0.35,22000,80
49766,pomaria melanosticta,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Complete Fertilizer"",""Organic Fertilizer""]",4 (weeks interval),"[""Tropical regions"",""Subtropical regions""]",21.5,22.5,800,0.4,28000,60
49767,caesalpinia parryi,"[""Well-drained soil"",""Sandy soil"",""Loamy soil""]",Shrub,"[""Spring"",""Summer""]",Every 10-14 days,"[""Slow-release fertilizer"",""Organic compost""]",Every 4-6 weeks,"[""Southern California"",""Arizona"",""New Mexico""]",22.5,22.5,375,0.2,25000,60
49768,hoffmannseggia parryi,"[""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Late Spring"",""Summer"",""Early Fall""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Southwestern United States"",""Northern Mexico""]",25,20,350,0.3,50000,60
49769,polygonum meisnerianum,"[""Loam"",""Silty loam"",""Clay loam""]",Flowering Plant,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20,15,750,0.3,15000,60
49770,persicaria meisneriana,"[""Loam"",""Sandy Loam"",""Clay""]",Perennial,"[""Spring"",""Summer""]",4-6 hours interval,"[""All-purpose fertilizer"",""Organic compost""]",6,"[""Asia"",""North America"",""Europe""]",20,20,1000,0.4,20000,70
49771,polygonum beyrichianum,"[""Loam"",""Sandy loam""]",Herb,"[""Spring"",""Summer""]",3,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20,15,650,0.3,30000,60
49772,polemonium micranthum,"[""Well-drained"",""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Mountainous regions"",""Alpine meadows""]",15,20,750,0.4,22000,60
49773,polemoniella micrantha,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Texas"",""Arizona""]",20,16,650,0.3,22000,60
49774,polycoccum microstictum,"[""Loam"",""Sandy loam""]",Polycoccum microstictum,"[""Spring"",""Summer""]",8 hours interval,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4 weeks interval,"[""Temperate regions"",""Subtropical regions""]",22.5,17.5,700,0.5,20000,80
49775,polygonum minimum,"[""Loam"",""Silt"",""Clay""]",Groundcover,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus""]",4,"[""North America"",""Europe"",""Asia""]",17.5,20,150,0.3,20000,60
49776,persicaria minor,"[""Loam"",""Clay"",""Sandy""]",Herb,"[""Spring"",""Summer"",""Autumn""]",Every 3 hours,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",Every 4 weeks,"[""Tropical"",""Subtropical"",""Mediterranean""]",24,20,1150,0.3,3000,80
49777,portulaca minuta,"[""Sandy loam"",""Silt loam""]",Annual Flower,"[""Spring"",""Summer""]",Every 2 days,"[""NPK 10-10-10"",""Organic compost""]",Every 4 weeks,"[""Tropical regions"",""Subtropical regions""]",25,22.5,400,0.25,25000,60
49778,potamogeton ×mirabilis,"[""Silt"",""Clay""]",Aquatic Plant,"[""Spring"",""Summer""]",Every 2-3 hours,"[""Nitrogen"",""Phosphorus""]",Every 4-6 weeks,"[""Ponds"",""Lakes"",""Marshes""]",21.5,20,150,0.3,3000,80
49779,potentilla millefolia,"[""Sandy loam"",""Clay loam""]",Perennial,"[""Start of spring"",""Summer""]",2,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""North America"",""Europe"",""Asia""]",20,15,500,0.3,20000,60
49780,polystichum microchlamys,"[""Loamy soil"",""Sandy soil""]",Fern,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic fertilizer"",""Slow-release granular fertilizer""]",6 weeks interval,"[""Temperate regions"",""Woodlands""]",11.5,12.5,1500,0.45,4000,80
49781,aspidium microchlamys,"[""Loam"",""Silt"",""Humus""]",Fern,"[""Late spring"",""Summer""]",48 hours interval,"[""Organic compost"",""Slow-release fertilizer""]",4 weeks interval,"[""Shaded areas"",""Moist forests""]",22.5,20,125,0.4,20000,80
49782,potentilla klamathensis,"[""Sandy loam"",""Loam""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Potassium""]",4,"[""North America"",""Europe""]",20,15,650,0.3,20000,60
49783,potentilla versicolor,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial Flower,"[""Late Spring"",""Summer"",""Early Autumn""]",03-Feb,"[""10-10-10"",""14-14-14"",""20-20-20""]",6,"[""North America"",""Europe"",""Asia""]",20,15,500,0.3,4000,60
49784,portulaca molokiniensis,"[""Sandy"",""Loamy"",""Clayey""]",Succulent,"[""Summer""]",7,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Coastal regions"",""Desert regions""]",30,25,300,0.2,30000,60
49785,potentilla morefieldii,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Late spring"",""Summer""]",48,"[""NPK 10-10-10"",""Bone meal"",""Compost""]",4,"[""Rocky Mountains"",""Great Plains"",""Intermountain West""]",22.5,17.5,550,0.25,20000,60
49786,polygala monticola,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Mountains"",""Hills""]",21.5,22.5,1000,0.3,30000,80
49787,polypogon monspeliensis,"[""Sandy soil"",""Loamy soil""]",Grass,"[""Spring"",""Summer""]",02-Jan,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Mediterranean region"",""Southern Europe"",""North Africa""]",22.5,20,450,0.2,14000,80
49788,alopecurus monspeliensis,"[""Sandy loam"",""Loamy sand""]",Grass,"[""Spring"",""Summer"",""Autumn""]",12,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Mediterranean region"",""Southwestern United States"",""Northern Africa""]",20,17.5,650,0.3,36000,80
49789,polychidium muscicola,"[""Loam"",""Clay""]",Moss,"[""Spring"",""Autumn""]",48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Temperate forests"",""Bogs""]",20,15,750,0.4,5000,80
49790,polygonum multiflorum,"[""Loam"",""Clay"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""China"",""Japan"",""Korea""]",25,20,1000,0.3,25000,70
49791,potentilla multijuga,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""NPK"",""Compost""]",4,"[""Mountainous regions"",""Alpine meadows""]",17.5,17.5,750,0.3,22000,70
49792,pouteria multiflora,"[""Loamy"",""Sandy""]",Fruit Tree,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",06-Apr,"[""Tropical regions"",""Subtropical regions""]",20,20,1500,0.3,25000,80
49793,lucuma multiflora,"[""Loam"",""Sandy loam"",""Clay loam""]",Fruit,"[""Summer"",""Rainy season""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",23,25,1500,0.3,20000,80
49794,polystichum muricatum,"[""Loamy"",""Sandy""]",Fern,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Shaded areas"",""Woodlands""]",20,15,1000,0.4,22000,70
49795,polygonatum multiflorum,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Late spring"",""Summer""]",03-Feb,"[""Organic compost"",""Slow-release fertilizer""]",6,"[""Woodland"",""Shaded gardens"",""Moist areas""]",15,12.5,700,0.4,20000,70
49796,potentilla multisecta,"[""Well-drained soil"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15,600,0.3,20000,60
49797,potamogeton ×mysticus,"[""Silt"",""Clay"",""Loam""]",Aquatic Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Ponds"",""Lakes"",""Wetlands""]",20,15,150,0.45,30000,80
49798,polygonella myriophylla,"[""Sandy"",""Loamy"",""Clayey""]",Herbaceous Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based""]",4 (weeks interval),"[""Coastal regions"",""Sandy soil areas""]",25,20,750,0.3,40000,60
