Seed_ID,Seed_Name,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid,Watering_min_x,SeedName2,Plant_Name,English_Name,Area_Require,Height_Max,Soil_Depth,Precip,Image_URL
27144,Gentiana acuta,"[""Loamy"",""Sandy""]",Flowering plant,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""Asia""]",15.0,13.0,750.0,0.4,600.0,70.0,,,,,,,,,
27145,Gentianella Acuta,"[""Well-drained soil"",""Sandy soil""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4,"[""Alpine meadows"",""Rocky areas""]",17.5,17.5,750.0,0.25,40000.0,60.0,,,,,,,,,
27146,Gentiana amarella,"[""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",3,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America""]",17.5,10.0,750.0,0.3,22000.0,70.0,,,,,,,,,
27147,Gentiana Plebeja,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Flowering Plant,"[""Spring"",""Summer"",""Autumn""]",3-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Alpine regions"",""Mountainous areas""]",15.0,10.0,750.0,0.3,14000.0,60.0,,,,,,,,,
27148,Gentianella strictiflora,"[""Sandy loam"",""Loam"",""Clay loam""]",Herbaceous perennial,"[""Late spring"",""Summer""]",3-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Alpine regions"",""Rocky slopes"",""Mountain meadows""]",15.0,10.0,1150.0,0.3,18000.0,80.0,,,,,,,,,
27149,Gentiana Strictiflora,"[""Sandy Loam"",""Loam"",""Clay Loam""]",Flowering Plant,"[""Late Spring"",""Summer""]",2-3 hours interval,"[""NPK 10-10-10"",""Compost"",""Bone Meal""]",4,"[""Rocky Mountains"",""Sierra Nevada"",""Appalachian Mountains""]",15.0,11.5,500.0,0.4,20000.0,60.0,,,,,,,,,
27150,Amarella Scopulorum,"[""Sandy"",""Loamy"",""Clayey""]",Flowering Plant,"[""Spring"",""Summer"",""Autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,"[""Mediterranean"",""Temperate"",""Tropical""]",20.0,15.0,750.0,0.3,22000.0,70.0,,,,,,,,,
27151,Gentiana heterosepala,"[""Loam"",""Silt"",""Clay""]",Wildflower,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Mountainous regions"",""Alpine meadows""]",15.0,12.5,750.0,0.3,3000.0,80.0,,,,,,,,,
27152,Gentianella heterosepala,"[""Well-drained soil"",""Sandy loam soil""]",Flowering plant,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""Alpine regions"",""Mountainous areas""]",20.0,15.0,750.0,0.4,22000.0,60.0,,,,,,,,,
27153,Gentiana scopulorum,"[""Sandy loam"",""Clay loam"",""Loam""]",Flowering plant,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",6 (weeks interval),"[""Mountainous regions"",""Alpine areas""]",15.0,10.0,500.0,0.3,20000.0,60.0,,,,,,,,,
27154,Gentiana Andrewsii,"[""Well-drained soil"",""Loamy soil""]",Perennial,"[""Spring"",""Summer""]",48,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""North America"",""Europe""]",17.5,17.5,750.0,0.3,6000.0,70.0,,,,,,,,,
27155,Dasystephana Andrewsii,"[""Loamy soil"",""Sandy soil""]",Flowering Plant,"[""Spring"",""Summer""]",12 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""North America"",""Europe"",""Asia""]",17.0,20.0,750.0,0.3,2500.0,60.0,,,,,,,,,
27156,Pneumonanthe Andrewsii,"[""Loam"",""Sandy"",""Clay""]",Perennial,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Meadows"",""Wetlands"",""Moors""]",20.0,15.0,750.0,0.3,20000.0,80.0,,,,,,,,,
27157,Geranium arboreum,"[""Sandy loam"",""Loamy soil""]",Shrub,"[""Spring"",""Summer""]",3,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""South Africa""]",20.0,21.5,700.0,0.25,35000.0,60.0,,,,,,,,,
27158,Neurophyllodes Arboreum,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Tree,"[""Summer"",""Rainy season""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",12,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,750.0,0.3,24000.0,80.0,,,,,,,,,
27159,Geranium atropurpureum,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Europe"",""North America"",""Asia""]",20.0,15.0,625.0,0.3,20000.0,60.0,,,,,,,,,
27160,Geranium caespitosum,"[""Sandy"",""Loamy"",""Clay""]",Perennial,"[""Late spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granules""]",6,"[""Rocky slopes"",""Alpine meadows""]",20.0,15.0,450.0,0.3,60000.0,60.0,,,,,,,,,
27161,Geranium Marginale,"[""Loamy"",""Sandy"",""Clay""]",Perennial,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Temperate regions"",""Mediterranean"",""Subtropical""]",20.0,15.0,500.0,0.3,25000.0,60.0,,,,,,,,,
27162,Toquimense,"[""Loamy soil"",""Sandy soil"",""Clay soil""]",Geranium,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Mexico"",""Peru"",""Ecuador""]",20.0,21.5,650.0,0.4,22000.0,60.0,,,,,,,,,
27163,Geranium Cowenii,"[""Loam"",""Clay""]",Flowering plant,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""South Africa""]",20.0,15.0,550.0,0.25,25000.0,60.0,,,,,,,,,
27164,Geranium Fremontii,"[""Well-drained sandy loam"",""Silty clay loam""]",Flowering Perennial,"[""Spring"",""Summer""]",Every 2-3 days,"[""Balanced slow-release fertilizer"",""Organic compost""]",Every 4-6 weeks,"[""Southwestern United States"",""Northern Mexico""]",22.5,17.5,375.0,0.2,25000.0,70.0,,,,,,,,,
27165,Geum ×aurantiacum,"[""Loam"",""Sandy Loam"",""Clay""]",Perennial,"[""Spring"",""Summer""]",48,"[""NPK""]",8,"[""Europe"",""North America"",""Asia""]",20.0,15.0,650.0,0.3,25000.0,60.0,,,,,,,,,
27166,Gentiana Austromontana,"[""Loamy"",""Sandy""]",Perennial,"[""Late Spring"",""Summer""]",3-Feb,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Alpine meadows"",""Rocky slopes""]",15.0,10.0,750.0,0.25,20000.0,60.0,,,,,,,,,
27167,Gentiana autumnalis,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Late Summer"",""Autumn""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Europe"",""North America""]",12.5,12.5,750.0,0.45,20000.0,70.0,,,,,,,,,
27168,Dasystephana porphyrio,"[""Sandy loam"",""Clay loam"",""Silty loam""]",Flowering plant,"[""Start of summer"",""Spring"",""Autumn""]",2 hours interval,"[""NPK fertilizer"",""Organic compost""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25.0,30.0,150.0,0.3,3000.0,60.0,,,,,,,,,
27169,Gentiana porphyrio,"[""Loamy soil"",""Sandy soil""]",Flowering plant,"[""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Subtropical regions"",""Mediterranean regions""]",17.5,20.0,750.0,0.45,3000.0,70.0,,,,,,,,,
27170,Gentianella auriculata,"[""Loamy"",""Sandy""]",Flower,"[""Late spring"",""Summer"",""Early autumn""]",3-Feb,"[""Nitrogen-based fertilizer""]",4,"[""Mountainous regions"",""Alpine meadows""]",20.0,15.0,650.0,0.3,3000.0,70.0,,,,,,,,,
27171,Gentianella aurea,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Late spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Alpine regions"",""Grasslands"",""Mountain slopes""]",17.5,15.0,750.0,0.3,4000.0,70.0,,,,,,,,,
27172,Arctogentia Aurea,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical"",""Subtropical""]",21.5,22.5,125.0,0.4,4000.0,80.0,,,,,,,,,
27173,Gentiana aurea,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Perennial,"[""Late spring"",""Summer""]",2-3 hours interval,"[""All-purpose fertilizer"",""Organic compost""]",4 weeks interval,"[""Alpine regions"",""Rock gardens"",""Moist meadows""]",15.0,17.5,750.0,0.35,26000.0,60.0,,,,,,,,,
27174,Gentianopsis Barbellata,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Perennial Flower,"[""Spring"",""Summer""]",12,"[""Organic Fertilizer"",""Slow-release Fertilizer""]",8,"[""Rocky Mountains"",""Cascade Range"",""Sierra Nevada""]",15.0,12.5,750.0,0.45,15000.0,80.0,,,,,,,,,
27175,Gentianella barbellata,"[""Sandy Loam"",""Silt Loam""]",Flowering Plant,"[""Late Spring"",""Early Summer""]",2-3 hours interval,"[""Organic Fertilizer"",""Compost""]",4 weeks interval,"[""Alpine Meadows"",""Grasslands"",""Subalpine Meadows""]",15.0,12.5,750.0,0.45,4000.0,70.0,,,,,,,,,
27176,Gentiana Barbellata,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus""]",4,"[""Himalayas"",""Alps"",""Rocky Mountains""]",15.0,12.5,750.0,0.4,20000.0,70.0,,,,,,,,,
27177,Geranium Bicknellii,"[""Sandy loam"",""Clay loam"",""Loam""]",Perennial,"[""Late spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""Organic compost""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15.0,750.0,0.3,20000.0,70.0,,,,,,,,,
27178,Geranium Carolinianum,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,450.0,0.3,4000.0,70.0,,,,,,,,,
27179,Nemorale,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Geranium,"[""Spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Europe"",""Asia"",""North America""]",20.0,20.0,600.0,0.3,25000.0,70.0,,,,,,,,,
27180,Gentiana ×billingtonii,"[""Well-drained soil"",""Loamy soil""]",Perennial,"[""Spring"",""Summer""]",Every 2-3 days,"[""Organic compost"",""Slow-release fertilizer""]",Every 4-6 weeks,"[""Europe"",""North America""]",10.0,15.0,750.0,0.45,4000.0,70.0,,,,,,,,,
27181,Gentiana calycosa,"[""Loam"",""Sandy"",""Clay""]",Perennial,"[""Late spring"",""Summer""]",10-Aug,"[""NPK 10-10-10"",""Ammonium nitrate""]",4,"[""Alpine meadows"",""Mountainous regions""]",15.0,12.5,750.0,0.4,30000.0,70.0,,,,,,,,,
27182,Pneumonanthe Calycosa,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Late spring"",""Summer""]",24,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Meadows"",""Grasslands"",""Moist woodlands""]",20.0,15.0,750.0,0.3,12000.0,60.0,,,,,,,,,
27183,Gentiana catesbaei,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Summer""]",3-Feb,"[""NPK Fertilizer""]",4,"[""Eastern United States"",""Southeastern United States"",""Appalachian Mountains""]",17.5,15.0,750.0,0.3,7000.0,80.0,,,,,,,,,
27184,Dasystephana latifolia,"[""Loamy"",""Sandy"",""Well-drained""]",Flowering plant,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen-based"",""Phosphorous-based"",""Potassium-based""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,1250.0,0.4,22000.0,70.0,,,,,,,,,
27185,Dasystephana parvifolia,"[""Sandy loam"",""Loam"",""Clay loam""]",Flowering plant,"[""Summer"",""Monsoon""]",48,"[""NPK fertilizer"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,750.0,0.45,4000.0,70.0,,,,,,,,,
27186,Gentiana elliottii,"[""Loamy"",""Sandy"",""Well-drained""]",Perennial,"[""Late Spring"",""Summer""]",12,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Eastern United States"",""Southern Canada""]",20.0,12.5,1000.0,0.3,28000.0,60.0,,,,,,,,,
27187,Genista canariensis,"[""Sandy"",""Loamy"",""Clayey""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen-based"",""Phosphorus-based""]",8,"[""Mediterranean"",""Subtropical"",""Coastal""]",20.0,15.0,375.0,0.3,30000.0,70.0,,,,,,,,,
27188,Cytisus Canariensis,"[""Sandy"",""Loamy""]",Shrub,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Canary Islands"",""Mediterranean region""]",20.0,20.0,350.0,0.225,25000.0,60.0,,,,,,,,,
27189,Cytisus ×racemosus,"[""Sandy"",""Loamy"",""Clay""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Mediterranean region"",""Western Europe""]",17.5,15.0,600.0,0.3,40000.0,70.0,,,,,,,,,
27190,Teline Canariensis,"[""Well-drained"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""NPK 12-6-6""]",4,"[""Mediterranean region"",""Canary Islands""]",21.5,17.5,550.0,0.3,20000.0,80.0,,,,,,,,,
27191,Geum ×catlingii,"[""Loam"",""Clay"",""Silt""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,17.5,750.0,0.3,15000.0,60.0,,,,,,,,,
27192,Geraea Canescens,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Arizona"",""Nevada""]",22.5,20.0,300.0,0.2,600.0,70.0,,,,,,,,,
27193,Geranium californicum,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Flowering plant,"[""Spring"",""Summer""]",4-Mar,"[""NPK fertilizer"",""Organic compost""]",4,"[""California"",""Oregon"",""Washington""]",17.5,20.0,450.0,0.3,22000.0,60.0,,,,,,,,,
27194,Geranium Concinnum,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Spring"",""Summer""]",6,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America"",""Asia""]",20.0,15.0,750.0,0.3,20000.0,60.0,,,,,,,,,
27195,Geum Calthifolium,"[""Loam"",""Silty loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",3-Feb,"[""10-10-10"",""14-14-14"",""20-20-20""]",6-Apr,"[""North America"",""Europe"",""Asia""]",15.0,17.5,750.0,0.35,14000.0,70.0,,,,,,,,,
27196,Acomastylis calthifolia,"[""Loamy"",""Sandy loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",48,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""North America"",""Europe""]",21.5,17.5,900.0,0.4,25000.0,80.0,,,,,,,,,
27197,Geum canadense,"[""Loam"",""Clay"",""Silt""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15.0,750.0,0.3,22000.0,70.0,,,,,,,,,
27198,Geranium Eremophilum,"[""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",2,"[""Slow-release fertilizer"",""Organic compost""]",4,"[""California"",""Arizona"",""Nevada""]",25.0,20.0,400.0,0.2,25000.0,60.0,,,,,,,,,
27199,Geranium Parryi,"[""Sandy"",""Loamy"",""Clayey""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""10-10-10"",""5-10-5""]",4,"[""Arizona"",""California"",""New Mexico""]",17.5,17.5,450.0,0.3,36000.0,70.0,,,,,,,,,
27200,Geranium Sphaerospermum,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6-Apr,"[""Europe"",""North America""]",20.0,16.0,750.0,0.3,35000.0,60.0,,,,,,,,,
27201,Gesneria Citrina,"[""Loam"",""Sandy Loam"",""Silt Loam""]",Flowering Plant,"[""Summer"",""Monsoon""]",2,"[""NPK 10-10-10"",""Organic Compost""]",4,"[""Tropical regions"",""Subtropical regions""]",22.5,20.0,750.0,0.25,18000.0,70.0,,,,,,,,,
27202,Gentiana clausa,"[""Sandy"",""Loamy""]",Perennial,"[""Late Spring"",""Summer""]",Every 3 days,"[""Nitrogen"",""Phosphorus"",""Potassium""]",Every 4 weeks,"[""Rocky Mountain Region"",""Appalachian Mountains""]",15.0,20.0,750.0,0.3,22000.0,60.0,,,,,,,,,
27203,Geranium Columbinum,"[""Sandy loam"",""Loam""]",Perennial,"[""Spring"",""Summer""]",2,"[""Slow-release granular fertilizer"",""Liquid fertilizer""]",4,"[""Europe"",""North America""]",17.5,15.0,750.0,0.3,15000.0,70.0,,,,,,,,,
27204,Gentianopsis Crinita,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Summer"",""Spring""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",17.5,17.5,750.0,0.35,3000.0,60.0,,,,,,,,,
27205,Anthopogon Crinitum,"[""Sandy loam"",""Loam"",""Clay loam""]",Flowering Plant,"[""Late spring"",""Summer"",""Early autumn""]",6 hours interval,"[""Organic compost"",""Slow-release fertilizer""]",4 weeks interval,"[""Himalayas"",""Alpine regions"",""Mountainous areas""]",15.0,10.0,750.0,0.3,4000.0,60.0,,,,,,,,,
27206,Gentiana Crinita,"[""Loamy soil"",""Sandy soil""]",Perennial,"[""Late spring"",""Summer""]",Every 2 days,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",Every 4 weeks,"[""North America"",""Europe""]",10.0,15.0,900.0,0.3,4000.0,70.0,,,,,,,,,
27207,Gentianella Crinita,"[""Loamy"",""Sandy""]",Perennial Flower,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""Rocky Mountains"",""Appalachian Mountains""]",15.0,10.0,750.0,0.3,22000.0,70.0,,,,,,,,,
27208,Gentiana Ventricosa,"[""Well-drained"",""Loamy""]",Perennial,"[""Late spring"",""Summer""]",Every 2 days,"[""Balanced fertilizer""]",Every 4 weeks,"[""Alpine meadows"",""Rock gardens""]",15.0,15.0,750.0,0.3,22000.0,80.0,,,,,,,,,
27209,Gentiana cruciata,"[""Loam"",""Sandy Loam"",""Clay""]",Perennial,"[""Spring"",""Summer""]",48,"[""NPK 15-15-15"",""Organic compost""]",4,"[""Europe"",""North America""]",7.5,15.0,750.0,0.3,40000.0,70.0,,,,,,,,,
27210,Geranium Cuneatum,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer"",""Autumn""]",48,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Mediterranean"",""Temperate"",""Subtropical""]",20.0,15.0,650.0,0.3,40000.0,70.0,,,,,,,,,
27211,Gesneria cuneifolia,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Subtropical regions"",""Tropical regions""]",20.0,22.5,950.0,0.4,23000.0,60.0,,,,,,,,,
27212,Gentiana ×curtisii,"[""Well-draining soil"",""Loamy soil""]",Perennial,"[""Late spring"",""Summer""]",3-Feb,"[""Organic fertilizer"",""Slow-release fertilizer""]",6-Apr,"[""Alpine regions"",""Mountainous areas""]",15.0,12.5,900.0,0.4,20000.0,70.0,,,,,,,,,
27213,Geranium Tridens,"[""Sandy Loam"",""Loam""]",Flowering Plant,"[""Spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Mediterranean region"",""Temperate regions"",""Subtropical regions""]",20.0,20.0,650.0,0.3,25000.0,60.0,,,,,,,,,
27214,Geoffroea Decorticans,"[""Sandy loam"",""Loam"",""Clay loam""]",Tree,"[""Spring"",""Summer""]",72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Northern Chile"",""Argentina"",""Bolivia""]",22.5,22.5,250.0,0.2,25000.0,70.0,,,,,,,,,
27216,Geodorum densiflorum,"[""Well-drained soil"",""Sandy loam""]",Orchid,"[""Spring"",""Summer""]",72 hours interval,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,1500.0,0.5,3000.0,80.0,,,,,,,,,
27217,Gentiana decora,"[""Loamy"",""Sandy""]",Perennial,"[""Late Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",20.0,15.0,1000.0,0.3,7000.0,80.0,,,,,,,,,
27218,Dasystephana Decora,"[""Loamy"",""Sandy""]",Flowering plant,"[""Spring"",""Summer""]",24,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Tropical regions"",""Subtropical regions""]",21.5,20.0,1000.0,0.3,30000.0,70.0,,,,,,,,,
27219,Gentianopsis detonsa,"[""Well-drained soil"",""Sandy soil""]",Wildflower,"[""Late spring"",""Summer""]",Every 3 days,"[""Organic compost"",""Slow-release granular fertilizer""]",Every 4 weeks,"[""Mountainous regions"",""Alpine meadows""]",10.0,15.0,650.0,0.3,180.0,60.0,,,,,,,,,
27220,Gentiana Barbata,"[""Loamy"",""Sandy""]",Flowering plant,"[""Late spring"",""Summer""]",3-Feb,"[""Organic compost"",""Slow-release fertilizer""]",6-Apr,"[""Mountainous regions"",""Alpine meadows""]",17.5,15.0,750.0,0.45,25000.0,70.0,,,,,,,,,
27221,Gentianella detonsa,"[""Loam"",""Silt"",""Clay""]",Wildflower,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic compost"",""Slow-release granular fertilizer""]",4 weeks interval,"[""Alpine meadows"",""Mountain slopes""]",15.0,10.0,750.0,0.3,5000.0,70.0,,,,,,,,,
27222,Gentiana detonsa,"[""Well-drained"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""Alpine regions"",""Mountainous areas""]",15.0,15.0,750.0,0.4,20000.0,60.0,,,,,,,,,
27223,Gentiana Richardsonii,"[""Well-drained soils"",""Loamy soils""]",Flowering Plant,"[""Late spring"",""Early summer""]",Every 7 days,"[""Slow-release fertilizer"",""Organic compost""]",Every 4 weeks,"[""Rocky Mountains"",""Cascade Range"",""Sierra Nevada""]",7.5,10.0,850.0,0.4,4000.0,70.0,,,,,,,,,
27224,Gentiana Nesophila,"[""Well-drained soil"",""Sandy loam"",""Loam""]",Perennial,"[""Spring"",""Summer""]",12,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Mountainous regions"",""Alpine meadows""]",14.0,12.5,750.0,0.3,22000.0,60.0,,,,,,,,,
27225,Gentianopsis Nesophila,"[""Well-drained soil"",""Sandy loam soil""]",Flowering Plant,"[""Late spring"",""Summer""]",3-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Alpine meadows"",""Mountain regions""]",20.0,15.0,750.0,0.3,30000.0,60.0,,,,,,,,,
27226,Gentianopsis raupii,"[""Well-drained soil"",""Loam soil""]",Flowering plant,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Organic compost"",""Slow-release granular fertilizer""]",4 weeks interval,"[""Rocky mountains"",""Alpine meadows""]",15.0,10.0,750.0,0.3,5000.0,70.0,,,,,,,,,
27227,Gentiana raupii,"[""Well-drained soil""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic compost"",""Slow-release fertilizer""]",4 weeks interval,"[""Alpine regions"",""Subalpine meadows""]",20.0,15.0,750.0,0.4,22000.0,70.0,,,,,,,,,
27228,Geranium Dissectum,"[""Loam"",""Clay"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",2,"[""NPK"",""Compost""]",4,"[""Europe"",""North America"",""Asia""]",15.0,12.5,750.0,0.3,30000.0,70.0,,,,,,,,,
27229,Geranium laxum,"[""Loam"",""Sandy Loam""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""NPK 5-10-5""]",4,"[""Mediterranean"",""Temperate""]",20.0,15.0,600.0,0.3,30000.0,60.0,,,,,,,,,
27230,Geranium Divaricatum,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Mediterranean region"",""Southern Europe"",""Western Asia""]",20.0,15.0,650.0,0.3,30000.0,60.0,,,,,,,,,
27231,Gentiana douglasiana,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Coastal regions"",""Mountainous areas""]",17.5,12.5,750.0,0.25,30000.0,70.0,,,,,,,,,
27232,Genistidium Dumosum,"[""Well-drained sandy soil"",""Loamy soil""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Mediterranean region"",""Southwestern United States"",""Chile""]",21.5,17.5,650.0,0.3,2500.0,60.0,,,,,,,,,
27233,Geranium Erianthum,"[""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Mediterranean"",""Subtropical""]",20.0,15.0,500.0,0.3,25000.0,60.0,,,,,,,,,
27234,Geranium Pratense,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America""]",20.0,15.0,650.0,0.3,8000.0,70.0,,,,,,,,,
27235,Gentiana fremontii,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Perennial,"[""Late spring"",""Summer""]",48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,"[""Rocky mountains"",""Sierra Nevada"",""Cascade Range""]",15.0,15.0,450.0,0.3,4000.0,70.0,,,,,,,,,
27236,Chondrophylla Aquatica,"[""Silty"",""Sandy"",""Clayey""]",Aquatic Plant,"[""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",21.5,20.0,1000.0,0.45,22000.0,80.0,,,,,,,,,
