Names,Description,url
Tête Noire - Red cabbage,"This short-stemmed variety produces small, dense, dark purple apples about 20 cm in diameter. They can be eaten raw, in salads, or cooked, in stews or stuffed.
                                    These products may also be of interest to you

            
            
                Amarant - Red cabbage
            
        
            
            
                Rodynda - Red cabbage",
Amarant - Red cabbage,"This early, short-stemmed variety produces small, well-rounded, tight apples with a deep purple color. They have a firm texture and good flavor.
                                    These products may also be of interest to you

            
            
                Tête Noire - Red cabbage
            
        
            
            
                Rodynda - Red cabbage",
Rodynda - Red cabbage,"This vigorous variety, adapted to cool regions, produces a dense, oval, dark-red apple of excellent eating quality. Enjoy cooked, or raw in salads!
                                    These products may also be of interest to you

            
            
                Tête Noire - Red cabbage
            
        
            
            
                Amarant - Red cabbage",
Red Acre - Red cabbage,"This old variety produces compact, red apples up to 15 cm in diameter and weighing up to 1.5 kg. They are not susceptible to shattering and have a firm texture.
This variety adapts to a wide range of growing conditions.
                                    These products may also be of interest to you

            
            
                Tête Noire - Red cabbage
            
        
            
            
                Amarant - Red cabbage
            
        
            
            
                Rodynda - Red cabbage",
Red Express - Red cabbage,"This variety produces a compact, purplish-red apple weighing up to 2 kg with a crunchy texture.
This variety has a vigorous growth habit.
                                    These products may also be of interest to you

            
            
                Tête Noire - Red cabbage
            
        
            
            
                Amarant - Red cabbage
            
        
            
            
                Rodynda - Red cabbage",
Kalibos - Red cabbage,"This traditional Czech variety produces a large, pointed apple, weighing 2 to 2.5 kg, with red leaves that are fairly loose, crisp, juicy and very sweet. They can be eaten raw, cooked or lacto-fermented.
                                    These products may also be of interest to you

            
            
                Tête Noire - Red cabbage
            
        
            
            
                Amarant - Red cabbage
            
        
            
            
                Rodynda - Red cabbage",
Arugula,"This ancient, very hardy variety produces a rosette of delicious, wavy green leaves with a delicately peppery taste. Eaten raw or cooked, they will enhance any dish.
Arugula flowers attract pollinating insects, so don't hesitate to let a few plants go to seed!
                                    These products may also be of interest to you

            
            
                Wild - Arugula
            
        
            
            
                Sylvetta - Arugula
            
        
            
            
                Ice Bred - Arugula",
Wild - Arugula,"This species, which is slower to bolt and hardier than the cultivated variety, produces an abundance of small, green, serrated leaves with a pungent flavor reminiscent of watercress and hazelnut.
Let a few plants come into bloom to attract numerous pollinating insects!
                                    These products may also be of interest to you

            
            
                Arugula
            
        
            
            
                Sylvetta - Arugula
            
        
            
            
                Ice Bred - Arugula",
Sylvetta - Arugula,"This wild arugula, which is not very susceptible to bolting, produces small, sharply-cut green leaves with a flavor similar to that of cultivated arugula. Its yellow flowers are much appreciated by many insects.
                                    These products may also be of interest to you

            
            
                Arugula
            
        
            
            
                Wild - Arugula
            
        
            
            
                Ice Bred - Arugula",
Ice Bred - Arugula,"This variety is adapted to the coldest conditions and is perfect for extending the season in northern regions or in the mountains. It is also highly resistant to drought and will do well in all types of soil... Its pronounced taste is reminiscent of wild arugula, with a few extra nuances!

Ice Bred is the result of a cross between two European varieties made in 1989 by Brett Grohsgal, and has been selected over many years to adapt to the coldest growing conditions!

                                    These products may also be of interest to you

            
            
                Arugula
            
        
            
            
                Wild - Arugula
            
        
            
            
                Sylvetta - Arugula",
Spineless White - Cardoon,"This ancient, highly decorative variety resembles the artichoke. It produces thick, dissected leaves and fleshy, thornless ribs with a dense texture. They are excellent cooked or blanched.
                                    These products may also be of interest to you

            
            
                Spiny Argenté de Plainpalai - Cardoon
            
        
            
            
                Rouge d'Alger - Cardoon",
Spiny Argenté de Plainpalai - Cardoon,"This ancient variety, closely related to the artichoke, produces numerous delicious, fleshy, fairly thorny, highly decorative ribs. They have excellent keeping qualities.
                                    These products may also be of interest to you

            
            
                Spineless White - Cardoon
            
        
            
            
                Rouge d'Alger - Cardoon",
Rouge d'Alger - Cardoon,"This thornless, heat-resistant variety has magnificent silvery-green foliage and delicious pale-green chard with a pinkish base.

 

A close relative of the artichoke, cardoon can also be grown in the ornamental garden for its unrivalled aesthetic appeal.
                                    These products may also be of interest to you

            
            
                Spineless White - Cardoon
            
        
            
            
                Spiny Argenté de Plainpalai - Cardoon",
Romagne Giant - Cardoon,"This vigorous variety, closely related to the artichoke, produces large, spiny leaves with broad, thick, fleshy ribs and good flavor.
                                    These products may also be of interest to you

            
            
                Spineless White - Cardoon
            
        
            
            
                Spiny Argenté de Plainpalai - Cardoon
            
        
            
            
                Rouge d'Alger - Cardoon",
Spiny Tunisian - Cardoon,"This old, highly decorative variety produces fleshy, spiny ribs with a thick texture. Very tender, they can be eaten cooked or simply blanched.
                                    These products may also be of interest to you

            
            
                Spineless White - Cardoon
            
        
            
            
                Spiny Argenté de Plainpalai - Cardoon
            
        
            
            
                Rouge d'Alger - Cardoon",
Gobbo Di Nizza Monferrato - Cardoon,"This ancient Italian variety has many fleshy, white, humped ribs. Particularly crunchy and sweet when buttered, they can even be eaten raw!

Gobbo di Nizza Monferrato means ""hunchback of Nizza Monferrato"", in reference to its shape and original growing region in Italy.
                                    These products may also be of interest to you

            
            
                Spineless White - Cardoon
            
        
            
            
                Spiny Argenté de Plainpalai - Cardoon
            
        
            
            
                Rouge d'Alger - Cardoon",
Belle Isle. Upland Cress - Garden cres,"This ancient variety, also known as ground cress, produces a rosette of delicious, shiny green leaves. The flavor is stronger, but similar to that of watercress.

Rich in vitamins and minerals, this cress can be eaten both raw and cooked.
                                    These products may also be of interest to you

            
            
                Persian broadleaf - Garden cres
            
        
            
            
                Wrinkled Crinkled Crumpled - Garden cres",
Persian broadleaf - Garden cres,"This highly productive, fast-growing variety, which differs from garden and watercress, offers leaves with a delicious, somewhat peppery taste on 50 cm plants.
                                    These products may also be of interest to you

            
            
                Belle Isle. Upland Cress - Garden cres
            
        
            
            
                Wrinkled Crinkled Crumpled - Garden cres",
Wrinkled Crinkled Crumpled - Garden cres,"This original variety, developed by Frank Morton, resists bolting and offers particularly tender, broad, curly green foliage. Its pronounced, spicy flavor is perfect for enhancing salads.

 

Its English name means ""Wrinkled Crinkled"" in reference to its appearance.
                                    These products may also be of interest to you

            
            
                Belle Isle. Upland Cress - Garden cres
            
        
            
            
                Persian broadleaf - Garden cres",
Strawberry Spinach - Lamb's Quarters and Company,"This species forms a rosette of triangular, toothed, dark-green leaves. It then unfurls a stem 1 m high, bearing fleshy, glomerular fruits that look like small strawberries and taste sweet, reminiscent of beet.

The leaves can be eaten raw when young or cooked. Fruits are harvested when ripe.

What are the characteristics of strawberry spinach?

Strawberry spinach, Chenopodium capitatum or Blitum capitatum, is a species of leafy vegetable native to North America. It was first mentioned in Vilmorin-Andrieux's Les Plantes Potagères in 1883. Now cultivated for both its appearance and nutritional qualities, this original, hardy plant forms a rosette of triangular, toothed, dark-green leaves, which can be prepared cooked or raw. Its juicy red berries, similar to small strawberries, are appreciated for their sweet, beet-like flavor.

How to sow strawberry spinach?

This species is sown from April to June in the open ground, directly in the vegetable garden. This plant prefers rich, cool, clay soil, and a half-shaded position. Too much heat can be detrimental to the development of strawberry spinach. For cultivation in greenhouses or unheated conservatories, it is possible to sow in autumn for harvesting in winter.


	Sow seeds directly in place, 2 cm deep, in rows 30 cm apart;
	Mulch the soil to keep the spinach cool;
	Thin to 25 or 30 cm when the plant has 4 to 5 leaves;
	Water regularly.


In the vegetable garden, this plant enjoys the company of beans, cabbage, celery and lettuce.

How to eat strawberry spinach

Harvesting takes place between June and October. Pick the leaves one by one as needed, to stimulate the appearance of new ones. Be careful to eat them in moderation, as they contain oxalic acid, also known as ""sorrel salt"". In small doses, this substance binds calcium. In large quantities, it can cause kidney problems and dietary deficiencies. As for the fruit, it should be harvested when ripe and burgundy in color.

In cooking, the leaves can be eaten raw in salads, or cooked. The juicy fruit is used to make jam and coulis.
                                    These products may also be of interest to you

            
            
                Red Aztec Spinach - Lamb's Quarters and Company
            
        
            
            
                Huauzontle - Aztec spinach - Lamb's Quarters and Company",
Red Aztec Spinach - Lamb's Quarters and Company,"This variety can reach 1 m in height and produces triangular leaves and bright red inflorescences. The leaves are eaten like spinach, both raw and cooked.
This goosefoot, also known as Red Aztec Spinach, is grown mainly in Mexico.
                                    These products may also be of interest to you

            
            
                Strawberry Spinach - Lamb's Quarters and Company
            
        
            
            
                Huauzontle - Aztec spinach - Lamb's Quarters and Company",
Huauzontle - Aztec spinach - Lamb's Quarters and Company,"This Mexican goosefoot is entirely edible, with delicious foliage and inflorescences that can be eaten like broccoli shoots. In autumn, the whole plant takes on shades of orange and red.
                                    These products may also be of interest to you

            
            
                Strawberry Spinach - Lamb's Quarters and Company
            
        
            
            
                Red Aztec Spinach - Lamb's Quarters and Company",
Magenta Spreen - Lamb's Quarters and Company,"Giant Chenopod Magenta Spreen produces pretty, soft-green leaves with a bright pink center, offering a tender texture and good flavor. They have a high mineral content and can be eaten like spinach, both raw and cooked.
                                    These products may also be of interest to you

            
            
                Strawberry Spinach - Lamb's Quarters and Company
            
        
            
            
                Red Aztec Spinach - Lamb's Quarters and Company
            
        
            
            
                Huauzontle - Aztec spinach - Lamb's Quarters and Company",
Beta Mix - Lamb's Quarters and Company,"This mix offers a selection of chard and beet varieties to be sown thickly to make a ""Beta"" mesclun of young shoots. It includes red, yellow and pink chard ribs, as well as different varieties of beet.
                                    These products may also be of interest to you

            
            
                Strawberry Spinach - Lamb's Quarters and Company
            
        
            
            
                Red Aztec Spinach - Lamb's Quarters and Company
            
        
            
            
                Huauzontle - Aztec spinach - Lamb's Quarters and Company",
Chenopodium formosanum - Lamb's Quarters and Company,"This species, known as Djuli in Taiwan, can grow up to 2 m tall and boasts magnificent, highly decorative dark-red flower stalks. Its young leaves are eaten cooked, and its seeds are used in cereals.

 

It has many medicinal qualities, including anti-oxidant properties, and is used in fermented beverages by the Indigenous Peoples of Taiwan.
                                    These products may also be of interest to you

            
            
                Strawberry Spinach - Lamb's Quarters and Company
            
        
            
            
                Red Aztec Spinach - Lamb's Quarters and Company
            
        
            
            
                Huauzontle - Aztec spinach - Lamb's Quarters and Company",
White/yellow - Mustard,"This fast-growing variety has flowers that are very good for mellifluous plants and seeds that are used as a condiment. Although used as a forage plant, mustard is mainly grown as a green manure because of its ability to break up clay clods and improve soil quality.",
Komatsuna - Mustard,"This old variety is not very sensitive to bolting and produces rounded, green leaves. They have a crunchy texture and a mild, slightly spicy flavor, and can be used like Chinese cabbage or sweet mustard: in soups, stir-fries, sauces or salads.
                                    These products may also be of interest to you

            
            
                White/yellow - Mustard",
Mix of Mild and Pungent Mustards,"A blend of strong ""Indian Mustards"" and mild ""Japanese Mustards"".
                                    These products may also be of interest to you

            
            
                White/yellow - Mustard",
Mix of Pungent Mustards,"This mix of varieties offers bouquets of green, golden, red and violet leaves, in jagged, cut, curly and rounded shapes, with a shiny, smooth or embossed appearance and sweet, spicy or fiery flavors.
                                    These products may also be of interest to you

            
            
                White/yellow - Mustard",
Victoria - Rhubarb,"This variety has large, slightly tart-tasting stalks that can be used in jams, marmalades and pie fillings. As with all rhubarb, the leaves should not be eaten.
                                    These products may also be of interest to you

            
            
                Lider - Rhubarb
            
        
            
            
                Rheum officinale - Rhubarb",
Lider - Rhubarb,"This early Polish variety is highly productive and resistant, with long, fleshy red petioles and green flesh. It's considered one of the best rhubarb varieties!
                                    These products may also be of interest to you

            
            
                Victoria - Rhubarb
            
        
            
            
                Rheum officinale - Rhubarb",
Rheum officinale - Rhubarb,"This species of Chinese origin, with very powerful medicinal properties, produces hollow green petioles ending in a broad green leaf. Roots and rhizomes are used for their laxative qualities.
                                    These products may also be of interest to you

            
            
                Victoria - Rhubarb
            
        
            
            
                Lider - Rhubarb",
Red Leaf - Baselle,"This ancient variety, from tropical Asia, produces a red stem, climbing up to 3 m high, and green leaves with red highlights. Also known as ""Malabar spinach"", it is eaten like spinach and has a light sorrel taste.
Although this variety adapts to a wide range of climatic conditions, hot weather favors its development.",
Neckarperle - Cauliflower,"Over a long period, this variety produces well rounded apples with a pure white, grainy surface. The large leaves provide good protection for young apples, making them easy to cover before harvesting.
This variety can be sown from spring to early autumn.
                                    These products may also be of interest to you

            
            
                Goodman - Cauliflower
            
        
            
            
                Verde Di Macerata - Cauliflower",
Goodman - Cauliflower,"This fast-growing variety develops heavy foliage around small, firm, deep-white apples.

This variety is ideally suited to early summer production and can therefore also be sown, under cover, from February onwards.
                                    These products may also be of interest to you

            
            
                Neckarperle - Cauliflower
            
        
            
            
                Verde Di Macerata - Cauliflower",
Verde Di Macerata - Cauliflower,"This ancient variety, originally from Italy, produces beautiful, shiny, light-green apples. They are protected by abundant dark-green foliage and retain their color after cooking.
                                    These products may also be of interest to you

            
            
                Neckarperle - Cauliflower
            
        
            
            
                Goodman - Cauliflower",
Purple Cape - Cauliflower,"This ancient, hardy variety spends the winter in the ground and the following spring produces purple apples 15 to 20 cm in diameter, completely protected by foliage. The flesh, with its excellent flavor, turns green when cooked.
                                    These products may also be of interest to you

            
            
                Neckarperle - Cauliflower
            
        
            
            
                Goodman - Cauliflower
            
        
            
            
                Verde Di Macerata - Cauliflower",
Early Snowball - Cauliflower,"This very old variety produces a very white, fine-grained apple with a crunchy texture. The outer leaves are slightly corrugated and fold down towards the ground. The stem is fairly short.
                                    These products may also be of interest to you

            
            
                Neckarperle - Cauliflower
            
        
            
            
                Goodman - Cauliflower
            
        
            
            
                Verde Di Macerata - Cauliflower",
Sicilian violet - Cauliflower,"This vigorous variety produces a well-rounded, compact purple apple weighing 1 to 1.5 kg with excellent flavor. The purple color turns green when cooked.
                                    These products may also be of interest to you

            
            
                Neckarperle - Cauliflower
            
        
            
            
                Goodman - Cauliflower
            
        
            
            
                Verde Di Macerata - Cauliflower",
Self Blanching - Cauliflower,"This early snowball variety produces a very white apple with a firm texture and excellent flavor.
The leaves naturally envelop and whiten the apple.
                                    These products may also be of interest to you

            
            
                Neckarperle - Cauliflower
            
        
            
            
                Goodman - Cauliflower
            
        
            
            
                Verde Di Macerata - Cauliflower",
Early Naples Giant - Cauliflower,"This ancient variety, originally from Italy, is an early ripener and produces very large white apples protected by a beautiful leafy covering.
                                    These products may also be of interest to you

            
            
                Neckarperle - Cauliflower
            
        
            
            
                Goodman - Cauliflower
            
        
            
            
                Verde Di Macerata - Cauliflower",
Tardif d'Angers - Cauliflower,"This old French variety can withstand temperatures as low as - 5°C. It produces a beautiful, dense, creamy-white head weighing from 0.5 to 1 kg, which keeps for several days after harvesting and can be frozen.
These hardy cauliflowers overwinter in the open ground, with protection in colder regions, and form their heads in early spring.
                                    These products may also be of interest to you

            
            
                Neckarperle - Cauliflower
            
        
            
            
                Goodman - Cauliflower
            
        
            
            
                Verde Di Macerata - Cauliflower",
Hâtif d'Angers - Cauliflower,"This early variety, suitable for winter and spring production, produces a delicious white apple with a fine, firm texture.
                                    These products may also be of interest to you

            
            
                Neckarperle - Cauliflower
            
        
            
            
                Goodman - Cauliflower
            
        
            
            
                Verde Di Macerata - Cauliflower",
Bronze - Fennel,"This perennial fennel is highly ornamental, with sumptuous, bronze, almost purple foliage. It has a pleasant aniseed fragrance that is much appreciated in the preparation of many dishes.
Bronze fennel has the same properties as Foeniculum vulgare.
                                    These products may also be of interest to you

            
            
                Perfection - Fennel",
Perfection - Fennel,"This vigorous variety, developed for cool climates, resists bolting very well and is particularly suitable for late-season cultivation. Its bulbs are well rounded and white in color.
                                    These products may also be of interest to you

            
            
                Bronze - Fennel",
Romanesco - Fennel,"This variety produces large, tight, totally white bulbs with a crisp texture and good flavor. The cut green foliage has a pleasant aniseed fragrance.
This variety is best grown in summer.
                                    These products may also be of interest to you

            
            
                Bronze - Fennel
            
        
            
            
                Perfection - Fennel",
Mantovano - Fennel,"This variety, which is not very sensitive to bolting, has slightly flattened bulbs weighing up to 300 grams.
                                    These products may also be of interest to you

            
            
                Bronze - Fennel
            
        
            
            
                Perfection - Fennel",
Early - Fennel,"This early variety produces flat, white, tender bulbs with a mild flavor, as well as green, cut foliage with a delicious aniseed scent.
                                    These products may also be of interest to you

            
            
                Bronze - Fennel
            
        
            
            
                Perfection - Fennel",
Cantino - Fennel,"This early variety produces large, very compact bulbs with thick flesh and good flavor. The green, cut foliage has a pleasant, slightly aniseed fragrance.
                                    These products may also be of interest to you

            
            
                Bronze - Fennel
            
        
            
            
                Perfection - Fennel",
Di Sarno - Fennel,"This old variety, which is not very sensitive to cold and is resistant to bolting, produces round, compact white bulbs with thick, fleshy leaves. They can be eaten raw or cooked, and have a sweet, aniseed flavor.
                                    These products may also be of interest to you

            
            
                Bronze - Fennel
            
        
            
            
                Perfection - Fennel",
Zefa Tardo - Fennel,"This Italian variety produces large, dense white bulbs, much appreciated by market gardeners. Best sown for summer cultivation and autumn harvest.
                                    These products may also be of interest to you

            
            
                Bronze - Fennel
            
        
            
            
                Perfection - Fennel",
Doux de Florence - Fennel,"This traditional, highly productive variety has beautiful white bulbs, enlarged at the base, rounded and firm. They reveal a sweet, deliciously aniseed flavor. Ideal steamed or braised!
                                    These products may also be of interest to you

            
            
                Bronze - Fennel
            
        
            
            
                Perfection - Fennel",
Kahulu - Leafy Amaranth,"This 2-3 m-high variety produces red panicles and white seeds whose abundant green leaves can be eaten like spinach.
                                    These products may also be of interest to you

            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Hopi Red Dye - Leafy Amaranth
            
        
            
            
                Tricolor - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Red Leaf - Leafy Amaranth,"This variety produces beautiful heart-shaped green and red leaves. When young, they can be eaten like spinach and are an excellent source of vitamins and trace elements.
This variety originates from Asia.
                                    These products may also be of interest to you

            
            
                Kahulu - Leafy Amaranth
            
        
            
            
                Hopi Red Dye - Leafy Amaranth
            
        
            
            
                Tricolor - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Hopi Red Dye - Leafy Amaranth,"This 1.5 to 2 m tall variety produces slightly drooping, red-bordeaux panicles. The slender, violet-colored young leaves can be used like spinach when picked before flowering. They are very rich in vitamins and trace elements.
This variety, called ""Komo"" by the Hopi people, is used for dyeing.
                                    These products may also be of interest to you

            
            
                Kahulu - Leafy Amaranth
            
        
            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Tricolor - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Tricolor - Leafy Amaranth,"This variety reaches 1.20 m in height and produces magnificent tricolored leaves. The upper side is purple and green, while the lower side is dominated by a lighter shade of purple.
                                    These products may also be of interest to you

            
            
                Kahulu - Leafy Amaranth
            
        
            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Hopi Red Dye - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Dreadlock - Leafy Amaranth,"This fairly small variety produces drooping ""fox-tail"" panicles. They appear to be made up of large beads strung one after the other.
                                    These products may also be of interest to you

            
            
                Kahulu - Leafy Amaranth
            
        
            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Hopi Red Dye - Leafy Amaranth
            
        
            
            
                Tricolor - Leafy Amaranth",
Elephant head - Leafy Amaranth,"This impressive variety, over 1.50 m tall, has a purple panicle ending in an elephant trunk-like projection. Its leaves are a beautiful bronze-green color.
                                    These products may also be of interest to you

            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Hopi Red Dye - Leafy Amaranth
            
        
            
            
                Tricolor - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Paiute - Leafy Amaranth,"The panicles of this variety are red with black seeds. The leaves, picked before flowering, can be prepared like spinach. They are extremely rich in vitamins and trace elements.
                                    These products may also be of interest to you

            
            
                Kahulu - Leafy Amaranth
            
        
            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Hopi Red Dye - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Bolivia 153 - Leafy Amaranth,"This variety produces red ""elephant trunk"" panicles and can reach 2 m in height. Seeds range from purple to black. The young, vitamin-rich leaves, picked before flowering, can be prepared like spinach.
                                    These products may also be of interest to you

            
            
                Kahulu - Leafy Amaranth
            
        
            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Hopi Red Dye - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Pony Tails - Leafy Amaranth,"This variety produces red ""cottontails"" with black seeds. The drooping panicles appear to be made up of large beads strung one after the other.
                                    These products may also be of interest to you

            
            
                Kahulu - Leafy Amaranth
            
        
            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Hopi Red Dye - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Tarahumara Okite - Leafy Amaranth,"This 2-metre-high variety is entirely bright red, with a beautiful panicle and leaves rich in vitamins and trace elements. They are picked before flowering and prepared like spinach.
                                    These products may also be of interest to you

            
            
                Kahulu - Leafy Amaranth
            
        
            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Tricolor - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Early Splendor - Leafy Amaranth,"This highly ornamental variety has elongated bronze-green leaves that take on a superb reddish-pink hue when ripe.
                                    These products may also be of interest to you

            
            
                Kahulu - Leafy Amaranth
            
        
            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Tricolor - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Chihuahan - Leafy Amaranth,"This variety can reach 2 m in height and produces dark-red panicles and bronze-tinged red leaves. The seeds are black.
                                    These products may also be of interest to you

            
            
                Kahulu - Leafy Amaranth
            
        
            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Tricolor - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Marvel Bronze - Leafy Amaranth,"Marvel Bronze is a magnificent 2-metre-high variety with beautiful violet leaves that are edible and highly nutritious. Its violet flowers will add a touch of intense color to your vegetable garden!
Both stems and roots contain potassium. They are an excellent green fertilizer and very useful for soil regeneration and restructuring, thanks to their root system, which sinks deep into the soil.
                                    These products may also be of interest to you

            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Hopi Red Dye - Leafy Amaranth
            
        
            
            
                Tricolor - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Vietnamese Red - Leafy Amaranth,"This magnificent variety offers vitamin-rich, green and deep-pink leaves. The shoots are picked before flowering, when they are 30 cm high, and can be prepared like spinach.
                                    These products may also be of interest to you

            
            
                Red Leaf - Leafy Amaranth
            
        
            
            
                Hopi Red Dye - Leafy Amaranth
            
        
            
            
                Tricolor - Leafy Amaranth
            
        
            
            
                Dreadlock - Leafy Amaranth",
Stuttgarter - Onion,"This old variety is slow to bolt, stores well and is very productive. Its bulbs are large, round and slightly flattened, with a thick, coppery-yellow skin.

What are the characteristics of the Stuttgarter onion?

The Stuttgarter or De Stuttgart onion, also known as ""Stuttgarter riesen"", Allium cepa, is a very old variety from Germany. It produces large, round, slightly flattened bulbs with coppery-yellow skins and white flesh. These bulbs are topped by hollow stems that are eaten like spring onions. This mid-season variety is known for its exceptional yield and winter storage.

How to plant Stuttgarter onions?

Stuttgarter onions are sown from February to April in trays, under a light shelter, and from March to May directly in the vegetable garden. It prefers sunny exposure and well-drained soil. Onion bulbs need 12 to 14 hours of sunshine a day to ripen.

In mild climates, they can be sown in autumn. Harvest the following spring.

In trays: lightly cover the onion seeds, lead and water. Transplant after the last frost, when plants are 10 cm high. Place one plant every 15 cm, in rows 20 cm apart.

Directly in the ground: sow lightly in rows 20 cm apart. When plants reach 10 cm in height, keep one plant every 15 cm.

What companion plants should onions be grown with?

In the vegetable garden, onions and carrots make a good duo. The former repels onion flies, and vice versa. Brassicas , beets, strawberries, tomatoes and lettuces can also be planted close to onions.

However, avoid planting beans and peas in the middle of onion plants.

When to harvest Stuttgarter onions?

Yellow onions are harvested from May to October, when the stems have dried out. To store, cut or braid the leaves and store the bulbs in a warm, airy place for 10 to 15 days, until the first skins have dried out. Avoid rough handling. Check beforehand that they have not been bruised, and check them regularly to avoid contaminating the whole crop.
                                    These products may also be of interest to you

            
            
                Rouge Pâle de Niort - Onion
            
        
            
            
                Rayolle des Cévennes - Onion
            
        
            
            
                Geneva Red - Onion
            
        
            
            
                Valencia - Onion",
Rouge Pâle de Niort - Onion,"This old, productive variety, suitable for autumn cultivation in western France, produces large, flat, copper-pink bulbs 8 to 10 cm in diameter. Despite their thin skins, they keep well.
                                    These products may also be of interest to you

            
            
                Stuttgarter - Onion
            
        
            
            
                Density Yellow - Onion
            
        
            
            
                Geneva Red - Onion
            
        
            
            
                Jaune Paille des Vertus - Onion",
Density Yellow - Onion,"This long-lasting variety offers an abundance of elongated bulbs, around 10 cm in diameter, golden yellow in color and juicy in texture.
                                    These products may also be of interest to you

            
            
                Stuttgarter - Onion
            
        
            
            
                Geneva Red - Onion
            
        
            
            
                Valencia - Onion
            
        
            
            
                Jaune Paille des Vertus - Onion",
Rayolle des Cévennes - Onion,"This old French variety, suitable for summer harvests and highly productive, produces bulbs around 10 cm in diameter, with a straw-yellow skin and particularly soft, sweet flesh.
                                    These products may also be of interest to you

            
            
                Rouge Pâle de Niort - Onion
            
        
            
            
                Geneva Red - Onion
            
        
            
            
                Valencia - Onion
            
        
            
            
                Jaune Paille des Vertus - Onion",
Geneva Red - Onion,"This old Swiss variety produces round, flat, dark purple bulbs. They have a mild flavor and can be eaten raw or cooked. They keep well and are ideal for braiding.
                                    These products may also be of interest to you

            
            
                Stuttgarter - Onion
            
        
            
            
                Rouge Pâle de Niort - Onion
            
        
            
            
                Density Yellow - Onion
            
        
            
            
                Jaune Paille des Vertus - Onion",
Saint Turjan - Onion,"This variety, native to the island of Oléron where it is known as ""rosé des sables"", produces round, pink-purple onions with a very mild flavor. They are ideal for both bundling and preserving.
                                    These products may also be of interest to you

            
            
                Rouge Pâle de Niort - Onion
            
        
            
            
                Rayolle des Cévennes - Onion
            
        
            
            
                Geneva Red - Onion
            
        
            
            
                Valencia - Onion",
Valencia - Onion,"This sweet onion of Spanish origin, adapted to regions south of the Loire, has large, round, coppery-brown bulbs with sweet, white flesh. They can be eaten young or when fully ripe, and don't keep very long.
                                    These products may also be of interest to you

            
            
                Stuttgarter - Onion
            
        
            
            
                Rouge Pâle de Niort - Onion
            
        
            
            
                Saint Turjan - Onion
            
        
            
            
                Jaune Paille des Vertus - Onion",
Jaune Paille des Vertus - Onion,"This old, highly productive variety produces 8-10 cm diameter, copper-yellow bulbs with firm, thick husks. Its abundant foliage is dark green.

Bulbs keep for up to 8 months.
                                    These products may also be of interest to you

            
            
                Stuttgarter - Onion
            
        
            
            
                Rouge Pâle de Niort - Onion
            
        
            
            
                Saint Turjan - Onion
            
        
            
            
                Valencia - Onion",
Rossa lunga di Firenze - Onion,"This ancient Italian variety produces elongated pink to bright red bulbs with juicy, sweet-tasting flesh. Unsuitable for preserving, they can be eaten before ripening, as and when required.
                                    These products may also be of interest to you

            
            
                Rouge Pâle de Niort - Onion
            
        
            
            
                Density Yellow - Onion
            
        
            
            
                Geneva Red - Onion
            
        
            
            
                Valencia - Onion",
Tonda Musona - Onion,"This early, very cold-hardy variety from Italy produces lovely, round, white, firm and delicious bulbs. They are ideal for both bundling and storage.
                                    These products may also be of interest to you

            
            
                Stuttgarter - Onion
            
        
            
            
                Density Yellow - Onion
            
        
            
            
                Valencia - Onion
            
        
            
            
                Jaune Paille des Vertus - Onion",
Maria Nagy's Transylvanian Red - Onion,"This old Transylvanian variety produces beautiful, round, red onions 7 to 10 cm in diameter. They keep for up to 8 months.
                                    These products may also be of interest to you

            
            
                Rayolle des Cévennes - Onion
            
        
            
            
                Geneva Red - Onion
            
        
            
            
                Saint Turjan - Onion
            
        
            
            
                Jaune Paille des Vertus - Onion",
