Name,Description,Image URL
Green Magic,"Perfect for summer harvests, Green Magic broccoli holds well with improved hybrid bolt resistance. Considered a mid/early variety, it's also good for fall harvests. Read More",//www.westcoastseeds.com/cdn/shop/products/BR181-1_515x640_crop_center.jpg?v=1610656501
Baby’s Breath Gypsophila,Grow this annual for cut flowers to fill out a bouquet or to dry on their own. Or mix some Gypsophila seeds in where grass is allowed to grow tall for a stunning ethereal effect all summer. Read More,//www.westcoastseeds.com/cdn/shop/products/Single_Baby_s-Breath_IMG_5139_515x640_crop_center.jpg?v=1610654547
Crystal Apple,"At maturity, these novel heirloom cucumbers resemble Granny Smith apples with their pale green skins. The skin is tender and thin with fine white spines, and the fruit has a mild flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/CU396-1_515x640_crop_center.jpg?v=1610586304
Milena Organic,"This thick-walled orange bell pepper was bred for early maturity and disease resistance. The three to four lobed fruits are crisp and tasty, and abundant in the greenhouse or open field. Read More",//www.westcoastseeds.com/cdn/shop/products/PP667-Milena-0X7A8314_515x640_crop_center.jpg?v=1610589606
Taylor Horticultural,"Thick, flat, oval, cream and red pods average around 15cm (6"") in length, and house seeds that are buff splashed with dark red. Read More",//www.westcoastseeds.com/cdn/shop/products/BN159-Taylor-Hort-0X7A8927_515x640_crop_center.jpg?v=1610656333
King Size White,"King Size White features large, luxuriant flowers that open up to 8cm (3"") across topping stems around 90cm (35"") tall. Be sure to take frequent harvests of cut flowers, or at least keep the plants dead-headed to prolong and enhance the bloom time. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4010-King-Size-White-CA-2995-06_515x640_crop_center.jpg?v=1625088264
Shokichi Green Mini Kabocha,Compact vine forming plants produce five to seven fruits each with grey-green skins patterned with light grey streaks. The sweet flesh is bright orange with fine texture and a flavour reminiscent of roasted chestnuts when baked. Read More,//www.westcoastseeds.com/cdn/shop/products/SQ807-Shokichi-Green-0X7A9233_515x640_crop_center.jpg?v=1610656948
Jasmine Tobacco,"This flowering tobacco stands regally in the garden at 1-1.5m (3-5') tall, with a cascading head of pure white, tubular flowers that attract moths and hummingbirds. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3014-1_515x640_crop_center.jpg?v=1610656723
UC157 F2,UC157 F2 asparagus seeds are an outstanding variety for the Coast and other mild climate areas. This variety gives the advantage of earlier production and heavier total yields than some of the older commercial varieties. Read More,//www.westcoastseeds.com/cdn/shop/products/AS106-1_515x640_crop_center.jpg?v=1610577808
Romanesco,"The large, open, bushy heirloom plant produces distinctively ribbed Italian heirloom zucchini 30-40cm (12-16""). Fruit are long with pale green flecks and ribs on dark, grayish green skin. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ724-1_515x640_crop_center.jpg?v=1610652605
Pink Popcorn,"This early maturing popcorn has tall plants with two ears each, that average 13-15cm (5-6"") long. Pink Popcorn corn seeds produce excellent popping corn that yields lots of fluffy white kernels with a great rich flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/CN365-1_515x640_crop_center.jpg?v=1610577624
Dragon Tongue,"Technically a wax bean until it develops its purple streaks, this beautiful Dutch heirloom is wonderful to eat fresh, or to save and use as dried beans. Read More",//www.westcoastseeds.com/cdn/shop/products/BN140-Dragon-Tongue-0X7A8485_515x640_crop_center.jpg?v=1610652105
King Size Apricot,"King Size Apricot China Asters are some of the most sensational cut flowers we know of. The large, pale pink flowers are showy without being garish, and luxuriant without going over the top. Read More",//www.westcoastseeds.com/cdn/shop/products/FL_China-Aster-King-Size-Apricot-0X7A8348_515x640_crop_center.jpg?v=1576612977
Lavender Lady,"Also known as Common globe amaranth, these spherical lavender flowers that resemble clover flowers bloom from summer through to fall. This deceptively... Read More",//www.westcoastseeds.com/cdn/shop/files/EXZu4HAnzs9DgMr7GUhqOwQBgrA2-8wF95sRzdEuGZk8Qg_515x640_crop_center.jpg?v=1698866009
Dukat Dill,Dukat dill seeds produce dill with a particularly fine bouquet and flavour. The darker-than-usual leaves are excellent fresh or dried. Read More,//www.westcoastseeds.com/cdn/shop/products/HR1077-1_515x640_crop_center.jpg?v=1610589429
Diplomat,"The thick, pale green flesh of this Galia-type melon has a rich, almost tropical aroma and taste. Diplomat Honeydew is tolerant to powdery mildew as well. Read More",//www.westcoastseeds.com/cdn/shop/products/ML514-1_515x640_crop_center.jpg?v=1610577838
EarliChamp,"The fruit from EarliChamp cantaloupe seeds are larger and heavier, and the plant has an improved array of disease resistance - Powdery Mildew Resistance, Fusarium Wilt Resistance races 0 & 2. Best of all, the thick orange flesh is wonderfully sweet with a Brix rating of 12-14%... Sweet! Read More",//www.westcoastseeds.com/cdn/shop/products/ML502-1_515x640_crop_center.jpg?v=1610581463
Biodiversity Blend,"As organic gardeners, we believe that biodiversity begets biodiversity. Plant a wide variety of flowers, and it will attract a wide variety of pollinators. The hugely diverse flowers of the thirty flower species in the Biodiversity Blend are variously shaped, scented, and sized. Read More",//www.westcoastseeds.com/cdn/shop/products/FL1218-Biodiversity-Blend-0X7A3670_portrait_515x640_crop_center.jpg?v=1655492579
Lace Pink,"This lace flower features dainty umbels of the palest pink blossoms that bloom atop branching, upright stems with plentiful buds but few... Read More",//www.westcoastseeds.com/cdn/shop/files/EXksVh4BfNtChTi9zcZpa0sB8KzMlBga-jzBt8l_UljjWw_515x640_crop_center.jpg?v=1698866005
Hungarian Cheese Blend,"High yielding, extremely early, picture perfect, mini bell peppers maturing to red, orange, and yellow. Hungarian Cheese Blend Pepper Seeds are named after the heirloom pumpkin because the shape is so similar. Read More",//www.westcoastseeds.com/cdn/shop/products/PP660-Hungarian-Cheese-Blend-0X7A0304_515x640_crop_center.jpg?v=1610656275
Black Beauty Mini Watermelon,"Crisp, juicy melons with dark, striped, firm skin over rich red flesh. Black Beauty Mini Watermelon seeds grow nice and compact plants with excellent flavour. Fruits grow 2 to 2.5kg (4-5.5 lbs). Read More",//www.westcoastseeds.com/cdn/shop/products/ML509-Black-Beauty-0X7A2152_515x640_crop_center.jpg?v=1610579829
Drunken Woman Organic,"Drunken Woman is one of the last lettuces to bolt in summer, and she'll last in cool autumn weather, too. Gorgeous in the garden and on the plate, the leaves are crisp and flavourful. Read More",//www.westcoastseeds.com/cdn/shop/products/LT489-1_515x640_crop_center.jpg?v=1610656070
Classic Magic,"A melodramatic mix of light and dark cornflowers: deep plums, moody mauves, light lavendars with purple centres. Some of the darkest flowers... Read More",//www.westcoastseeds.com/cdn/shop/files/EYIFoIJBvOhEszD3PQE2fosB796qVcFH3rBN7HityvpJoQ_515x640_crop_center.jpg?v=1698865981
Polar Bear,"Polar Bear Zinnias bear gorgeous, creamy white flowers atop straight, upright stems that grow 75-100cm (40-50"") tall. The 10cm (4"") wide flowers appear from summer to fall, attracting butterflies, bumblebees, and other pollinators. Read More",//www.westcoastseeds.com/cdn/shop/products/Polar-Bear-Zinnia-801_515x640_crop_center.jpg?v=1610577917
Kincho,"A standard green onion for summer and fall production, Kincho scallion seeds are Japanese type scallions with dark-green leaves and tall, straight, single-stalk stems that do not bulb. Read More",//www.westcoastseeds.com/cdn/shop/products/ON569-1_515x640_crop_center.jpg?v=1610654904
Early Multiflora Blend,"Long vines grow 2-3m (6-10') tall with sturdy stems making excellent cut flowers. Early Multiflora sweet pea seeds can be planted in early spring. Planted in the fall, it may bloom well into winter in mild or protected winter areas. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3296-Early-Multiflora_0X7A1146_515x640_crop_center.jpg?v=1610588404
Ya Ya Coated Organic,"Ya Ya is a smooth skinned, uniform carrot that performs all season long. Incredible flavour in summer that gets even sweeter after frost. Read More",//www.westcoastseeds.com/cdn/shop/products/CR300-1_515x640_crop_center.jpg?v=1610586399
California Giants Mix,"California Giants Mix Zinnia seeds form bushy plants that carry masses of huge, 12-15cm (5-6"") wide, double flowers in brilliant hues of red, yellow, orange, lavender, maroon, violet, and white. Growing to a height of up to 102cm (40""), these plants have a very bold visual appeal. Read More",//www.westcoastseeds.com/cdn/shop/files/FL3486CaliGiantMix_Vendor_Applewood_515x640_crop_center.jpg?v=1723846672
King of the North Organic,King of the North Organic is one of the most reliable and productive bell peppers for northern gardens. Read More,//www.westcoastseeds.com/cdn/shop/products/PP693KingoftheNorth_nowatermark_515x640_crop_center.jpg?v=1646779174
Black Eyed Susan,"At 30–100 cm (12–39"") tall, this North American native annual wildflower is immediately familiar, and conjures a sense of the heat of mid-summer. Dark brown cone centres are surrounded by pure yellow petals in flowers 5-8cm (2-3"") across. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2044-1_515x640_crop_center.jpg?v=1610652052
Flanders Poppy,"Sow heirloom Flanders poppy seeds for bright red summer colour in nearly any soil. Flanders poppies are quite drought tolerant, so they are useful in xeriscaping schemes. They self sow fairly reliably without ever becoming weedy. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3108-1_515x640_crop_center.jpg?v=1610656691
Lettuce Leaf Basil,"Lettuce Leaf basil seeds produce very large, bright, puckered green leaves with a glorious aroma. Provide high soil fertility and a light, well-dug soil to get the largest leaves. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1035-5_515x640_crop_center.jpg?v=1610578083
The Roses Mix,"The Roses Mix is a top choice for the cut flower garden. It blooms from July to October on strong, upright, multi branching stems to a height of 75cm (30""). Read More",//www.westcoastseeds.com/cdn/shop/products/FL4012ChinaAsterTheRosesMix0X7A6946_515x640_crop_center.jpg?v=1629908810
San Marzano Lampadina Organic,"All the way from Italy, this rare heirloom is famous for its incredible flavour. The lobed fruits are long, blocky and red with firm pulp and thick skins. They are perfect for canning or making pastes and sauces. Read More",//www.westcoastseeds.com/cdn/shop/products/San-Marzano-Lampadina-2-Organic-Tomato-Seeds_515x640_crop_center.jpg?v=1610656401
Multi-Colour Blend,"The Multi-Colour Blend cauliflower seeds offers a painterly selection of surprising cauliflower colours. Orange, purple and green cauliflower heads each mature in summer to fall. Read More",//www.westcoastseeds.com/cdn/shop/products/CF317-1_515x640_crop_center.jpg?v=1610585584
Red Kyona Mizuna,"Deep red/purple leaves with slight green petioles. This Kyona type mizuna looks spectacular in salad mixes. Its flavour is mild, but it has a very nice texture. Read More",//www.westcoastseeds.com/cdn/shop/products/MU557-1_515x640_crop_center.jpg?v=1610657101
Microgreen Radish Certified Organic,The vibrant and colourful stems on these red radish makes them a delightful garnish. Flavour is mildly spicy with the classic... Read More,//www.westcoastseeds.com/cdn/shop/products/MG111RadishSangocress-5210671_1280_515x640_crop_center.jpg?v=1640376237
Catnip Organic,"CERTIFIED ORGANIC! Catnip is not just for cats! Tall pink and white flower spikes are great in fresh and dried arrangements. Use the leaves in salads, sauces, teas, and soups - and of course fresh or dried for the cats! Read More",//www.westcoastseeds.com/cdn/shop/products/HR1049-Catnip_515x640_crop_center.jpg?v=1610656901
Yellowstone Coated Organic,"Large, tapered, pale yellow Imperator roots look sensational on the plate! This novel carrot has wonderful flavour either raw or cooked, and makes a great soup carrot. Read More",//www.westcoastseeds.com/cdn/shop/products/CR299-1_515x640_crop_center.jpg?v=1610586403
Celebration,"Celebration Swiss chard produces thick red, yellow, rose, gold, and white stems that bear slightly savoyed leaves of burgundy and green. Read More",//www.westcoastseeds.com/cdn/shop/products/SW753_Celebration-6346184_515x640_crop_center.jpg?v=1610582023
Epazote,"Epazote helps to counter indigestion and flatulence effects from beans and high fiber foods. The leaves can be used to make Epazote tea. In Mexican and Caribbean dishes, use two tablespoons fresh leaves for every five cups of cooked beans but only add the Epazote during the last 15 minutes of cooking. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1195-Epazote_515x640_crop_center.jpg?v=1610589033
Variegated,"This strain of African Violets produces a diverse array of flower colours and types, but all have attractively variegated leaves. So even before blooming they make stunning houseplants. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3881_Variegated-IMG_0028_515x640_crop_center.jpg?v=1610588922
Fantasy,"This selection of genetically diverse African Violets can have flowers that are bicolour, streaked, double, or single. But they’re all delightfully bright against dark green foliage. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3880_Fantasy-R-024_515x640_crop_center.jpg?v=1610587623
Sweet Marjoram,"Sweet Marjoram is a key ingredient in many Mediterranean dishes adding a similar flavour to oregano, but more delicate. This pale green, bushy plant will spread readily if the tops are pinched out when young. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1105-1_515x640_crop_center.jpg?v=1610585881
Golden Pearls,"Very new to the west, this fruit forming shrub has been cultivated for centuries in Africa for its sweet golden berries. The small yellow fruits resemble yellow currants, but they are more closely related to tomatoes. Read More",//www.westcoastseeds.com/cdn/shop/products/FR880-Golden-Pearls-Solanum-Villosum-Seeds_515x640_crop_center.jpg?v=1610577774
Baby Blue Hubbard,"Sow Baby Blue Hubbard squash seeds for the best quality miniature Hubbard squash. This vine produces small 3-4kg (7-9 lb) squashes that have orange flesh and attractive, bluish grey skins. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ748_Baby-Blue_squash_1_515x640_crop_center.jpg?v=1610655441
Jade Princess Millet,"Jade Princess Millet is the most compact of the three royal millets, growing to only 75cm (30"") tall. But the foliage is a spectacular chartreuse yellow green colour that immediately draws one's attention. Read More",//www.westcoastseeds.com/cdn/shop/products/GR_Jade-Princess-0X7A4152_515x640_crop_center.jpg?v=1610580139
Rio Grande,"Grow Rio Grande corn for highly ornamental blue kernels that can be dried and ground into blue corn flour. The tall plants grow one to two long, slender ears that can reach 30cm (12"") long. Read More",//www.westcoastseeds.com/cdn/shop/products/CN397-Rio-Grande-Heirloom-Corn-Seeds_515x640_crop_center.jpg?v=1602193860
King Size Rose,"Intensely pink flowers are luxuriant without going over the top. The plants are very upright in growth, with numerous multi-branching stems. 90cm (35"") tall and up to 8cm (3"") across, with slightly curled petals. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4009-King-Size-Rose-CA-2991-02_515x640_crop_center.jpg?v=1625086236
Double Red Organic,"Delicious early sweet corn with variably red and purple kernels inside red husks on stocky, red-stemmed plants. Expect one to two 15-20cm (6-8"") ears per plant. Read More",//www.westcoastseeds.com/cdn/shop/products/CN398-Double-Red-Organic_515x640_crop_center.jpg?v=1630259520
Butterfly Blend,"Each creamy white petal is edged and mottled with a darker colour - scarlet, blue, salmon-rose, lilac, purple, and chocolate. Butterfly Blend sweet pea seeds are one of our most unique and beautiful varieties. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3279-1_515x640_crop_center.jpg?v=1610656691
Ella Organic,"Finally, a dill variety for the patio herb garden! Ella is a dwarf dill bred for container and hydroponic growing. She has short leaf internodes, so she stays compact and bushy at 25-36cm (10-14""), but with all the great fragrance and flavour of a giant garden dill. Read More",//www.westcoastseeds.com/cdn/shop/products/Ella-Organic-Dill-Seeds-HR1024-1_515x640_crop_center.jpg?v=1610586208
Wheatgrass Blend Organic,"CERTIFIED ORGANIC! Hard red wheat, barley, oats, and triticale are some of the fastest growing sprouts. They are ready to eat just as the root tip emerges. Keep the red skins intact for the highest nutrition. Read More",//www.westcoastseeds.com/cdn/shop/products/Fresh-Wheatgrass-Plant-Organic-298651900_515x640_crop_center.jpg?v=1602193708
Baby Rose,"Baby Rose nasturtium features compact growth of dark green leaves that are interspersed with sharply bright, rose-coloured flowers. The plants form small mounds with some cascading, so they're lovely in containers and raised beds. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3904_Baby-Rose-0X7A2249_515x640_crop_center.jpg?v=1602193860
Garden Purslane,"This hot weather plant provides handfuls of thick, succulent, green leaves that add a light lemony crunch to salads. Leaves are much larger than the wild type and the plant grows upright, not prostrate. Read More",//www.westcoastseeds.com/cdn/shop/products/MS487-12_515x640_crop_center.jpg?v=1610577996
Festival,This winter squash combines the superior sweet-flavoured flesh of a Delicata with the shape of a blocky acorn. Its festive skin has bright white and dark green markings over bright orange background stripes. Read More,//www.westcoastseeds.com/cdn/shop/products/SQ723-1_515x640_crop_center.jpg?v=1610653974
Sugar Baby Organic,"Sugar Baby melon seeds produce watermelons that have a thin, hard rind with distinct stripes that become almost black at maturity. The flesh is firm, sweet, almost orange-red, with small, apple-like seeds. Read More",//www.westcoastseeds.com/cdn/shop/products/ML865-1_515x640_crop_center.jpg?v=1610654576
Radicchio di Treviso,"This old Italian heirloom radicchio grows in an upright, columnar shape like a little urn. Pull away the lavish wrapper leaves to reveal a stunning red and white, blanched, sweet centre. Read More",//www.westcoastseeds.com/cdn/shop/products/MS521-12_515x640_crop_center.jpg?v=1610656610
Pink Pampas Grass,"Pink Pampas Grass gets even taller than its white sibling, but it is a tad more tender. At 4m (12') tall, with huge feathery flower clusters, this plant makes a statement in any garden space. The flamboyant panicles are very slightly tinged pink, and they make superb cut flowers, both fresh and dried. Read More",//www.westcoastseeds.com/cdn/shop/products/GR407-Pink-Pampas-Grass_Cortaderia_Feather_Pink_Garden_8310_515x640_crop_center.jpg?v=1576612979
Napoli Coated Organic,This is the extra early hybrid that organic guru Eliot Coleman raves about for cool season growing under cover in early spring and late fall/winter. Read More,//www.westcoastseeds.com/cdn/shop/products/CR277-1_515x640_crop_center.jpg?v=1610586123
Vit Corn Salad Mache,"The small, pretty, tender green leaves of this green form a rosette that is very cold hardy. It has a mild and nutty flavour and can be planted early spring and again in late August. Read More",//www.westcoastseeds.com/cdn/shop/products/MS478-12_515x640_crop_center.jpg?v=1610656691
Butterfly Garden Sprinkle Bag,"Scatter the seeds of this beautiful, low-maintenance wildflower blend to attract and feed many kinds of butterflies all summer long. Butterflies, and the flowers themselves, enhance the beauty of any garden. These wildflowers will also attract pollinators and other beneficial insects. Read More",//www.westcoastseeds.com/cdn/shop/products/Butterfly-Garden-Sprinkle-Packet-Wildflower-Seeds_FL3451R_515x640_crop_center.jpg?v=1610656857
Bunny Tails,"Native to the Mediterranean region, it grows well in any temperate environment, and puts on a great show mid-summer in containers, garden beds, or xeriscaping landscapes. Better still, the amusing flower heads dry on the plant and remain in place through the winter. Read More",//www.westcoastseeds.com/cdn/shop/products/GR102-Bunny-Tails-0X7A7845_515x640_crop_center.jpg?v=1629757008
Ferrari,"Ferrari is considered a French filet type bean and has a wonderful flavour. The slim, stringless, round pods develop early on compact plants, and grow to 13cm (5”). Read More",//www.westcoastseeds.com/cdn/shop/products/BN168_Ferrari-Bush-Bean-Seeds_515x640_crop_center.jpg?v=1610587821
Large Leaf Sorrel Organic,"Sorrel goes to seed in mid-summer, but its pollen is food for several predatory insects including the Minute Pirate Bug and the Big-Eyed Bug. Read More",//www.westcoastseeds.com/cdn/shop/products/MS482-12_515x640_crop_center.jpg?v=1610656907
Scarlet Nantes Seed Tape (2.5m) - 2/pk,A seed tape version of this popular heirloom carrot! Scarlet Nantes is workhorse that is widely adapted and often out-performs some of... Read More,//www.westcoastseeds.com/cdn/shop/files/CR295_Scarlet_Nantes_515x640_crop_center.jpg?v=1697584944
Zebulon,"Tidy, semi-dwarf sunflower plants that are fast-growing and great for cut flowers. The first flower appears only 60 days from planting. These little plants only grow to 120cm (48"") tall, with amazing geometrical flower centres that demonstrate ""Fermat's Spiral."" Read More",//www.westcoastseeds.com/cdn/shop/products/FL3230_Sunflower_Zebulon_11_515x640_crop_center.jpg?v=1610656335
Pattypan Scallopini Blend,"For continuous harvest all summer long try growing this blend of Pattypan Scallopini Squash Seeds. Pick these tasty squash every morning, while the fruits are still small and the flavour is at its peak. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ763__Pattypans_Blend_1_515x640_crop_center.jpg?v=1610588467
Tromboncino,"Tromboncino squash seeds produce rambling vines with very long, pale green Italian summer squash. Tromboncino fruits can grow to 2m (6') long, with a tiny seed cavity just at the blossom end. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ714-3_515x640_crop_center.jpg?v=1610654566
Galanthus Flore Pleno,Snowdrops are one of the most welcome sights that signal the end of winter. Galanthus Flore Pleno snowdrops are no exception. This... Read More,//www.westcoastseeds.com/cdn/shop/products/BU389-Galathus-flore-Pleno_515x640_crop_center.jpg?v=1610577332
Lovage,"Sow some Lovage seeds for the tallest of the garden herbs. Lovage makes a striking accent in any garden, especially when it flowers. It is an umbelliferous plant in the family Apiaceae, which makes it a cousin of the carrot. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1101-Lovage-0X7A7514_515x640_crop_center.jpg?v=1610588313
Delicata,"Try Delicata squash seeds for a mild tasting, thin-skinned, delicate squash. The smallish 15 x 8cm (6 x 3"") fruits on this sometimes sprawling plant will store well for months after harvesting. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ737-1_515x640_crop_center.jpg?v=1610580004
Fortex Filet,"AVAILABLE IN 2025 — NOT AVAILABLE THIS SEASON DUE TO CROP FAILURE. The delicate, sweet flavor is wonderful served fresh or frozen. Fortex filet pole bean seeds produce vigorous climbing vines that require the support of a trellis or pole. Read More",//www.westcoastseeds.com/cdn/shop/products/BN132-1_515x640_crop_center.jpg?v=1610656793
Jack Be Little,"While they are edible and actually quite tasty, most growers choose Jack Be Little pumpkin seeds for the compact vines and tiny, undeniably cute miniature pumpkins that follow. Read More",//www.westcoastseeds.com/cdn/shop/products/PU665-1_515x640_crop_center.jpg?v=1610656671
Sweet Violet,"Cherished since ancient times for its sweet scent, this diminutive perennial spreads slowly by above-ground stolons, a bit like strawberry runners, but on a more compact scale. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3869Sweet-Violet-English-Violet--229700608_Crop_515x640_crop_center.jpg?v=1645563472
Amazing Grey,"The flowers of Amazing Grey poppy are such a pale lilac colour they appear grey against their green foliage. The flowers appear about 65 days after direct sowing in spring, and are fully double, with an incredibly delicate texture. Read More",//www.westcoastseeds.com/cdn/shop/products/FL_Poppy-Amazing-Grey-IMG_8456_515x640_crop_center.jpg?v=1576612977
Double Click Assorted,"Spectacular, fully double and semi-double flowers in white, pink, and carmine. Double Click Assorted cosmos seeds are a Fleuroselect Winner that grows 60-80cm (24-31"") tall, with big, powder-puff flowers that bloom from mid-summer to frost. Read More",//www.westcoastseeds.com/cdn/shop/products/Fl2031_Cosmos_DoubleClick_assorted_1_515x640_crop_center.jpg?v=1610587719
Queensland Blue,"Not your average Halloween Jack-o-Lantern! Striking blue, flattened, highly ribbed pumpkins that average 10-20 lbs each. The flesh of Queensland Blue is golden and very sweet, with a flavour that lasts for months in storage. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ736-1_515x640_crop_center.jpg?v=1610581241
Zinderella Lilac,"The frilly, crested, lilac-pink heads of this scabiosa-flowered zinnia are delightfully fluffy and feature dark eyes. The strong, robust plants produce a... Read More",//www.westcoastseeds.com/cdn/shop/files/Ee9reNOf-LpPgbrXD0CI5tUBT5G6bSrSbUEx-WwVGBJq_Q_515x640_crop_center.jpg?v=1698865965
Giganthemum,"The very largest poppy flowers appear in early summer, followed by the very largest seed heads. The seed head of Giganthemum poppy is the size of a baseball, and chock full of edible poppy seeds for baking. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3870-Giganthemum-Poppy-Seeds_515x640_crop_center.jpg?v=1643910474
Black Peony,"Black Peony poppies feature the deepest purple flowers available, with fully double, tightly packed petals for a very striking look. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4017-Black-Peony-PA-2920-06_515x640_crop_center.jpg?v=1625434151
Creeping Thyme,Creeping thyme is an ornamental. From a tiny clump of little seedlings comes a spreading mat of scented foliage covered with pink flowers. Plant Creeping Thyme seeds for excellent coverage and easy use in rock gardens. Read More,//www.westcoastseeds.com/cdn/shop/products/HR1153-Creeping-Thyme-IMG_8798_515x640_crop_center.jpg?v=1610579566
Zinderella Peach,"The frilly, crested, heads of this scabiosa-flowered zinnia are a charming peach hue that have hints of other colours: oranges blend into... Read More",//www.westcoastseeds.com/cdn/shop/files/EabL9jLDCxhHh-nHvoLwStkBaUnk-Jp1U3yxGZ00Jx0T3A_515x640_crop_center.jpg?v=1698865964
Sweet Million,"Sweet Million cherry tomato seeds are easy to grow, and hardy plants adapt well to many climates. This extremely vigorous plant needs support for climbing habit, pruning may be required for containment in smaller areas. Read More",//www.westcoastseeds.com/cdn/shop/products/TM781-12_515x640_crop_center.jpg?v=1610656366
Red Ace,"Hybrid vigour brings better germination, fast spring growth, and excellent disease resistance. The large, deep red, round roots are uniform, sweet and tender. Read More",//www.westcoastseeds.com/cdn/shop/products/BT166-2_515x640_crop_center.jpg?v=1610588716
Jalapeno M,"Jalapeno M Pepper Seeds produce pungent, thick-walled and juicy dark green peppers that are 8cm (3"") long and about 2cm(1"") wide with a blunt end. On the coast, fruits set well on mid-sized plants 60-90cm (24-36"") tall. Read More",//www.westcoastseeds.com/cdn/shop/products/PP647-Jalapeno-M-0X7A3146_515x640_crop_center.jpg?v=1610586352
Black Beauty,"Large bush plants grow semi-upright and open, and are loaded with glossy dark green fruits with firm creamy white flesh and fine flavour. Plants are productive very early, and over a long period. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ710-1_515x640_crop_center.jpg?v=1610654502
Rainbow Blend,"Enjoy the diversity that carrots can bring to the garden. Plant Rainbow Blend carrot seeds to grow purple, white, red, and nice big orange carrots all in the same row. Read More",//www.westcoastseeds.com/cdn/shop/products/CR279_RainbowBlend1_515x640_crop_center.jpg?v=1610579151
Nantes Coreless,"This delicious carrot shrugs aside heavy soil, and forms beautiful 15-20cm (6-8"") long, fine-grained roots that are bright orange throughout and as coreless as the name suggests. Nantes Coreless carrot seeds develop cylindrical and sweet roots, with relatively small tops. Read More",//www.westcoastseeds.com/cdn/shop/products/CR294-1_515x640_crop_center.jpg?v=1610656005
Little Gem,"Little Gem romaine lettuce seeds produce small, personal size, mini romaine heads that will fit in the palm of your hand. This variety was popularized as a gourmet heirloom treat in England. Read More",//www.westcoastseeds.com/cdn/shop/products/LT476-1_515x640_crop_center.jpg?v=1610588082
Patio Snacker,"Patio Snacker cucumber seeds produce compact little plants that grow to only 90-150cm (36-60""), but producing numerous full-sized slicing cucumbers from mid-summer on. Read More",//www.westcoastseeds.com/cdn/shop/products/CU381_Patio-Snacker-Cucumber__1_515x640_crop_center.jpg?v=1610656919
XL Jelly Beans,"Very large, semi-double blooms that feature splashes of bubblegum pink, lemon yellow, and raspberry red. Grows to about 25cm (10"") tall, and is somewhat drought tolerant. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4015-XL-Jelly-Beans-ES-4500-08_515x640_crop_center.jpg?v=1625091420
Bolero,"Bolero carrot seeds are a great variety for home or market. Very sweet and crunchy, it is a good keeper in storage or in the ground. Read More",//www.westcoastseeds.com/cdn/shop/products/CR283-1_515x640_crop_center.jpg?v=1610587056
Perennial Blend,"All perennials in this blend! These species will provide many colours for years of enjoyment. When fall planted, the flowers will blossom the following spring. When spring planted, if the conditions are right, there will be some flowering, but most will not flower until the following spring. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3447-1_515x640_crop_center.jpg?v=1610653771
Seaside,"Seaside spinach seeds produce very uniform, dark green baby leaf spinach for fast harvests and high volume production. The leaves are thick and succulent, with well developed flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/SP715_Seaside_IMG_5100_515x640_crop_center.jpg?v=1610577899
Indigo Rose Organic,"Indigo Rose Organic tomato seeds produce the most extraordinary, dark purple-skinned tomatoes currently available. The flavour of these tomatoes is clean and clear, reminiscent of plums, with a slightly acidic sweetness you'll only find in home-grown tomatoes. Read More",//www.westcoastseeds.com/cdn/shop/products/Indigo-Rose-Tomato-Seeds-TM799-1_515x640_crop_center.jpg?v=1610583692
Tiana Organic Butternut,"The fruits of Tiana Organic Butternut squash are uniform in size and shape, with the classic tan skin and intense dark orange interior colour. Tiana is very early to mature and productive. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ801-Tiana-Organic-Butternut-Squash-Seeds_515x640_crop_center.jpg?v=1610589305
