Name,Other_Name,Image URL 1,Image URL 2,Description
Mustard Green Seeds,#MU1290-Shuidong,//agrohaitai.com/cdn/shop/products/2c26fe62-e912-41c6-9f62-7686994c6305_60x.jpg?v=1586630716,,"
                      
                        35~45 day. Vigorous and productive. Slow bolting and tolerant to heat. Tender and tasty. Good for growing in tropical areas.
Avg.156,800 seeds/lb, 9,800 seeds/oz. Packet: 1g, approx.350 seeds.
                      
                    "
Bottle Gourd Seeds,#BG1617-Yayahulu,,//agrohaitai.com/cdn/shop/products/IMG_9376-birdhouse_gourd_yayahulu_60x.jpg?v=1632573130,"
                      
                        Birdhouse gourd(Niao Chao Hu Lu). The light green fruit is pear-shaped, 9~11” long. High yield.
The fruits are not edible!
观赏性植物，请勿食用！
Avg. 3,200 seeds/lb. 190 seeds/oz. Packet: 10 seeds.
                      
                    "
Radish Seeds,#RA1476-Mantanghong Impr F1,,//agrohaitai.com/cdn/shop/products/mth_impr_1_60x.jpg?v=1629479897,"
                      
                        Also Known as Xin Li Mei. 65~70 days. Watermelon/Beauty Heart type with dark pink flesh. Tolerant to split. Crispy and sweet and great for salads. Good for fall season sowing. 
Avg. 45,000 seeds/lb, 2600 seeds/oz. Packet: 2g, Approx. 200 seeds. 
                      
                    "
Radish Seeds,#RA1609-Orient Ruby F1,,//agrohaitai.com/cdn/shop/products/R010innercolor-orient_ruby_60x.jpg?v=1614525136,"
                      
                        55~60 days. Pinkish purple roots with pinkish purple flesh. Sweet eating quality. Excellent for eating fresh and salads. 6~7” long, 2.5~3” in diameter. Moderately slow bolting. Possible bolting when sowed in spring and summer in some areas.NOTE: this variety contains about 10% white-rooted off types. The white off types can be removed by pulling at early stage.
Avg. 42,000 seeds/lb, 2,600 seeds/oz. Packet: 2g, approx. 180 seeds.
                      
                    "
Radish Seeds,#RA1457-Orient Legend F1,,//agrohaitai.com/cdn/shop/products/1ddc2b52-101e-42d0-a9de-b66b6e218da2_60x.jpg?v=1586540921,"
                      
                        50~55 days. 9~10"" x 2~3"". Red skin and pure white interior. Slow bolting. Tolerant to pithiness. Uniform. Crispy and sweet. Can be planted in spring and fall.
Treated seeds.
Avg. 44,800 seeds/lb, 2,800 seeds/oz. Packet: 2g, approx. 200 seeds.
                      
                    "
Green Pak Choy Seeds,#PG1555-Qing Mei F1,,//agrohaitai.com/cdn/shop/products/9f079bb5-721f-415d-8af0-4b21f1d4cfa5_60x.jpg?v=1587260932,"
                      
                        35~40 days. Upright and medium-height plant with dark green leaves and bright green and wide petioles. Tolerant to cold and heat. Resistant to diseases. Good for sowing in the late spring, summer and fall seasons. Excellent for Shanghai Miu (Miao).
Avg. 173,000 seeds/lb, 10,000 seeds/oz. Packet: 1g, approx. 300 seeds.
                      
                    "
Chinese Cabbage Seeds,#CC1529-CR Premium F1,//agrohaitai.com/cdn/shop/products/DSC_0159-napa_seed_cr_premium_60x.jpg?v=1611585893,,"
                      
                        Medium maturity. 4.0~6.0LBs. Excellent shape, compact and uniform. Resistant to Club Root (CR race 4 and 11). Tolerant to tipburn. Dark green outer leaves. Yellow interior, good texture. Good for sowing in summer and fall.
Treated seeds.
Avg. 178,000 seeds/lb, 11,000 seeds/oz. Packet: 100 seeds.
                      
                    "
Chinese Kale Seeds,#CK1312-Noble Jade F1,//agrohaitai.com/cdn/shop/products/noble_jade_2_60x.jpg?v=1586441350,,"
                      
                        Medium maturity, 50~55 days. Dark green round leaves. Vigorous and uniform. Disease resistant. The stem is a little shorter than Green Jade F1 but a little darker color leaf.
Avg. 110,000 seeds/lb, 6,000 seeds/oz. Packet: 1g, approx. 200 seeds.
                      
                    "
Hot Pepper Seeds,#PP1688-Longjiao B3 F1,,//agrohaitai.com/cdn/shop/files/IMG_8786-long_hot_cayenne_longjiao_b3_60x.jpg?v=1712861560,"
                      
                        Long cayenne. Early maturity. Wrinkle fruits, 10~12” long, in dark green color. Medium hot. Productive. The fruits are bigger than Longjiao B2.
M=1000 seeds, approx. 8g    Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
                      
                    "
White Pak Choy Seeds,#PW1310-Hotau Impr F1,,//agrohaitai.com/cdn/shop/products/f7b0ebdd-103b-479c-a7c7-53b0fe4d7769_60x.jpg?v=1630611217,"
                      
                        Mini type. 30~40 days. 8~10 cm (3~4""), uniform, wide and fat petioles. Fast-growing, slow-bolting, and heat-tolerant. It is slower bolting than Hotau F1. It can be planted in the late spring, summer, and fall seasons.
Avg. 188,000 seeds/lb, 11,200 seeds/oz. Packet: 1g, approx. 400 seeds.
                      
                    "
Oriental Melon Seeds,#ML1613-Boyang-9 F1,,//agrohaitai.com/cdn/shop/products/IMG_7316-thin_walled_melon_boyang_9_60x.jpg?v=1686072249,"
                      
                        It is one of the most popular thin-walled melons in China. The oval fruits are dark green in color with light green strips. The fruit is approx. 2 LBs. Crumbly, crispy, juicy, and sweet, with Brix up to 12~14%.
M=1000 seeds, Packet: 10 seeds.
                      
                    "
Oriental Melon Seeds,#ML1543-Wah Mibao F1,,//agrohaitai.com/cdn/shop/products/DSC_0400-wahmibao_60x.jpg?v=1610061006,"
                      
                        Chinese thin-skin type. Early Maturity. 65~70 days after transplanting. Beautiful pear-shaped, yellow skin with green stripes when mature. Avg. 1 LB, white flesh, sweet, aromatic, and central Brix up to 16%. Fruits are set on laterals. Easy fruit setting. Resistant to Powdery mildew and is high yielding.
M=1000 seeds, Packet: 10 seeds
                      
                    "
Basil Seeds,#BA1056-Genovese,,//agrohaitai.com/cdn/shop/products/IMG_6650-genovese_60x.jpg?v=1611087897,"
                      
                        It is a popular Italian sweet basil and a crucial ingredient for pesto. Slow bolting. Plants grow up to 70 cm high, with large leaves in medium-dark color. Strong spicy fragrance and taste. It is excellent for growing microgreens and baby leaves.
Avg. 316,000 seeds/lb, 19,000 seeds/oz. Packet: 1g, approx. 600 seeds.
                      
                    "
Taiwan Pak Choy Seeds,#PT1448-Beijing Express F1,,//agrohaitai.com/cdn/shop/products/DSC_3124-chinese_greens_beijing_express_60x.jpg?v=1707403463,"
                      
                        30 days. Dark green leaves, hairless, with green petioles. Yellowish interior, tender and sweet. Tolerant to cold and heat, slow bolting. Can be planted in late spring, summer, and fall.

Avg. 132,000 seeds/lb, 8,000 seeds/oz. Packet: 1g, approx. 280 seeds.
                      
                    "
Bottle Gourd Seeds,#BG1607-Green Club F1,,//agrohaitai.com/cdn/shop/products/IMG_5400-indian_long_bottle_gourd_seeds_green_club_60x.jpg?v=1634400661,"
                      
                        Indian-type bottle gourd. 50~55 days after transplanting. Cylindrical shape, medium-long, approx. 12”, light green color. High yield.
Treated Seeds.
Avg. 3,100 seeds/lb, 190 seeds/oz, Packet: 10 seeds.
                      
                    "
Choy Sum Seeds,#YC1293-Green 70 Days,//agrohaitai.com/cdn/shop/products/DSC_0565-green70_60x.jpg?v=1586733388,,"
                      
                        Medium maturity, 30~35 days. Shiny green leaves. Suitable for summer and fall seasons.
Avg. 223,000 seeds/lb, 13,000  seeds/oz. Packet: 2g, approx. 900 seeds.
                      
                    "
Mitsuba Seeds,#MB1347-Kansai Mitsuba,,//agrohaitai.com/cdn/shop/products/kansaimitsuba_60x.jpg?v=1665676121,"
                      
                        Also known as Japanese honewort or Japanese parsley. Light green stems and green leaves with a pleasing aroma. Vigorous growth, disease-resistant, and easy to cultivate. Well-suited for use as microgreens.
Avg. 142,000 seeds/lb, 8,900 seeds/oz. Packet: 1g, approx. 300 seeds.
                      
                    "
Tomato Seeds,#TM1606-Pink Lady F1,//agrohaitai.com/cdn/shop/products/IMG_8024-tomato_pink_lady_60x.jpg?v=1631653210,,"
                      
                        Indeterminate. 75~80 days after transplanting. Pink Fruits, 8~9 oz, 3~5 fruits per cluster. Very firm, easy to store. Good flavor with excellent looking for fresh market.
M=1000 seeds. Packet: 20 seeds. 
Optimum germination temperature: 25-28°C. Seeds should germinate between 7-14 days.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Arugula Seeds,#AR1380-Arugula,,//agrohaitai.com/cdn/shop/products/arugula_e16d8516-a18f-4cfc-b851-a9d654915c99_60x.jpg?v=1629482000,"
                      
                        40 days full size.  This is the standard arugula used for salads, adding a spicy kick. Dark green, long, and lobed leaves. This variety can be used for microgreens, 21 days for baby leaves, and 40 days for fully mature plants.
Avg. 223,000 seeds/lb, 13,000 seeds/oz. 
                      
                    "
White Pak Choy Seeds,#PW1656-Golden Heart F1,,//agrohaitai.com/cdn/shop/products/IMG_1010-chinese_pak_choi_golden_heart_60x.jpg?v=1649187633,"
                      
                        A popular pak choy in central China is called Huang Xin Wu (Huangxinwu), meaning “yellow heart” pak choy. Normally, the seeds are sowed in the fall season. The central leaves turn yellow from green in cool weather. Compact plants with yellow interiors.  Dark green leaves. Pure white and fat petioles. Extra tolerant to cold and slow to bolt.
﻿Avg. 224,000 seeds/lb, 13,500 seeds/oz. Packet: 1g, approx. 400 seeds.
                      
                    "
Oriental Melon Seeds,#ML1516-Bai Mibao #1 F1,,//agrohaitai.com/cdn/shop/products/966dfee6-4db7-460a-bd0c-cb90198751bc_60x.jpg?v=1586481473,"
                      
                        Chinese melon, thin-walled type. Early Maturity. 65~70 days after transplanting. Beautiful pear-shaped, white skin when mature. Average 1 LB, white flesh, sweet, aromatic, and central Brix 15~17%. Fruits set lateral. Easy fruit setting. Resistant to Powdery mildew and is high yielding.
M=1000 seeds,  Packet: 10 seeds
                      
                    "
 Bitter Gourd Seeds,#BM1554-Black Pearl #2 F1,//agrohaitai.com/cdn/shop/products/blackpearl_2-1_60x.jpg?v=1674508063,,"
                      
                        Indian type. 55~60 days. Beautiful fruits in shiny dark green with blunt spines, 9~10"" long. Vigorous growing and high yielding.
Avg. 2,200 seeds/lb, 135 seeds/oz. Packet: 10 seeds.
                      
                    "
Chinese Cabbage Seeds,#CC1323-SD Mini Napa F1,,//agrohaitai.com/cdn/shop/products/DSC_0504-sdmininapa_60x.jpg?v=1586438376,"
                      
                        Mini type. Early Maturity. Excellent shape, compact and uniform, 3~4 Lbs. Dark green outer leaves. Yellow internal color, good texture. Slow bolting. For spring and fall. Planting @ 10"" for Wa Wa Tsai; 12"" for Mini Napa.
Avg. 139,000 seeds/lb, 8,500 seeds/oz. Packet: 100 seeds.
                      
                    "
Radish Seeds,#RA1514-Daikon Spring F1,,//agrohaitai.com/cdn/shop/products/fd483c94-973b-4beb-aa86-c1ed87d97937_60x.jpg?v=1587827448,"
                      
                        60~65 days. 12~15” long, 2.5~3” in diameter. Pale green shoulder. Uniform. Firm flesh. Late pithiness. Resistant to disease. Tolerant to cold and slow to bolt. Good for sowing in spring, summer, and fall.
Avg. 45,000 seeds/lb, 3,000 seeds/oz. Packet: 2g, approx. 200 seeds.
                      
                    "
Hot Pepper Seeds,#PP1435-Happy Birds #2 F1,,//agrohaitai.com/cdn/shop/products/DSC_1011-happybirds-2_60x.jpg?v=1586781142,"
                      
                        Typical Chinese Chao Tian Jiao. Medium maturity. 85~90 days after transplanting. Fruit size 6~7 cm x 1~1.3 cm, 8~11 fruits per cluster. Disease resistant & Prolific. Easy to harvest by hand. Treated Seeds.
M=1000 seeds. Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
 
                      
                    "
Mustard Green Seeds,#MU1450-Late Bau Sin #2 F1,,//agrohaitai.com/cdn/shop/products/507a62d0-a2bc-4e0c-8e04-6c2b2aeb3290_60x.jpg?v=1666209222,"
                      
                        65~75 days. Relatively slow bolting. Uniform and vigorous. Compact head, Avg 2 LBs, with wide and thick petioles. For planting in the late summer and fall season.
Avg. 226,800 seeds/lb, 14,175 seeds/oz. Packet: 1g, approx. 500 seeds.
                      
                    "
Eggplant Seeds,#EP1207-Petch Siam,,//agrohaitai.com/cdn/shop/products/DSC_6542-petchsiam_60x.jpg?v=1586741026,"
                      
                        It is a popular variety of Thai eggplants. 55 days after transplanting. Round green fruits with dark green strips, average 5 cm in diameter and 40~60 grams.
Avg. 147,000 seeds/lb, 8,000 seeds/oz. Packet: 50 seeds.
Germination Rate: 85%
                      
                    "
Radish Seeds,#RA1522-Spring Long White F1,//agrohaitai.com/cdn/shop/products/ee36765c-5d44-4e54-a58a-27b4de318098_60x.jpg?v=1588436836,,"
                      
                        55~60 days. The roots are uniform and straight, 17~19” long. Late pithiness. Tolerant to Yellows and TuMV.  Slow bolting, is good for sowing in spring, summer, and fall.
Treated seeds.
Avg. 29,000 seeds/lb, 1,800 seeds/oz. Packet: 2g, approx. 120 seeds.
                      
                    "
Squash and Pumpkin Seeds,#SW1228-Litian Impr. F1,,//agrohaitai.com/cdn/shop/products/DSC_7046-litianimpr-1_60x.jpg?v=1586798194,"
                      
                        Kabocha type. 85-95 days. Dark green fruits, with grey strips, flat round, 1.5-2.0 kg, average 2 fruits per plant. The flesh is deep yellow, dry, nutty and sweet.
Avg. 2,240 seeds/lb, 140 seeds/oz. Packet: 10 seeds.
                      
                    "
Squash and Pumpkin Seeds,#SW1423-Sweet Splendor F1,,//agrohaitai.com/cdn/shop/products/DSC_0128-SweetSplendor_60x.jpg?v=1586798762,"
                      
                        A new excellent winter squash. 80~90 days after transplanting. Flat fruit in grayish red color and deep orange flesh. 3.5~4.5 LBS. Resistant to CMV. Great sweet taste. Vigorous and high yielding.
Avg. 4,480 seeds/lb, 280 seeds/oz. Packet: 10 seeds.
                      
                    "
Broccoli Seeds,#BR1642-Waltham 29,,//agrohaitai.com/cdn/shop/products/broccoli_seeds_waltham_29_microgreens_60x.jpg?v=1669143624,"
                      
                        It's an excellent heirloom variety. 50~60 days after transplanting.
Dark blue-green plants 20 inches tall produce large heads and long stalks. Abundant side shoots can be harvested 1 to 3 weeks after the main head has been cut. Good cold tolerance. Sow seeds in early spring or late summer to avoid bolting in the heat of summer. It is a good variety for microgreens.
The germination rate is approx. 88%.
Avg. 124,000 seeds/lb, 7,800 seeds/oz. Packet 1g approx. 280 seeds
                      
                    "
Squash and Pumpkin Seeds,#SW1661-Sweet Taro F1,,//agrohaitai.com/cdn/shop/products/IMG_8982-winter_squash_sweet_taro_60x.jpg?v=1647477708,"
                      
                        It is called Xiang Yu Nangua in Chinese mandarin. Very popular in Southern China. Spindle-shaped fruits, 3~5LBs. Mature fruit is nutty with fantastic taro and sweet taste. Disease resistant and high yield. 
Avg. 6300 seeds/lb, 380 seeds/oz. Packet: 10 seeds.
                      
                    "
White Pak Choy Seeds,#PW1469-Nabai Spring F1,,//agrohaitai.com/cdn/shop/products/075c0779-b2cb-40b5-88e4-c9367364dbd6_60x.jpg?v=1586638998,"
                      
                        Baby type. 45~50 days. 4~6"". Short and Compact. Dark green leaves. White petioles. Tolerant to cold and heat, very slow bolting. Resistant to disease. It can be planted in spring, summer, and fall.
Avg. 200,000 seeds/lb, 12,000 seeds/oz. Packet: 1g, approx. 400seeds.
                      
                    "
Chinese Kale Seeds,#CK1548-Late Jade F1,//agrohaitai.com/cdn/shop/products/DSC-0185-latejade_60x.jpg?v=1615086574,,"
                      
                        Late maturity, 50~55 days. Dark green, thick stem with big round leaves. Vigorous, uniform. Tolerant to DM. Slow bolting. Can be planted in spring, summer, and fall.
 Avg. 96,000 seeds/lb, 6,000 seeds/oz. Packet: 1g, approx. 200 seeds
                      
                    "
Bitter Gourd Seeds,#BM1701-Glossy Green,,//agrohaitai.com/cdn/shop/files/IMG_0523-OP_bitter_melon_glossy_green_60x.jpg?v=1700762652,"
                      
                        Chinese OP bitter melon. Early maturity. Shiny green fruits. Vigorous growing. Disease resistant.
Avg. 2,500 seeds/lb, 160 seeds/oz. Packet: 10 seeds.
                      
                    "
Snow Pea Seeds,#PE1446-Oregon Sugar Pod II,,//agrohaitai.com/cdn/shop/products/f95fd2c0-f841-4a86-9531-1abad66d725e_60x.jpg?v=1649251199,"
                      
                        60~70 days. Edible pod, flat, in light green color. Resistant to PEMV, FW, and PM. Thick stems and big leaves. Good for snow peas.
Avg. 1,800 seeds/lb, 110 seeds/oz.

                      
                    "
Winter Gourd Seeds,#WM1687-Mini Wax F1,,//agrohaitai.com/cdn/shop/products/IMG_9650-winter_gourd_mini_wax_60x.jpg?v=1704986485,"
                      
                        Mini-type winter melon. Mini Wax can harvest early maturity, 60 days after transplanting. Dark green fruits turn white (covered with powdery wax) when they mature. Mature fruits is 6~8” x 5~5.5”, 4~5LBs. Excellent for the Winter Melon Cup. Good yielding and keeping quality.
Avg. 15,000 seeds/lb, 940 seeds/oz. Packet: 10 seeds.
                      
                    "
Cilantro Seeds,#CL1649-Santo,//agrohaitai.com/cdn/shop/products/Herbs_Coriander_Santo_60x.jpg?v=1672260308,,"
                      
                        This variety is fast-growing and slow bolting. The broad leaves have a strong, aromatic scent that will enhance the flavor of any dish. And, with uniform growth, these seeds are perfect for bunching. 
Avg. 34,000 seeds/lb, 2000 seeds/oz. Packet: 2g, approx. 140 seeds.
                      
                    "
Mustard Green Seeds,#MU1306-Da Ping Pu,//agrohaitai.com/cdn/shop/products/DSC_3706-heading_mustard_da_ping_pu_60x.jpg?v=1611279548,,"
                      
                        65~75 days. Compact head, 2~3 LB, with wide and thick petioles. For fall season planting. Can be planted year-round in subtropical areas.
Avg. 230,000 seeds/lb, 14,500 seeds/oz.  Packet: 1g, approx. 500 seeds.
                      
                    "
White Pak Choy Seeds,#PW1481-Tall Stem Bok F1,,//agrohaitai.com/cdn/shop/products/DSC_1097bok_choy_tallstem_bok_60x.jpg?v=1611526840,"
                      
                        30~35 days for Baby Pak Choy Miao. 45~50 days for normal Pak Choy. Dark green leaves. Pure white petioles. Resistant to diseases and high yield. Suitable for planting in late summer and fall seasons. This variety is also good for microgreens and baby greens.
Avg. 184,000 seeds/lb, 11,500 seeds/oz. Packet: 1g, approx. 400 seeds.
                      
                    "
Eggplant Seeds,#EP1594-White Egg F1,,//agrohaitai.com/cdn/shop/products/IMG_8214-indian_white_egg_eggpant_60x.jpg?v=1615125342,"
                      
                        Indian eggplant ( brinjal ). Early maturity. 60 days after transplanting. Oval shape, in shiny pure white color, with green calyx. Avg. 60~80g. Productive. 
Treated seeds.
Avg. 112,000 seeds/lb, 7,000 seeds/oz. Packet: 50 seeds.

                      
                    "
Okra Seeds,#OK1355-Lucky Green F1,//agrohaitai.com/cdn/shop/products/LuckyGreen-DSC_6534-2_60x.jpg?v=1587252515,,"
                      
                        50~55 days. Spineless pods, 9cm (4"") long, dark green color. Vigorous and prolific. 
Avg. 7,500 seeds/lb, 400 seeds/oz. Packet: 2g, Approx. 25 seeds. 
Seeding Instructions: For best germination, pre-soak the seeds in hot water at 45°C~ 55°C for 20 minutes, then soak them in warm water at 30°C for 24 hours. Optimum germination temperature: 30-32°C. Seeds should germinate between 7-14 days.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Green Pak Choy Seeds,#PG1328-Chun Mei F1,,//agrohaitai.com/cdn/shop/products/PG1328-ChunMeiF1_60x.jpg?v=1704558877,"
                      
                        Large size. 45~50 days. An extra slow bolting hybrid. Upright. Dark green leaves with broad, long, and shiny green petioles. An excellent variety for standard Shanghai Pak Choy. Cold tolerant and best for spring and fall.
Avg. 165,000 seeds/lb, 10,000 seeds/oz. Packet: 1g, approx. 350 seeds.
                      
                    "
Squash and Pumpkin Seeds,#SW1639- Kabocha Silver F1,,//agrohaitai.com/cdn/shop/products/IMG_6887-silver_kabocha_seeds_agrohaitai_60x.jpg?v=1639581447,"
                      
                        Early maturity. Flat fruits in gray color with orange flesh. Average 4~5LBs. Mature fruit is nutty with a little sweetness. The longer it is stored, the sweeter the flesh becomes. After storage over 2 months, the flesh turns to be both nutty and sweet, giving a fantastic eating quality. Disease resistant and high yield.
Avg. 1900 seeds/lb, 110 seeds/oz. Packet: 10 seeds.
                      
                    "
Luffa Seeds,#LU1491-Haa Sing F1,,//agrohaitai.com/cdn/shop/products/DSC_0015-haasing_60x.jpg?v=1610486705,"
                      
                        Ridged type. Early maturity, 55~60 days after transplanting. 26~30” long in dark green color. Firm and tender flesh. Tolerant to hollowness. Tolerant to heat. Disease resistant. High yield.
Avg. 3,800 seeds/lb, 200 seeds/oz. Packet: 10 seeds.

                      
                    "
Edible Chrysanthemum Seeds,#TH1560-Long Stem #2,,//agrohaitai.com/cdn/shop/products/IMG_2103-shungiku_seed_long_stem_2_60x.jpg?v=1622298588,"
                      
                        35~40 days. Deeply serrated dark green leaves. Tall stems with fewer branches and long internode. Delicious and aromatic. Slow bolting and disease resistance. Can be planted in spring, summer, and fall. Also good for sprouting and baby greens.
Avg. 226,000 seeds/lb, 14,000 seeds/oz. Packet: 2g, approx. 1000 seeds.
                      
                    "
Basil Seeds,#BA1689-Thai Sweet,,//agrohaitai.com/cdn/shop/products/thai_sweet_basil-1_60x.jpg?v=1671135975,"
                      
                        40-45 days after sowing. Widely used in Southeast Asia, this herb has a distinct anise flavour that is both spicy and sweet. The plant is easy to identify with a purple stem and green leaves and can grow to be 20"" high. Perfect for adding a unique and flavorful touch to your dishes.
Avg. 340,000 seeds/lb, 20,000 seeds/oz. Packet: 1g, approx. 700 seeds.
The germination rate is approx. 78%.
                      
                    "
White Pak Choy Seeds,#PW1303-Hotau F1,//agrohaitai.com/cdn/shop/products/hotauhyb_60x.jpg?v=1678894840,,"
                      
                        Mini type. 30~35 days. Uniform plants with short, wide, and fat petioles. Disease resistant, fast-growing, and slower bolting than OP. Good for planting in the late summer and fall seasons. Can be planted in winter in tropical areas.
Avg. 173,000  seeds/lb, 10,500 seeds/oz. Packet: 1g, approx. 350 seeds.
                      
                    "
Spinach Seeds,#SP1708-Imperial Valley F1,,//agrohaitai.com/cdn/shop/products/IMG_4120-asian_spinach_green_arrows_vs_imperial_valley_60x.jpg?v=1679078943,"
                      
                        Asian type. 30~40 days after sowing, Pointed leaves in dark green color. Upright plant with flexible and strong petioles.Easy to harvest. Light pink root. Resistant to DM race 1~11, 13, 15, 16. Can be sowed in the spring and fall seasons.
Avg. 66,000 seeds/lb, 4,000 seeds/oz. Packet: 5g, approx. 700 seeds.
                      
                    "
Taiwan Pak Choy Seeds,#PT1682- Green Express F1,,//agrohaitai.com/cdn/shop/products/taiwan_pak_choy_green_expree_hybrid_60x.jpg?v=1673472960,"
                      
                        Green Express F1 is a beautiful leafy green vegetable that provides an appetizing salad and cooked dish. 25-30 days. Dark green leaves are hairless, with green petioles. This variety tolerates cold and heat, slow bolting, and can be planted in late spring, summer, and fall without difficulty.
Avg. 184,000 seeds/lb, 11,000 seeds/oz. Packet: 1g, approx. 400 seeds.
                      
                    "
Summer Squash Seeds,#SS1586-Yin Zhu F1,,//agrohaitai.com/cdn/shop/products/IMG_8589-round_zucchini_seeds_yin_zhu_60x.jpg?v=1642604890,"
                      
                        Round zucchini. Early maturity, 40~45 days after sowing. The fruits are beautiful globe-shaped. The skin is shinny light green color with white spots. High yielding.
Avg. 3,200 seeds/lb, 200 seeds/oz. Packet: 20 seeds.
                      
                    "
Taiwan Pak Choy Seeds,#PT1486-CR QD-5 Express F1,,//agrohaitai.com/cdn/shop/products/DSC_0185-qd-5-73d_60x.jpg?v=1586695378,"
                      
                        30~35 days as baby Pak Choy. 45~50 days as Wa Wa Tsai. Light green leaves, hairless, with pure white petioles. Yellowish interior, tender and sweet. Club Root resistant. Tolerant to cold and heat, slow bolting. It can be planted in late spring, summer, and fall.
Avg. 164,000 seeds/lb, 8,400 seeds/oz. Packet: 1g, approx. 300 seeds.
                      
                    "
Pole Bean Seeds,#BY1668-Youdou #3,//agrohaitai.com/cdn/shop/files/Youdou_3_b6384032-12bd-4b25-a178-b728bd40b475_60x.jpg?v=1709582970,,"
                      
                        It is a popular pole bean type in Northeast China. Young pods are in green color with purple strips, size 6~7” x 1”, tender, meaty and delicious.
Avg. 960 seeds/lb, Packet: 25 seeds.
                      
                    "
Hot Pepper Seeds,#PP1612-Shangri-La F1,,//agrohaitai.com/cdn/shop/products/IMG_9930-chinese_hot_pepper_shangri-la_60x.jpg?v=1713365626,"
                      
                        Chinese hot pepper, popular in Southern China. Early maturity, 50~55 days after transplanting. Wrinkle fruits with thin walls and medium heat, in yellowish green color. Avg. size 3~3.5” x 2”. Disease resistant and productive.
M=1000 seeds, Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Luffa Seeds,#LU1663-Da Rou F1,//agrohaitai.com/cdn/shop/products/IMG_7908-ridged_luffa_da_rou_hybrid_60x.jpg?v=1650468157,,"
                      
                        Ridged type. Early to medium maturity. 12~16” long, light green color. Tolerant to heat and disease. Vigorous growing and high yield.
Avg. 3,400 seeds/lb, 200 seeds/oz. Packet: 10 seeds.
Seeding Instructions: For best germination, pre-soak the seeds in hot water at 45°C~ 55°C for 20 minutes, then soak them in warm water at 30°C for 24 hours. Optimum germination temperature: 30-32°C. Seeds should germinate between 7-14 days.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Hot Pepper Seeds,#PP1711-Sichuan Long F1,,//agrohaitai.com/cdn/shop/products/IMG_8088_chinese_long_cayenne_sichuan_long_60x.jpg?v=1677694620,"
                      
                        Traditional Chinese long cayenne chili. Early maturity, 60~65 days after transplanting. Shiny dark green color, the fruits are super long, very hot, and aromatic. Avg size 10~12” x 1/2”. Disease resistant and productive.
M=1000 seeds, approx. 6.2g.  Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Chinese Cabbage Seeds,#CC1373-CR Mini Top F1,,//agrohaitai.com/cdn/shop/products/DSC_3355-crminitop_60x.jpg?v=1677171024,"
                      
                        Mini-type Chinese cabbage. Early maturity. Excellent shape, compact and uniform, 3~4 Lbs. Dark green outer leaves. Yellow internal color, good texture. Slow bolting, CR and DM resistant. For spring and fall. Planting @ 10"" for Wa Wa Tsai; 12"" for Mini Napa. 
oz packets are treated with Thiram. 
Avg. 173,000 seeds/lb, 10,500 seeds/oz. Packet: 100 seeds.
                      
                    "
Hairy Gourd Seeds,"#HG1676-Jang Sin, Impr. F1",,//agrohaitai.com/cdn/shop/products/IMG_8256-fuzzy_gourd_jang_sin_impr_hybrid_60x.jpg?v=1661456964,"
                      
                        Short type, fruit size 6~7"" x 2~3"", short cylindrical shape, and shiny dark green color. tender and excellent flavor. Early to medium maturity, vigorous, productive, and disease resistant.
Avg. 10,000 seeds/lb. 630 seeds/oz. Packet: 10 seeds.
                      
                    "
Hairy Gourd Seeds,#HG1595-Mokwa Long F1,,//agrohaitai.com/cdn/shop/products/DSC_7184-fuzzy_gourd_mokwa_long_60x.jpg?v=1705675400,"
                      
                        This is a Vietnamese-type fuzzy melon. Early maturity. Light green fruit is 10~13” long. Vigorous and very productive. Small seeds.
Avg. 30,000 seeds/lb, 1,800 seeds/oz. Packet: 10 seeds.
For best germination, pre-soak the seeds in hot water at 45°C~ 55°C for 20 minutes, then soak them in warm water at 30°C for 8-10 hours. Optimum germination temperature: 30-32°C. Seeds should germinate between 7-14 days.
Plant the soaked seeds directly in the well-drained soil to prevent rot and mildew. Transplanting out after frost danger when soil is warm.
                      
                    "
Chinese Celery Seeds,#CE1643-Qin Express,//agrohaitai.com/cdn/shop/products/QinExpress_60x.jpg?v=1668103166,,"
                      
                        60~65 days after transplanting. The tender stalks are yellowish-pale green, the leaves are dark green. Slow bolting, vigorous growing, and disease resistant.
Avg. 810,000 seeds/lb, 50,000 seeds/oz. Packet: 1g, approx. 1,500 seeds.
Germination rate: Approx. 80%
                      
                    "
Chinese Kale Seeds,#CK1058-Green Jade F1,,//agrohaitai.com/cdn/shop/products/DSC_0647-greens42d_60x.jpg?v=1586437809,"
                      
                        Early maturity, 45-50 days. Dark green round leaves. Vigorous and uniform. Disease resistant. Good for Gailan and Gailan Miao. 
Avg. 95,000 seeds/lb, 5,800 seeds/oz. Packet: 1g, approx. 200 seeds.
                      
                    "
