Title,Description,URL
Wild Bergamot,"Every garden has a shady spot. And while you're probably glad you can retreat to it when the sun is beating down on your gardening tasks, you also likely wish you could grow plants there. With this Seed Shaker, you can, and it's never been easier. Just shake and sow! These varieties thrive where others struggle for want of sunlight, and many of them attract pollinating insect species as well. Each box plants 100 square feet.",https://hudsonvalleyseed.com/cdn/shop/products/Wild-Bergamot-vendor-unknown-1630680917_a4da94d9-70ca-4485-ad7f-fd6deecee427.jpg?v=1707935003
Blue Vervain,"Can contain the following 18 varieties of annual and perennial flowers:
""Annual Candytuft"" ~Iberis umbellata~,
""Baby Blue Eyes"" ~Nemophila menziesii~,
""Baby's Breath"" ~Gypsophila elegans~,
""Chinese Forget-Me-Not"" ~Cynoglossum amabile~,
""Chinese Houses"" ~Collinsia heterophylla~,
""Clarkia"" ~Clarkia unguiculata~,
""Corn Poppy"" ~Papaver rhoeas~,
""Dwarf Columbine"" ~Aquilegia vulgaris~,
""Forget-Me-Not"" ~Cynoglossum amabile~,
""Johnny Jump Up"" ~Viola cornuta~,
""Lance-Leaved Coreopsis"" ~Coreopsis lanceolata~,
""McKana Giants Columbine"" ~Aquilegia caerulea~,
""Purple Coneflower"" ~Echinacea purpurea~,
""Rocket Larkspur"" ~Delphinium consolida,
""Shasta Daisy"" ~Chrysanthemum maximum~,
""Spurred Snapdragon"" ~Linaria maroccana~,
""Sweet William"" ~Dianthus barbatus~,
and ""Tussock Bellflower"" ~Campanula carpatica~.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_5703.jpg?v=1640125614
Campfire Rudbeckia Seedlings,Artwork by Cynthia Cliff.,https://hudsonvalleyseed.com/cdn/shop/products/Campfire-Rudbeckia-vendor-unknown-1630681797.jpg?v=1630681804
Double Take Columbine,"A golden rudbeckia with painterly dark markings on some petals reminiscent of the light and shadow cast around a campfire. Blackbird Rise Farm, where these seeds are collected, got its name from the red-winged blackbirds that visit the wildflowers of Maine. This rudbeckia showed up in the meadows surrounding the farm and exists at the intersection of wild and cultivated, annual and perennial, field and farm. We love how these bright golden petals dramatically shift to burnt sienna evoking the saying by Ursula Le Guin: ""When you light a candle, you also cast a shadow.""",//shop.hudsonvalleyseed.com/cdn/shop/products/Double-Take-Columbine-vendor-unknown-1630681232_540x540.jpg?v=1630681239
Swamp Milkweed,"Rudbeckias are cheery, generally fuss-free perennials that compete well with weeds and easily adapt to a variety of garden conditions.",https://hudsonvalleyseed.com/cdn/shop/products/6154664A-A826-47B0-AA93-B7A6C0271F3A.jpg?v=1640112590
Tina James' Evening Primrose,"Large, rose-colored clusters of flowers, smelling fragrantly of vanilla, sit atop upright, branching stems. Although usually a swamp plant, this milkweed grows surprisingly well in medium, regular garden soil. It is a great addition to any perennial wildflower garden, rain garden or shoreline planting. Blooms July-August.",//shop.hudsonvalleyseed.com/cdn/shop/products/Tina-James--Evening-Primrose-vendor-unknown-1630676830_540x540.jpg?v=1630676835
Workshop - How To Plant Garlic & Shallots,"Can't decide which garlic variety you'd like? Try them all! Our assortment includes an even distribution of the three types of hardneck garlic that we carry: Music-Porcelain Group, German Extra Hardy-Porcelain Group, and Chesnok Red-Purple Stripe Group.",https://hudsonvalleyseed.com/cdn/shop/files/dutch_red_2.png?v=1725642834
Hardneck Garlic Variety Pack,"One pound of hardneck garlic can plant between 20-30 feet and will yield about 5 times that amount.
",https://hudsonvalleyseed.com/cdn/shop/products/Hardneck-Garlic-Variety-Pack-vendor-unknown-1630677512.jpg?v=1724352950
Chesnok Red Hardneck Garlic,"Sourced Organically from Skymeadow Farms in Cherry Valley, NY, Katchkie Farm in Kinderhook, NY, Alewife Farm in Kingston, NY, and, Shady Corner Farm in Sherborn, MA.",https://hudsonvalleyseed.com/cdn/shop/products/Chesnok-Red-Hardneck-Garlic-vendor-unknown-1630677802.jpg?v=1630677807
German Extra Hardy Hardneck Garlic,Please note that Garlic and Shallots are excluded from our Free Shipping Offer.,https://hudsonvalleyseed.com/cdn/shop/files/DD689063-746C-41D3-BE00-C03A6974F191.jpg?v=1691157879
Music Hardneck Garlic,"Chesnok Red is a Purple Stripe variety of garlic, and perhaps the most beautiful garlic we offer. It has excellent flavor, especially when roasted, imparting garlicky sweetness to cooked dishes, without overwhelming heat.
",https://hudsonvalleyseed.com/cdn/shop/products/63A90409-967B-4ED1-B118-CDBD057B327A.jpg?v=1724352722
Dutch Red Shallot,"This hardy garlic is relatively easy to grow, producing 6-10 cloves per bulb in tightly wrapped pinkish-red skins. Stores moderately well, around 4-6 months if handled properly after harvest.",https://hudsonvalleyseed.com/cdn/shop/products/Dutch-Red-Shallot-vendor-unknown-1630679565.jpg?v=1725642838
French Grey Shallot,"Grown Organically at both Skymeadow Farm in Cherry Valley, NY, and, Alewife Farm in Kingston, NY.",https://hudsonvalleyseed.com/cdn/shop/products/French-Grey-Shallot-vendor-unknown-1630680798.jpg?v=1630680800
Shallot Variety Pack,Garlic is sold in pound quantities. There are typically 50-65 cloves per pound; each clove successfully grown will produce a full bulb. One pound of hardneck garlic can plant between 20-30 feet and will yield about 5 times that amount.,https://hudsonvalleyseed.com/cdn/shop/files/shallot_variety_pack.png?v=1725560134
Early Red Italian Softneck Garlic,Please note that Garlic and Shallots are excluded from our Free Shipping Offer.,https://hudsonvalleyseed.com/cdn/shop/products/B68519E5-B4C5-4ED6-8DC8-AB64FB9148F1.jpeg2.jpg?v=1625788021
Buckwheat Cover Crop Seed,"Buckwheat's greatest quality is its ability to out-compete weeds. This quick-growing tender annual also builds organic matter.
For a fall crop, sow in late August/early September. Just make sure your crop does not set seed, as buckwheat can be weedy if allowed to self sow. As long as no seeds form, simply let the buckwheat winter kill, and incorporate in the spring if necessary.
Several successions of buckwheat can be grown during the season. For a summer cover crop, mow or cultivate at flowering to kill the plants.

Buckwheat flowers attract many beneficial pollinators in the summer as well, and can be used in pasture and field mixes.",https://hudsonvalleyseed.com/cdn/shop/products/Buckwheat-Cover-Crop-Seed-vendor-unknown-1630677466.jpg?v=1630677476
Crimson Clover Cover Crop,"Garden Pack: 1/2 pound, sows roughly 200 square feet

Homestead Pack: 1 pound, sows roughly 400-500 square feet

Farm Pack: 5 pounds, sows 2,000 square feet",https://hudsonvalleyseed.com/cdn/shop/products/Crimson-Clover-Cover-Crop-vendor-unknown-1630680028.jpg?v=1630680038
Field Pea Cover Crop Seed,This seed product is not included in our free shipping offer.,https://hudsonvalleyseed.com/cdn/shop/products/Field-Pea-Cover-Crop-Seed-vendor-unknown-1630677483.jpg?v=1630677488
Hairy Vetch Cover Crop,"Garden Pack: 2 ounces, sows roughly 125 square feet

Homestead Pack: ¼ pound, sows roughly 300 square feet

Farm Pack: 1 pound, sows roughly 2,000 square feet",https://hudsonvalleyseed.com/cdn/shop/products/Hairy-Vetch-Cover-Crop-vendor-unknown-1630680022.jpg?v=1630680024
Medium Red Clover Cover Crop Seed,This seed product is not included in our free shipping offer.,https://hudsonvalleyseed.com/cdn/shop/products/Medium-Red-Clover-Cover-Crop-Seed-vendor-unknown-1630677499.jpg?v=1630677502
Tillage Radish Cover Crop,"Garden Pack: 1/2 pound, sows roughly 75 square feet

Homestead Pack: 1 pound, sows roughly 125-200 square feet

Farm Pack: 5 pounds, sows roughly 1,000 square feet",https://hudsonvalleyseed.com/cdn/shop/products/Tillage-Radish-Cover-Crop-vendor-unknown-1630680025.jpg?v=1630680028
White Clover Cover Crop,This seed product is not included in our free shipping offer.,https://hudsonvalleyseed.com/cdn/shop/products/White-Clover-Cover-Crop-vendor-unknown-1630680039.jpg?v=1630680042
Winter Hardy Field Pea Cover Crop Seed,"Garden Pack: 1/8 pound, sows roughly 125 square feet

Homestead Pack: ¼ pound, sows roughly 300 square feet

Farm Pack: 1 pound, sows roughly 2,000 square feet",https://hudsonvalleyseed.com/cdn/shop/products/Austrian-Winter-Pea-Cover-Crop-Seed-vendor-unknown-1630679653.jpg?v=1630679659
Oats And Field Peas Cover Crop Seed,This seed product is not included in our free shipping offer.,https://hudsonvalleyseed.com/cdn/shop/products/Oats-and-Field-Peas-Cover-Crop-Seed-vendor-unknown-1630677489.jpg?v=1644623436
Oats Cover Crop Seed,"Garden Pack: 1/8 pound, sows roughly 250 square feet

Homestead Pack: 1/4 pound, sows roughly 500 square feet

Farm Pack: 1 pound, sows 2,000 square feet",https://hudsonvalleyseed.com/cdn/shop/products/Oats-Cover-Crop-Seed-vendor-unknown-1630677460.jpg?v=1630677465
Winter Rye Cover Crop Seed,This seed product is not included in our free shipping offer.,//shop.hudsonvalleyseed.com/cdn/shop/products/Winter-Rye-Cover-Crop-Seed-vendor-unknown-1630677477_540x540.jpg?v=1630677483
Bee Friendly Wildflower Mix Seed Shaker,"The mantra ""Save the Bees"" may not be new, but this Seed Shaker provides a fresh opportunity to grow your own pollinator meadow. Just shake and sow! Each seed box plants 100 square feet.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_9239.jpg?v=1717766648
Bird Lover's Wildflower Mix Seed Shaker,"Can include the following 18 varieties of annual and perennial flowers:
""Baby Blue Eyes"" ~Nemophila menziesii~
""Bergamot"" ~Monarda fistulosa~
""Blue Flax"" ~Linum perenne~
""California Poppy"" ~Eschscholzia californica~
""China Aster"" ~Callistephus chinensis~
""Chinese Forget-Me-Not"" ~Cynoglossum amabile~
""Corn Poppy"" ~Papaver rhoeas~
""Fleabane Daisy"" ~Erigeron speciosus~
""Globe Gilia"" ~Gilia capitata~
""Indian Blanket"" ~Gaillardia pulchella~
""Lance-Leaved Coreopsis"" ~Coreopsis lanceolata~
""New England Aster"" ~Symphyotrichum novae-angliae~
""Plains Coreopsis"" ~Coreopsis tinctoria~
""Purple Coneflower"" ~Echinacea purpurea~
""Purple Giant Hyssop"" ~Agastache rugosa~ 
""Siberian Wallflower"" ~Cheiranthus allionii~
""Sweet Alyssum"" ~Lobularia maritima~
""Tidy Tips"" ~Layia platyglossa~",https://hudsonvalleyseed.com/cdn/shop/products/IMG_9232.jpg?v=1717766628
Colorscape Wildflower Mix Seed Shaker,Artwork by Cynthia Cliff.,https://hudsonvalleyseed.com/cdn/shop/products/IMG_9236.jpg?v=1717766657
Northeast Native Wildflower Mix Seed Shaker,"
",https://hudsonvalleyseed.com/cdn/shop/files/IMG_9239.jpg?v=1720208775
Shady Meadow Wildflower Mix Seed Shaker,"Did you know that birds are important pollinators just like bees and butterflies? Whether you'd like to plant a meadow to support your local ecosystem, because you're an avid birder, or simply to enjoy this beautiful mix of wildflowers, this seed shaker makes it fun and easy. Just shake and sow! Each box plants 100 square feet.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_9230.jpg?v=1717766677
Abundant Bloomsdale Spinach,"Heirloom varieties are cherished, but the farmers and gardeners who developed them never intended their varieties to stand still in time. Organic Seed Alliance continues the long tradition of on-farm seed stewardship by working with farmers to breed new varieties and improve old ones. The result? Varieties, such as Abundant Bloomsdale Spinach, that excel in organic systems and have enough genetic diversity to be widely adapted. These, in turn, become the heirlooms of tomorrow!",https://hudsonvalleyseed.com/cdn/shop/products/Abundant-Bloomsdale-Spinach-vendor-unknown-1630677796.jpg?v=1630677796
All Stars Kale,"An improved savoyed spinach that boasts cold tolerance and high yields. Best as an early spring crop or for fall harvests. Abundant Bloomsdale produces large, super-savoyed, substantial leaves. Grow as a mature spinach plant. Named after the Abundant Life Seed Foundation Farm, where this variety started in 2002.",https://hudsonvalleyseed.com/cdn/shop/products/All-Stars-Kale-vendor-unknown-1630677870.jpg?v=1630677872
Amish Deer Tongue Lettuce,"This product, though Certified Organic in the United States, is not certified to Canadian Organic standards.
",https://hudsonvalleyseed.com/cdn/shop/products/IMG_4217_1.jpg?v=1673644021
Ao Shiso,"Innovative plant breeder Tim Peters developed this mix, originally called Gulag Stars, by blending Brassica napus kale varieties (Russian kales) with shinier Brassica rapa varieties (mustards and Asian Greens) using a method known as bud pollinating. Almost like astral projection, this allows two related but separate species to be swirled together. The result is this delightful mix, a blend of kales with shapes, colors, textures, and sizes that vary from plant to plant like colorful star-forming nebulae
",https://hudsonvalleyseed.com/cdn/shop/products/907A3F4F-A485-4610-9756-E3DCA235E8E2.jpg?v=1669123128
Arugula,"The flavor of this kale similar to other Russian kales, a bit sharper than Dino Kale or Vates Blue Curled Kale. Plant this variety if you enjoy the flavor of Asian greens, but long for something more substantial and longer lasting in the garden. Makes a great baby leaf for salads. It's also a great variety for the budding breeder or seed saver. Kale is a biennial; grow the plants in year one, overwinter the ones you like, and save the seeds in the second year.",https://hudsonvalleyseed.com/cdn/shop/products/ArugulaArtPack_e67a3c01-ef7f-4c0a-a95c-20d77b5bbd37.jpg?v=1707934976
Black Beauty Zucchini,"Actually, all deer love lettuce, but this lettuce happens to look like a deer tongue with its thick, long pointed leaves. Deer Tongue dates back to the early 1740s with over 100 years in the Northeast. This cut and come again oak leaf lettuce has been cultivated to have a robust compact habit, good production, and both heat and cold tolerances.",https://hudsonvalleyseed.com/cdn/shop/products/Black-Beauty-Zucchini-vendor-unknown-1630676647.jpg?v=1630676650
Black Seeded Simpson Lettuce,"Deer Tongue is part of Slow Foods US Ark of Taste, a catalog of over 200 delicious foods in danger of extinction. By promoting and eating Ark products we help ensure they remain in production and on our plates.
",https://hudsonvalleyseed.com/cdn/shop/products/Black-Seeded-Simpson-Lettuce-vendor-unknown-1630675235.jpg?v=1630675240
Bloomsdale Spinach,"AKA Green Perilla. Used in traditional Japanese cooking, this powerfully aromatic and versatile herb is commonly used in sushi wraps, salads, pickles, cocktails, and teas. The leaves are large and flat making them easy to roll and slice as an elegant chiffonade. Some describe the taste as a cross between mint, cinnamon, basil, and anise. The plants are compact and suitable for an edible landscaping plan.",https://hudsonvalleyseed.com/cdn/shop/products/Bloomsdale-Spinach-vendor-unknown-1630675246.jpg?v=1630675247
Borage,"Foods have meanings that change over time. Mesclun mix salads containing arugula were staples of the Romans, but arugula was later banned by the Catholic Church due to its reputation as an aphrodisiac. Today, despite its ease of growth, arugula is sometimes used to symbolize snooty foodie culture. We are not bitter, but we don't think there are any vegetables too elite to grow in your humble home gardens, especially when they're as fast-growing and delicious as arugula.",https://hudsonvalleyseed.com/cdn/shop/products/B1705E3A-1923-48D1-A80A-0058C9AB7D62.jpg?v=1654022132
Brilliant Beet Blend,"Adult leaves can be harvested within four weeks of sowing. Its characteristic zing is irreplaceable and beloved by many. From the seedling stage until early maturity, it can be harvested for fresh eating in salads and garnishing sandwiches; when it gets older, it can be braised in olive oil for a terrific cooked green that is great with pasta dishes.",https://hudsonvalleyseed.com/cdn/shop/products/Brilliant-Beet-Blend-vendor-unknown-1630676419.jpg?v=1707935091
Bulls Blood Beet,"One of the delightful surprises for new gardeners is that there are crops, like spinach, that not only survive cold northern winters but actually thrive in them. Sown in late fall, spinach sprouts and grows a bit before resting during deepest winter, then emerges powerfully in the cool of early spring, like a chicken squawking at the first hint of dawn. Spinach is just as happy sown in early spring or late summer, but there is no competing with the delicacy and sweetness of an overwintered crop.",https://hudsonvalleyseed.com/cdn/shop/products/Bulls-Blood-Beet-vendor-unknown-1630677657.jpg?v=1630677660
Buttercrunch Bibb Lettuce,"David Landreth was born at Haggerston, Northumberland, England in 1752. He established one of the first American commercial seed companies. Bloomsdale spinach was originally released by D. Landreth & Company in the 19th century. In 1925, ""Long Standing Bloomsdale"" was released after being developed for bolt resistance by Zwaan and Van der Molen, Voorburg, Netherlands.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_4210.jpg?v=1672252592
Butterflay Spinach,"Gerard the Herbalist, one of the earliest garden bloggers of the 1500s, wrote, ""The leaves and floures of Borage put into wine make men and women glad and merry and drive away all sadnesse, dulnesse, and melancholy Syrup made of the floures of Borage comforteth the heart and quieteth the phrenticke and lunaticke person."" All useful ideas! But you could also follow the advice of our more modern garden sages and freeze the flowers in ice cubes to make your lemonade look pretty.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_3195_2.jpg?v=1672339579
Calendula,"One of the most popular edible flowers, borage's star-shaped blossoms have a pleasant cucumber-like flavor. The fuzzy, silvery-green foliage is festooned with small, bright flowers, which can be used to decorate cakes, salads, and drinks. This blue-bloomed cousin of Comfrey has medicinal properties and attracts beneficial insects.",https://hudsonvalleyseed.com/cdn/shop/products/038_15.jpg?v=1653504366
Champion Collards,"In the early 1900s, Pavel Ivanovich Kharitonenko was known as ""The Sugar King."" He lorded over the Russian agriculture scene with his considerable riches, garnered from his involvement in the sugar beet industry. What did this baron with impeccable taste do with his beet-based wealth? He collected the work of famed jeweler Peter Carl Faberge, creator of the world-renowned ""Faberge Eggs."" The artwork on this pack digitally re-imagines the natural jewel-like brilliance of beets as priceless decorative objects, transforming the humble root from fodder to Faberge and then into the digital age. Grow your own deliciously lavish jewels with this brilliant blend of colorful beets.",https://hudsonvalleyseed.com/cdn/shop/products/560472DA-40DB-4929-AE3E-B6538BD0A385_1.jpg?v=1671639107
Cherry Belle Radish,"Contains Detroit Dark Red, Cylindra, Bulls Blood, Chioggia, and Golden Detroit beets.
",https://hudsonvalleyseed.com/cdn/shop/products/Cherry-Belle-Radish-vendor-unknown-1630675372.jpg?v=1630675375
China Rose Winter Radish,"A striking heirloom beet, deep red from the roots to the leaves. The deep red color of the leaves is marvelous as a baby leaf. The color deeps further still as the beets mature. The roots, though modest, are quite nice and uniform. Great as a bunched beet and for greens, but not recommended as a storage beet. A strain well-selected for leaf uniformity and color.",https://hudsonvalleyseed.com/cdn/shop/products/BCAC6359-077F-475D-93FA-66DE46C85D98_1.jpg?v=1670516226
Chioggia Guardsmark Improved Beets,"Bibb lettuce possesses a tantalizing texture: at once smooth and crisp. The round leaves wrap loosely together. A beautiful and fun-to-eat salad can be made by harvesting the whole head and setting the plant in a salad bowl (remove the core first). Toss some shredded veggies and roasted nuts on top, drizzle with dressing, and voila! A true delicacy that far outshines a supermarket salad.",https://hudsonvalleyseed.com/cdn/shop/products/Chioggia-Guardsmark-Improved-Beets-vendor-unknown-1630676792.jpg?v=1630676794
Cilantro / Coriander,"This spinach has it all! Its large leaves are beautifully dark and glossy and grow well in early spring. It's extra hardy and nutritious, grows quickly, and resists bolting. Let this variety satisfy all your spinach needs.",https://hudsonvalleyseed.com/cdn/shop/products/Cilantro---Coriander-vendor-unknown-1630675412.jpg?v=1684936716
Cocozelle Zucchini,Plant in a location where its beauty can be appreciated. Calendula will bloom all summer and will self sow its fascinatingly-shaped seeds.,https://hudsonvalleyseed.com/cdn/shop/products/IMG_4670_76f25370-b96d-4f76-b9d0-4822af38bfea.jpg?v=1682015168
Costata Romanesca Zucchini,"Collards are extraordinarily nutritious and make delicious greasy greens, braised in oil with garlic. It's easy to pluck a big bunch and cook them quickly. They accompany nearly any dish well. (Tip: slice leaves across the stem into thin strips before cooking. After cooking, it's easy and fun to twirl cooked tender greens around your fork--like noodles--or to pluck them with chopsticks from a steaming bowl.)",https://hudsonvalleyseed.com/cdn/shop/products/Costata-Romanesca-Zucchini-vendor-unknown-1630675469.jpg?v=1630675485
Crispino Lettuce,"Cherry Belle is a great radish variety. It grows medium-small roots that are ready for harvest very early in the season. Picked at the right time, the roots are tender crisp, juicy, and delicious. A fast and versatile radish that is an all-around winner.",https://hudsonvalleyseed.com/cdn/shop/products/03E0DCF8-C524-4CB3-83FC-452E4AF3BE14.jpg?v=1639153255
Crosby Egyptian Beet,"These long, cylindrical radishes sort of resemble carrots, but that's where the similarities end. Best when planted under slightly cooler conditions (think late-summer), the China Rose Winter radish is great for long-term cold-weather storage. Vibrant, red skin gives way to white, firm flesh. Very crisp, the China Rose Winter is excellent eaten raw--a great fresh addition to cold-weather palates.",https://hudsonvalleyseed.com/cdn/shop/products/Crosby-Egyptian-Beet-vendor-unknown-1630676624.jpg?v=1630676627
Cylindra Beet,"An improved classic. This strain has been selected for improved color contrast, uniformity and bolt resistance, and did very well in spring, summer and fall in our demonstration garden.",https://hudsonvalleyseed.com/cdn/shop/products/B8B2438D-F276-45FB-99C4-97697EE1F298.jpg?v=1671035893
Danvers Carrot,"
These beets won't dye the rest of the ingredients in your dishes like classic red beets do, making them great on salad, in mixed in with other roasted vegetables, and for kids! The tops are generous and mild, and can be used like chard or spinach.",https://hudsonvalleyseed.com/cdn/shop/products/Danvers-Carrot-vendor-unknown-1630675495.jpg?v=1630675512
Dark Star Zucchini,"For years, cilantro was known as ""Chinese Parsley."" As Mexican and Indian food became more popular, Americans discovered that cilantro's refreshing flavor was loved by cultures worldwide. Its tender, sweet taste elevates the flavor of nearly any dish, though some people are genetically cursed to find cilantro's flavor soapy and intolerable. If you're among them, you can still enjoy these seeds known as coriander by grinding them up and using them as a spice.
",https://hudsonvalleyseed.com/cdn/shop/products/2A45D3EE-4D4D-46D2-A94A-D7F75A4A3B42.jpg?v=1672341007
Deitrich's Wild Broccoli Raab,"Cilantro is wonderful to have on hand: chop some up and toss in vegetable soups, or in curries, or on stir fries. It is best used just before serving, sprinkled on the dish at the table. Note that cilantro must be sown in succession in order to have an extended harvest. By nature, cilantro provides a brief harvest window of only a few weeks before bolting. Keep on sowing to keep on harvesting.",https://hudsonvalleyseed.com/cdn/shop/products/Deitrich-s-Wild-Broccoli-Raab-vendor-unknown-1630681929.jpg?v=1630681937
Detroit Dark Red Beet,"Seeds are biologically designed for travel. During the period of European colonization, they traveled farther and faster than they ever had before, as mariners brought seeds of American crops back to their homelands. Hundreds of years of selection later, seeds of many of these crops in new and varied forms re-crossed the Atlantic with immigrants. For eating, pick this variety at the dinghy stage rather than waiting for it to turn into a yacht. Saving seeds? Let it grow as big as a battleship.
",https://hudsonvalleyseed.com/cdn/shop/products/IMG_4524_1.jpg?v=1669823376
Di Ciccio Broccoli,This bush-type plant churns out squash that taste great. It's delicious sautéed on its own or in a ratatouille. ,https://hudsonvalleyseed.com/cdn/shop/products/Di-Ciccio-Broccoli-vendor-unknown-1630675528.jpg?v=1671039548
Dino Kale,"Costata Romanesca Zucchini is originally from Italy (in case the name didn't give it away!) Edible both cooked and raw, the Romanesca boasts a nutty flavor and yields plentiful flowers. For a positively daisy-like appearance, harvest this squash with the blossom still attached!",https://hudsonvalleyseed.com/cdn/shop/products/DinoLacinatoKale_16.jpg?v=1671639873
Dragon Carrot,"Even in warm weather, Crispino swells into a sizable head of succulent, sweet leaves enveloping a crisp, delicately-blanched heart. Beginning in early spring, succession sow for multiple harvests and enjoy this slow-to-bolt iceberg into summer.",https://hudsonvalleyseed.com/cdn/shop/products/Dragon-Carrot-vendor-unknown-1630681583.jpg?v=1630681587
Dragon's Tongue Bush Bean,"A great beet to grow for fall harvest. Egyptian beets originated in Germany in the 1800s. This variety was improved through selection for earliness, tender skin and sweetness in Massachusetts by Josiah Crosby in the late 1800s.
Expect good sized, round red beets with flattened tops, and upright greens leaves. Shorter days to maturity over other storage beet types make this a good choice for early fall harvests until the season ends.",https://hudsonvalleyseed.com/cdn/shop/products/Dragon-s-Tongue-Bean-vendor-unknown-1630674918.jpg?v=1630674919
Early Wonder Tall Top Beet,The name says it all--these beets are cylinders of deliciousness. Home cooks will delight in the uniform slices made simply cutting these beets cross-wise. These beets are also prized for their superior texture and reliable sweetness.,https://hudsonvalleyseed.com/cdn/shop/products/Early-Wonder-Tall-Top-Beet-vendor-unknown-1630675589.jpg?v=1630675595
Easter Egg Radish,"The magic of carrots is in the unknown. Somewhere within the darkness of the soil, teeming with invisible life, nutrients seek a vessel to be passed from earth to plant to bodies. Carrots make gardeners feel like magicians: the orange flash, when pulled from the earth, draws gasps and applause, if only in our minds. But the true magic is revealed in the eating, when the vivid color gives way to a sweet crunch that somehow makes us feel as bright and strong and well-anchored as the freshly picked root.
",https://hudsonvalleyseed.com/cdn/shop/products/Easter-Egg-Radish-vendor-unknown-1630675606.jpg?v=1630675614
Evergreen Scallion,This tried and true American heirloom is one of the best home garden carrots. The traceable history of the carrot spans 5000 years. Evidence has been dug up that this relative of wildflower Queen Anne's lace originated in Afghanistan. The modern carrot came into being thanks to the efforts of the French and Dutch. The Danvers carrot was developed in 1871 in Massachusetts.,https://hudsonvalleyseed.com/cdn/shop/products/IMG_1870.jpg?v=1649961609
Field Pea Cover Crop Seed,"These carrots are deep orange and often on the short side, about six to eight inches long, though they can get up to about 10"" long in deep, loose, rock-free soil. The roots are broad at the top and tapered.",https://hudsonvalleyseed.com/cdn/shop/products/Field-Pea-Cover-Crop-Seed-vendor-unknown-1630677483.jpg?v=1630677488
Flashy Butter Oak Lettuce,"What are Dark Stars made of? In this case, Ravens, Black Eels, and Black Beauty. Farmers Bill Reynolds and Donna Ferguson were on the search for open-habit, drought tolerance, and good flavor in their zucchinis. Their search turned into a participatory breeding project with Organic Seed Alliance. By crossing the hybrid Raven with the old-standard Black Beauty zucchinis, they created Black Eel. Years of further improvement led to Dark Star, an exceptional variety that is ready to go supernova!",https://hudsonvalleyseed.com/cdn/shop/products/IMG_4129.jpg?v=1673643879
French Breakfast Radish,"Dark Star Zucchini was bred for uniformity, drought resistance, and yield. We love the open bush habit of the plants, making fruit easy to spot at the perfect harvest stage. Its slender, dark green look; subtly sweet, tender taste; and prolific nature make it irresistible in nearly every summer meal.",https://hudsonvalleyseed.com/cdn/shop/products/5C7915A1-C6E2-4176-A7B4-A7E80A9A032D_1.jpg?v=1712687772
Georgia Southern Collards,"Urban gardens are the lifeblood of city communities; you might even call them the “beeting heart.” In Detroit, community-led initiatives have transformed once abandoned lots into vibrant gardens and farms bustling with plant life and local growers. These gardens provide a joyful space to meet friends and neighbors, share seeds, and grow delicious whole foods like this nourishing heirloom beet. Detroit Dark Red Beets are spherical, medium-sized, deep red, and well-flavored: they set the standard for open-pollinated beets. Whether you grow them in the city or in the country, these rich, red roots will feed your soul and sweeten your day.
",https://hudsonvalleyseed.com/cdn/shop/products/372E6FA8-1D92-428A-A376-83C90EC5A4CC_1.jpg?v=1639088204
German Giant Radish,"Before plant breeders began developing large, heavy headed hybrid broccoli plants for commercial growers, broccoli was a slightly slimmer, but still hardy, crop. All of our broccoli varieties are open-pollinated, best suited for home gardens and CSAs, and delicious. This variety has a growth habit in between Piracicaba and Calabrese. Central three-to-four inch blue-green florets develop at different times, giving a good staggered harvest. Leaves and stems are easily edible as well.",https://hudsonvalleyseed.com/cdn/shop/products/German-Giant-Radish-vendor-unknown-1630675695.jpg?v=1630675697
Gigante D'Italia Parsley,"The black-green foliage of this plant is nearly reptilian: deeply hued, rippled, and tough. Despite its rough appearance, it is extremely sweet and tender, a metaphor for our old dog, Kale. It was also Kale's favorite brassica, as it is for gardeners worldwide, who have given it many names: Lacinato, Cavolo Nero, Tuscan Kale, Palm Tree Kale, and Dinosaur Kale. A consistent, long-season garden companion, Dino Kale will never go extinct as long as you grow it each year.
",https://hudsonvalleyseed.com/cdn/shop/products/Gigante-d-Italia-Parsley-vendor-unknown-1630675697.jpg?v=1630675698
Golden Crookneck Squash,"While it isn't quite as cold hardy as its kale cousins, it usually survives most of the winter under a blanket of row cover and snow. The seed we sourced for this particular kale variety was selected after trialing several other sources, and we chose it for it hardiness, vigor, and broad leaves.",https://hudsonvalleyseed.com/cdn/shop/products/Golden-Crookneck-Squash-vendor-unknown-1630675597.jpg?v=1630675605
Golden Globe Turnip,"Use mature leaves in salads if marinated in an acidic dressing. The flavor is great in pasta dishes, or alone with garlic and olive oil.",https://hudsonvalleyseed.com/cdn/shop/products/Golden-Globe-Turnip-vendor-unknown-1630675714_1.jpg?v=1677775282
