Names,Description,Image_URL
Shade Mixture,"
				
	Description

This colorful mixture is composed of annuals and perennials that tolerate partial shade.  It works best in locations that receive strong, filtered sunlight or 1-4 hours of direct sun per day. This mix is not suitable for densely shaded locations.
Mix components: Annual Baby’s Breath (Gypsophila elegans), Baby Blue Eyes (Nemophila menziesii), Candytuft (Iberis umbellata), Chinese Forget-Me-Not (Cynoglossum amabile), Chinese Houses (Collinsia heterophylla), Clarkia (Clarkia unguiculata), Corn Poppy (Papaver rhoeas), Dwarf Columbine (Aquilegia vulgaris), Giant Columbine (Aquilegia caerulea), Johnny Jump-Up (Viola cornuta), Lance-Leaved Coreopsis (Coreopsis lanceolata), Purple Coneflower (Echinacea purpurea), Rocket Larkspur (Delphinium consolida), Shasta Daisy (Chrysanthemum maximum), Spurred Snapdragon (Linaria maroccana), Sweet William Pinks (Dianthus barbatus), Tussock Bellflower (Campanula carpatica)
 
 
			",https://americanseedco.com/wp-content/uploads/2016/11/shade-m-200x200.jpg
"Sweet Pea, Knee High","
				
	Description

‘Knee High Mix’ is a semi-dwarf, bushy-flowered variety with a mix of lavender, pink, purple, red, salmon & white flowers. As with all Sweet Peas, plants do best in regions with cool summer temperatures and do not do well in hot, humid summers. Use mulch to keep the soil cool and provide good air circulation for best growth. Plants produce long-lasting cut flowers
			",https://americanseedco.com/wp-content/uploads/2017/11/Flower-Sweet-Pea-Knee-High-1-200x194.jpg
"Zinnia, American Mixture","
				
	Description

This Zinnia is a tetraploid variety that was developed decades ago when state fairs were popular settings for local competition of flower varieties, animals and food recipes.  Plants have increased disease resistance and vigorous growth.  The jumbo sized flowers come in shades of yellow, red and orange.  All Zinnias are great for butterflies, honey bees and native pollinators.
 
 
			",https://americanseedco.com/wp-content/uploads/2016/11/amer-200x198.jpg
"Zinnia, California Giant","
				
	Description

California Giants comes in a mixture of pink, purple, red, orange, white and yellow. The 4-5 inch wide flowers are semi-double to fully double and have flat petals. This Zinnia species is native to Mexico, and it is fast-growing and long-blooming. Zinnias are good cut flowers. In addition, they are excellent for pollinator plantings and are especially attractive to butterflies.



SCIENTIFIC NAME
Zinnia elegans


COLOR(S)
Mixed Colors


TYPE
Annual


SUN
Full Sun


MOISTURE
Dry, Moderate


HEIGHT (IN.)
30-40


BLOOM PERIOD
Summer, Fall


SEEDS/LB.
68,000


OZ./1000 SQ. FT.
7


LBS./ACRE
19



			",https://americanseedco.com/wp-content/uploads/2016/11/cal-200x200.jpg
"Zinnia, State Fair Mixture","
				
	Description

This Zinnia is a tetraploid variety that was developed decades ago when state fairs were popular settings for local competition of flower varieties, animals and food recipes.  Plants have increased disease resistance and vigorous growth.  The jumbo sized flowers come in shades of orange, pink, purple, red, white and yellow.  All Zinnias are great for butterflies, honey bees and native pollinators.
			",https://americanseedco.com/wp-content/uploads/2017/11/Flower-Zinnia-State-Fair-Mixture-200x198.jpg
"Vetch,  Hairy","
				
	Description

There is a new emphasis on Hairy Vetch as a winter cover crop.  It has been known to add 60-70 lbs. nitrogen to the soil-should be seeded in September for fall cover crop.  Seeded alone, plant 20-30 lbs. per acre.  In mixtures, use 10-15 lbs. Hairy Vetch and 1/2 to 1 bushel small grain.  A good mixture in the spring is 15 lbs. Hairy Vetch to 1 1/2 bushel oats per acre.  Do not seed vetch in small grain to be harvested as grain.
This seed is a winter annual.
			",https://americanseedco.com/wp-content/uploads/2013/07/hairy-200x150.jpg
Vivant Hybrid Brassica,"
				
	Description

Less bolting. High digestibility. Fast establishing. High yielding, leafy forage. Good grazing and attractive food plot. Strong regrowth. Provides quick forage. Very leafy hybrid that has more leaf than Purple Top Turnips, providing more feed for the animal.
Planting Rate (Direct Drill): 4 lbs./acre
Planting Rate (Broadcast): 6 lbs./acre
Days To Grazing: 42-65 Days
Planting Depth: 1/8″ to 1/4″ deep
Potential Yield: 10,000 lbs./acre
Average Yield: 8,000 lbs./acre
Minimum Soil pH: 5.6
This seed is an annual.
			",https://americanseedco.com/wp-content/uploads/2021/10/i1SoviOo-MVS-Vivant-2-200x215.png
Wheat SW535SR,"
				
	Description










Large smooth head type with exceptional tillering. Heavy straw yields and solid tolerance to Fusarium Head Blight. Consider a plant growth regulator to manage plant height and standability when managing for high yields.
Maturity medium early.

** Seed Is Treated**       Ask for price on untreated.





			",https://americanseedco.com/wp-content/uploads/2018/11/wheat-200x133.jpg
"Winter Peas, Austrian","
				
	Description

Excellent winter cover crop and food plot crop, and since peas are legumes, an excellent source of nitrogen. Growth habit and appearance is similar to garden peas. Very winter hardy when seeded in fall.
This seed is an annual.
			",https://americanseedco.com/wp-content/uploads/2013/07/austrian-winter-peas-4f6199c2db070130cc9ae8c28ec97352-200x149.jpg
"Potato, German Butterball (Late), Certified","
				
	Description

German Butterball potatoes are best suited for cooked applications such as steaming, baking, frying, and mashing. They are an all-purpose variety and works well in soups, as a side dish, or in any waxy potato recipe. Excellent for storing.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/butter-200x200.jpg
"Potatoes, Elba (Late), Certified","
				
	Description

Developed at Cornell University, Elba is an excellent boiling potato; the large round tubers have buff, flaky skin and white flesh. Hot potato salad with peas and dill? Delicious! A top choice for the organic grower, with an impressive list of resistances including scab, early blight, and late blight.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/Elba.jpg
"Potatoes, Magic Molly (Purple) (Mid Season), Certified","
				
	Description

This Alaskan-bred wonder has purple skin and flesh that retains its striking color even after cooking. These waxy, oblong to blocky 6″-long tubers have an earthy flavor and low starch. The vigorous, upright plants are blight-resistant and high yielding with medium to late maturity.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/molli-200x200.jpg
"Potatoes, Norwis (Mid Season), Certified","
				
	Description

Originally bred and developed by Frito-Lay for potato chips, Norwis combines high yields, wide adaptation, and good chipping quality with resistance to various viruses. Large blocky or oval tubers with smooth buff skin have cream colored flesh. Exceptional eating qualities for French fries and baking make this variety popular. These tubers can get big as they develop later in the season, so plant them close to prevent hollow heart. Medium to large spreading plant with white flowers.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
			",https://americanseedco.com/wp-content/uploads/2022/12/norwis-200x105.jpg
"Potatoes, Purple Viking (Early Season), Certified","
				
	Description

Purple skin. Solid purple flesh. A disease resistant variety that produces well. Amazing color for mashed potatoes or purple french fries.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
			",https://americanseedco.com/wp-content/uploads/2022/12/purle-viking-200x200.jpg
"Potatoes, Reba (Late Season), Certified","
				
	Description

Another great variety bred at Cornell University, with smooth white to buff-colored skin and bright white flesh. Excellent flavor and good for baking (not too moist, not too dry). Medium tuber set sizes early with good yields. Stores well with medium to long dormancy. Resistant to golden nematode, common scab, verticillium wilt, and early blight. Moderately resistant to hollow heart. Very similar to Katahdin. Medium to tall spreading plant with few pure white flowers
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/white-potato-200x133.webp
"Potatoes, Red Gold (Early), Certified","
				
	Description

This Northern European farmer favorite has a unique nutty taste that is superb. All purpose, it can be mashed, roasted, baked or fried. Yellow flesh and tan skin with pretty raspberry-red eyes
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/Red-Gold-Potatoes-200x200.jpg
"Potatoes, Shepody (Early), Certified","
				
	Description

Shepody (F69016) is a determinate variety whose vine is early to medium maturing and is medium-sized. Due to its good frying quality and early maturity, usually ready for harvest in August, its grown for early fry processing and fries lighter than Russet Burbank.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2022/12/shepody-200x129.jpg
Macho 2.0 FL potato pest control,"
				
	Description

For uses in pest management and suppression of insects that may vector diseases and maintenance of plant health. To control Aphids, Colorado potato beetle, Flea beetles, Leafhoppers, Potato Psyllids, and Wireworms. Our locals swear by this insecticide!
Active ingredient: Imidacloprid
			",https://americanseedco.com/wp-content/uploads/2018/10/20181002_160643-200x267.jpg
"Potatoes, Adirondack Blue ( Mid Season), Certified","
				
	Description

The skin and flesh of this potato is a beautiful bright violet blue. A real conversation piece. Tubers are oblong, shallow eyes and small to medium size, heavy set and excellent yield. Tastes like regular potatoes.  
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2013/07/purple-majesty-potato-200x133.jpg
"Potatoes, Adirondack Red ( Mid Season), Certified","
				
	Description

The skin and flesh of this potato is a beautiful bright red. A real conversation piece. Tubers are oblong, shallow eyes and small to medium size, heavy set and excellent yield. Tastes like regular potatoes.    
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.
			",https://americanseedco.com/wp-content/uploads/2013/07/adirondack-red-200x200.jpg
"Potatoes, Austrian Crescent (Long Season)","
				
	Description

A pale yellow fleshed fingerling type potato that tends to grow into a crescent shape. Pale yellow smooth skin with medium depth eyes. Excellent table variety. Good storability.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
			",https://americanseedco.com/wp-content/uploads/2013/07/austrian-crescent-potato-200x133.jpg
"Potatoes, Banana (Long Season), Certified","
				
	Description

A yellow fleshed fingerling type potato with high tuber set. Tubers are banana shaped and small, but there are lots of them. Excellent table variety. Good storability.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
			",https://americanseedco.com/wp-content/uploads/2013/07/banana-200x100.jpg
"Potatoes, Caribou Russet (Mid Season), Certified","
				
	Description

A dual-purpose, russet-skinned variety with high yields, mid-season maturity and moderate common scab resistance. In addition to fresh-market consumption, the new variety is also useful for processing markets and is good for baking, mashing, or grilling. 
 Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.               
			",https://americanseedco.com/wp-content/uploads/2020/12/Caribou-e1608316572654.jpg
"Potatoes, Chiefton (Mid Season), Certified","
				
	Description

Bright red skin with shallow to medium eyes and white flesh. Round oval shaped. Has good color after boiling. Higher yielder than red norland. Fair storability.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.           
			",https://americanseedco.com/wp-content/uploads/2013/07/chieftan-200x200.jpg
"Potatoes, Eva (Mid Season), Certified","
				
	Description

Medium sized round tubers with very bright blemish-free skin and are almost free from pick-outs and internal defects. Excellent table variety and excellent storability. A customer favorite, big beautiful and easy to peel.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
			",https://americanseedco.com/wp-content/uploads/2013/07/Eva2020-e1635281789472-200x122.jpg
"Potatoes, French Fingerling (Mid Long Season), Certified","
				
	Description

Rose-pink skin with a waxy yellow flesh splashed with red. Larger than banana and more oval shaped and not as slender. Gourmet quality flavor and texture. Good storability.
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
           
			",https://americanseedco.com/wp-content/uploads/2013/07/french-200x83.png
"Potatoes, Gold Rush(Mid Season), Certified","
				
	Description

A russet potato with long onlong tubers, heavily russeted skin and intermediate to shallow eyes. A high yielder with resistance to hollow heart. Excellent boiling or baking and good french fry quality. Good storability.        
 Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.           
           
			",https://americanseedco.com/wp-content/uploads/2019/02/goldrush-200x211.jpg
"Potatoes, Katahdin (Late Season), Certified","
				
	Description

Tubers are round with shallow eyes, smooth buff skin and white flesh. Very good table stock. Moderately high yielder. Drought tolerant. Good storability.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
           
			",https://americanseedco.com/wp-content/uploads/2013/07/kata-200x200.jpg
"Potatoes, Kennebec (Mid Season), Certified","
				
	Description

This is our best selling potato by far. Smooth buff skin with white flesh. Elliptical to oblong shaped. High yielder. An excellent table and good chipping variety. Plants are very large with white flowers. Good storability.  
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
           
			",https://americanseedco.com/wp-content/uploads/2013/07/kenn-200x133.png
"Potatoes, Keuka Gold (Mid Season), Certified","
				
	Description

Expect high uniform yields from Keuka Gold, a recent release from the Cornell breeding program. Part of the Public Seed Initiative in 2004, Keuka performed well under organic growing conditions. Though not as early as Yukon Gold, it may be a good substitute. Buff skin and light yellow flesh with eating qualities similar to Yukon Gold. Resistant to scab and golden nematode. White flowers on a strong vine.Our most popular yellow-skinned potato and possibly the best all-purpose eating potato grown today. Yellowish-buff, finely flaked skin with light yellow flesh. Oval shaped. High yielder. Excellent boiling and baking variety. Excellent storability. Our personal favorite.        
        
  Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.                
			",https://americanseedco.com/wp-content/uploads/2019/12/keuka-goldjpg-200x150.jpg
"Potatoes, Lehigh (Late Season), Certified","
				
	Description

Named for Pennsylvania’s Lehigh Valley, where, in extensive trials, potato growers found that Lehigh offered consistently high yields across very diverse growing regions. These round to oblong, slightly flattened tubers with appealing yellow flesh provide good flavor for soups, mashing, or fries. Resistant to blackspot bruise; tolerant to scab. Semi-erect plant with white flowers.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.               
           
			",https://americanseedco.com/wp-content/uploads/2019/12/Lehigh19-200x133.jpg
"Potatoes, Red Maria (Late Season), Certified","
				
	Description

I’ve grown this variety in my trials several times and was always impressed with the yield and uniformity of these large, round tubers. Bright red skin is lightly textured and holds color well in storage. Few pick-outs and internal defects. Resistant to golden nematode and common scab; showed some resistance to leafhoppers and tarnished plant bugs. Red-purple flowers on a dark green, upright plant.
             
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.                  
			",https://americanseedco.com/wp-content/uploads/2019/12/redmaria-200x133.jpg
"Potatoes, Red Norland (Early Mid Season), Certified","
				
	Description

Smooth red skin with white flesh. Medium oblong shaped with shallow eyes. Good yielder and low specific gravity. Early fresh market and home gardens with fair cooking quality. Good storability.
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
           
			",https://americanseedco.com/wp-content/uploads/2013/07/Red-Pontiac-Seed-Potato-Cut1-200x200.jpg
"Potatoes, Red Pontiac (Mid Season), Certified","
				
	Description

Our most popular red-skinned variety. Dark red, smooth or sometimes netted skin with white flesh. Oblong to round shaped with deep eyes. Drought tolerant. High yielder. Fair boiling and baking quality. Good storability.  
 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
           
			",https://americanseedco.com/wp-content/uploads/2013/07/Red-Pontiac-Seed-Potato-Cut1-200x200.jpg
"Potatoes, Russet Burbank (Long Season), Certified","
				
	Description

Russeted and heavily netted skin with white flesh. Long tuber shaped. High yielder. Good boiling and excellent baking and french fry quality. Good storability.
 Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.     
			",https://americanseedco.com/wp-content/uploads/2013/07/russet-200x180.jpg
"Potatoes, Superior (Early Mid Season), Certified","
				
	Description

Improved cobbler-type potato. Round-oblong shaped potato with medium shallow eyes. Buff lightly flaky russet skin with white flesh. Medium yield and specific gravity. Excellent boiling and baking variety. 
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.       
           
			",https://americanseedco.com/wp-content/uploads/2013/07/superior-200x200.jpg
"Potatoes, Yukon Gem (Mid Season), Certified","
				
	Description

Round oblong tubers have bright gold skin with pink eyes and appealing yellow flesh. Very high yield potential. Resistant to scab; moderately resistant to late blight, growth cracks, second growth, and hollow heart.
Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.      
           
			",https://americanseedco.com/wp-content/uploads/2019/12/yukon-gem-200x200.jpg
"Potatoes, Yukon Gold (Mid Season), Certified","
				
	Description

Our most popular yellow-skinned potato and possibly the best all-purpose eating potato grown today. Yellowish-buff, finely flaked skin with light yellow flesh. Oval shaped. High yielder. Excellent boiling and baking variety. Excellent storability. Our personal favorite.        
    Potatoes will be shipped after March 11th, as temperature allows to prevent freezing.            
           
			",https://americanseedco.com/wp-content/uploads/2013/07/yukon-gold-200x111.png
