Name,Image_URL,Description
ELEPHANT,//territorialseed.com/cdn/shop/files/XG406_3_450x.jpg?v=1723842702,"Late-season. These huge cloves produce softball-sized heads. The truly impressive plants easily reach 4–5 feet and the flowers dry nicely for arrangements. Remove the flower head to promote larger clove size. Cloves per bulb: approximately 5–7. Cloves per pound: 8–14.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
FALL GARLIC FESTIVAL,//territorialseed.com/cdn/shop/files/XG186_450x.jpg?v=1713822876,"The very best from around the world!  
  
  A festive selection of mid-season hardneck garlics, including the hardiest Siberian, the spicy Metechi from Georgia, and the exceptional Music from Michigan. Truly a garlic lover’s dream, this fall combo consists of three 8-ounce packages of each delicious and long-lasting variety (a savings of $15.90). Occasional substitutions may occur within the collection.  
  
  
  Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
GEORGIAN FIRE,//territorialseed.com/cdn/shop/products/XG178_450x.jpg?v=1569099966,"Mid-season, Porcelain type. Taste-testers have dubbed this incredible variety among the most richly flavorful and palate-pleasing garlics available. Georgian Fire’s powerful flavor is complemented with spice that provides a satisfying balance. Plump cloves are covered in gleaming tan skins with purple streaks, and the whole bulb is wrapped in white, tissuey covers. Plants are robust and very cold hardy.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
GERMAN RED,//territorialseed.com/cdn/shop/files/XG211_450x.jpg?v=1713834867,"Mid-season, Rocambole type. German Red is a full-bodied, strong and spicy garlic that reliably produces large, satiny white and purple heads. The easy-to-peel cloves are wrapped in fawn colored skins. A widely popular variety that sets the standard for true garlic flavor. Grows particularly well in colder regions of the country.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
GREAT GARLIC COMBO,//territorialseed.com/cdn/shop/products/XG405_450x.jpg?v=1597273131,"We’ve made your garlic shopping easy with this combination of two of our most popular and tasty varieties. One each, hardneck and softneck variety, for mouthwatering, scrumptious fresh-from-the-garden flavor and long-lasting storability. Each combo consists of 1 package of Music (hardneck) and 1 package of Italian Late (softneck). Our small combo consists of 2 8-ounce packages (a savings of $6.95), and our large combo consists of 2 1-pound packages (a savings of $13.95). Occasional substitutions may occur within the collection. 
  
  
  Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
ITALIAN LATE,//territorialseed.com/cdn/shop/products/XG307_450x.jpg?v=1569099966,"Mid-season, Artichoke type. This popular softneck variety is one of our best-tasting and most pungent cooking types. All of the best qualities of garlic are bred into this cultivar. Can be stored for 6–9 months after harvest.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
LORZ ITALIAN,//territorialseed.com/cdn/shop/products/XG313_450x.jpg?v=1569099966,"Mid-season, Artichoke type. An heirloom softneck brought from Italy around 1850. The perfect choice for those who like their garlic hot and spicy. Robust, large cloves are easy-to-peel and often times exhibit purplish tints on the skins. Large heads are also great for roasting.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
METECHI,//territorialseed.com/cdn/shop/files/XG230_1_450x.jpg?v=1684181835,"Mid-season, Purple Stripe type. A powerful hardneck, Metechi delivers robust garlic flavor along with a sharp bite. Raw, it's fiery hot, finishing with a lasting spice. Cooking will tone down the heat, while still holding that big garlic taste. This variety has thick, white-wrapped bulbs that hold 4-6 bulky cloves clothed in blushed skin with purple accents. Exceptionally cold-hardy plants have broad, upright leaves.Garlic is shipped only in the fall—September through mid-October, 
depending on the season and the variety. Quantities are limited; order 
early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
MOUNT HOOD,//territorialseed.com/cdn/shop/files/XG247_450x.jpg?v=1704253704,"Mid-season, Porcelain type. If you are looking for huge bulbs of garlic with large cloves to boot, then look no further. We were thoroughly impressed with how big these heads grew and noticed that each head typically had 1–2 more cloves than some of the other hardnecks. The vibrant flavor adds a punch to any savory dish and also mellows out when roasted. Originating from Slovenia.
  
  
  Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
MUSIC,//territorialseed.com/cdn/shop/products/XG223_1_450x.jpg?v=1654558713,"Mid-season, Porcelain type. Music hits the top of the charts when it comes to yields. In trials at Michigan State University, Music out-produced all others with a harvest of over 13,500 pounds per acre! White skinned with just a blush of pink, this garlic makes big cloves that are easy to peel. The taste is a medium hot, true garlic flavor. Exceptional shelf life for a Porcelain type, Music will store 9 months to a year. Very cold tolerant.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
PERSIAN STAR,//territorialseed.com/cdn/shop/products/XG176_450x.jpg?v=1605150851,"Mid-season, Purple Stripe type. A superior all-around garlic and staff favorite, this variety has a delectable flavor with a mild spice. Persian Star lends itself to baking, roasting or enjoying raw. Uncover the sleek white outer wrappers to reveal beautiful lilac-streaked clove skins. Originally purchased at a bazaar in Uzbekistan.Garlic is shipped only in the fall—September through mid-October, 
depending on the season and the variety. Quantities are limited; order 
early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
PREMIUM NORTHERN WHITE,//territorialseed.com/cdn/shop/products/XG229_450x.jpg?v=1597273112,"Late-season, Porcelain type. Finally, good strong garlic in a large clove! The heritage of this unique garlic can be directly traced to northern Germany. It could possibly be the most cold-hardy variety known, having been documented to –18°F in Eastern Oregon. And one grower, who cultivated this variety in New York for more than 10 years, claims it withstood –60°F. Let us know how it does for you! It’s a potent hardneck that is easy to peel. Its large clove size makes it a great all-purpose garlic, especially good for baking.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
PURPLE RUSSIAN,//territorialseed.com/cdn/shop/files/XG328_2_450x.jpg?v=1684183856,"Mid-season, Marbled Purple Stripe type. This exceptionally reliable garlic produces beefy heads with 6-8, stout cloves. White wrappings cover the heads, and the buff-skinned bulbs are streaked with shocking purple. A warming, mellow flavored garlic that tastes great raw or roasted. It’s easy to peel and boasts a long shelf life!Garlic is shipped only in the fall—late September or early October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
ROMANIAN RED,//territorialseed.com/cdn/shop/files/XG242_f39b59e2-be57-42f6-9d24-5959722dc16f_450x.jpg?v=1684183947,"Late-season, Porcelain type. A magnificent garlic in every way, these huge heads contain 4-5 fat cloves with a hot, pungent, long-lasting flavor. The silken skin on the cloves is streaked with purple-red, and the heads are wrapped in creamy white. Excellent storage, too.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
SIBERIAN,//territorialseed.com/cdn/shop/products/XG238_450x.jpg?v=1597273115,"Mid-season, Purple Stripe type. A top-notch producer in cold climates, Siberian deserves consideration for all northern gardeners. The cloves are protected by an attractive light pink skin that becomes even redder when grown in high-iron soils. This clean, medium-to-strong flavored garlic will warm your soul on the coldest winter evening. Best of all, it is purported to have high allicin content, possibly the highest of any garlic. Allicin supports normal cholesterol levels, boosts the immune system, and enhances circulation.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
SILVER ROSE,//territorialseed.com/cdn/shop/products/XG182_450x.jpg?v=1664231654,"Late-season, Silverskin type. An exquisite softneck that’s well adapted to both southern and northern regions. Pearly white-wrapped bulbs have sleek, red clove skins. A reliably productive variety with mild flavor that’s excellent baked or roasted. Silver Rose makes beautiful braids and stores for 9-12 months!Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
SPANISH ROJA,//territorialseed.com/cdn/shop/files/XG241_2_450x.jpg?v=1704254065,"Mid-season, Rocambole type. Probably the most popular hardneck type because most garlic lovers find the flavor to be “true garlic”. A Northwest heirloom that was reported to have been brought into Northwest Oregon before 1900, it is often called Greek garlic by home gardeners throughout the region. 
  
  
  Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
SUSANVILLE,//territorialseed.com/cdn/shop/products/XG325_450x.jpg?v=1597273126,"Mid-season, Artichoke type. Considered an improved selection of California Early. This popular softneck is white skinned with some occasional pink. It’s also one of our best varieties for roasting. The mild but true garlic flavor is a hit with all garlic fans. Stores for 6–9 months.
  
  
  Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
THE BRAIDING BUNCH,//territorialseed.com/cdn/shop/products/XG404_1_450x.jpg?v=1602279254,"Here’s a story of some lovely garlic...We are big fans of mingling aesthetics with practicality, and storing softneck garlics in beautiful braids is one of our favorite examples of excellence in form and function. Softneck garlics are valued for their extended shelf life, and hanging the whole heads where they receive good air circulation is ideal conditions for garlic storage. It makes good sense to store your softneck garlic harvests in braids, and for this reason we’ve assembled 3 of our top braidable varieties in this money-saving combo. One order contains 8-ounces each of Polish Softneck, Italian Late, and Susanville seed garlic that will produce harvests you can braid. Occasional substitutions may occur within the collection.Garlic is shipped only in the fall—September through 
mid-October, depending on the season and the variety. Quantities are 
limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
TRANSYLVANIAN,//territorialseed.com/cdn/shop/products/XG175_450x.jpg?v=1605150799,"Early-season, Artichoke type. Despite this variety’s name, it’s not just for thwarting vampires! Transylvanian is one sumptuous garlic with a smooth, buttery flavor with overtones of spice. Very high-yielding plants are some of the cold-hardiest of softnecks. Large bulbs are covered in silky skins with purple/red streaks and spots. Stores very well.
  
  
  Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
UZBEKISTAN,//territorialseed.com/cdn/shop/products/XG193_00996319-b340-4f1b-b1b7-7012564680eb_450x.jpg?v=1668557712,"Mid-season, Turban type. We’ve traced this variety from Uzbekistan to Washington State, where it was introduced by German immigrants. The shiny, bright purple wrappers open to reveal equally colorful, big cloves with an earthy flavor and spicy zing.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
VIETNAMESE RED,//territorialseed.com/cdn/shop/products/XG253_450x.jpg?v=1597273118,"Mid-season, Purple Stripe type. This variety has a mild spice that dissipates quickly with a pleasant finish. Vietnamese Red has a creamy texture, and its high sugar content gives it an overall sweeter flavor that's easy on your stomach. This is a perfect choice for dishes where the garlic won't overpower other ingredients, but still provide just enough savory flavor. Its extended shelf life is an extra bonus!Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
WESTERN ROSE,//territorialseed.com/cdn/shop/products/XG327_450x.jpg?v=1569099967,"Late-season, Silverskin type. A larger relative of Silver Rose, this is one of the longest-storing garlics and a great choice for braiding. Outer bulb covering is white; clove wrappers have pink and rose stripes. Smaller inner cloves are surrounded by large cloves, and all boast a delicious, sharp garlic flavor.Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
GERMAN WHITE,//territorialseed.com/cdn/shop/products/XG309_2_450x.jpg?v=1668557818,"Late-season, Porcelain type. A terrific, adaptable variety that yields bulky bulbs with a succulent flavor that’s balanced with a touch of spice. Silky white heads are lightly streaked with purple and hold 4‒6 fat cloves that are wonderful roasted. A good keeper, too!Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
NOOTKA ROSE,//territorialseed.com/cdn/shop/files/XG194_450x.jpg?v=1694627225,"Late-season, Silverskin type. A strong flavored heirloom from the San Juan Islands off the coast of Washington State. The medium to large heads are wrapped in pure white skin and bear 15-24, mahogany-streaked cloves. Quite strong flavored for a softneck, Nootka Rose delivers a rich, bold taste and stores well for 6–9 months.
  
  
  Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
ROSEWOOD,//territorialseed.com/cdn/shop/products/XG185_8ec42808-b817-4835-bd46-2bcccd8b0d65_450x.jpg?v=1660761780,"Late-season, Porcelain type. This rare variety produces gorgeous bulbs with few, big, plump cloves. White-wrapped heads hold 4-8 cloves with tan and purple skins. A superior eating garlic, the flavor starts mild and creamy, ending with a pleasant, spicy bite. Delightful roasted!Garlic is shipped only in the fall—September through mid-October, depending on the season and the variety. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
EGYPTIAN WALKING,//territorialseed.com/cdn/shop/products/XG429_450x.jpg?v=1597273137,"250 days, fall planted. These true Egyptian topsetting onions are a smaller relative of the Catawissa onion. The topsets are a distinctive red color. A prolific producer of delicious green onions that you can harvest twice a year. Approximately 10–20 bulblets per ounce, but this can vary based on seasonal conditions. 
  
  
  Walking onions are shipped only in the fall—September through mid-October, depending on the season. Order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
FRENCH,//territorialseed.com/cdn/shop/products/XG414_450x.jpg?v=1597273135,"French Shallots are popular with gourmets for the smooth, rich onion flavor they possess. Maturing in late summer, each bulb will have divided to produce a cluster of bulbs ready for fresh cooking, pickling, or making vinaigrette. Finely sliced, deep fried shallots are used as a condiment in Asian cuisine. Stores up to 6 months.Shallot bulbs are shipped only in the fall—September through mid-October, depending on the season and the variety. Approximate bulbs per pound is 15–30, but this can vary based on seasonal conditions and the variety. Shallots need to be planted shortly after arrival. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
GRAY,//territorialseed.com/cdn/shop/products/XG416_450x.jpg?v=1597273136,"Allium oschaninii The culinary star! Grays are considered the crème de la crème among shallots for their delicious, umami flavor. Sought out above all other varieties, these fetch the highest prices at market—and for good reason! Although the bulbs tend to run smaller than others, their magnificent flavor and quality in recipes more than makes up for their relatively diminutive size.Shallot bulbs are shipped only in the fall—September through mid-October, depending on the season and the variety. Approximate bulbs per pound is 15–30, but this can vary based on seasonal conditions and the variety. Shallots need to be planted shortly after arrival. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
SANTÉ,//territorialseed.com/cdn/shop/products/XG409_450x.jpg?v=1597273133,"French-type shallots are an essential part of fine cuisine. Every cook should have some in their kitchen. We recommend the flavorful Santé Shallots. They produce exceptionally high yields and store well. The extra large bulbs are round with brown skin and a pinkish-white flesh. Approximately 10–20 bulbs per pound.
  
  
  Shallot bulbs are shipped only in the fall—September through mid-October, depending on the season and the variety. Approximate bulbs per pound is 15–30, but this can vary based on seasonal conditions and the variety. Shallots need to be planted shortly after arrival. Quantities are limited; order early for best availability. Sorry, not available to Idaho, US Territories, or Canada."
ASPABROC,//territorialseed.com/cdn/shop/products/BR114_450x.jpg?v=1597272199,"56 days. This gourmet quality baby broccoli or broccolini produces tender, delicious, elongated stems topped with small, domed, 2 ½ inch florets. After the initial central stem is cut, the plants continue developing side shoots for repeated cuttings. Aspabroc has a nice, upright habit that lends itself to tight plantings."
BELSTAR,//territorialseed.com/cdn/shop/products/BR088_3_450x.jpg?v=1668557658,"66-75 days. Flawlessly uniform, 6 inch heads are beautiful blue-green, densely packed florets. The tightly domed heads are held high off the plants for easy harvest. This variety has excellent field holding capacity and is ideal for both warm and cold weather planting. It performed so well in our trials that it would have been a sin not to offer it. Good disease resistance."
EMERALD CROWN,//territorialseed.com/cdn/shop/products/BR117_2_450x.jpg?v=1597272200,"60-70 days. This superior broccoli produces big domes of finely beaded, blue-green heads on compact plants. An adaptable variety Emerald Crown thrives in most regions of the country and is a good candidate for spring and summer planting. Its stalks are fairly short but very succulent and sweet."
GYPSY,//territorialseed.com/cdn/shop/products/BR113_450x.jpg?v=1597272198,"65 days. Gypsy yields smooth, well-domed, 8 inch heads with small to medium beads and excellent flavor. Reliable even in warmer temperatures, this versatile variety produces side shoots throughout the season once the main stem is cut. With a tall main stem, clean upright stature and robust root system, Gypsy is strides ahead of other cultivars with strong, uniform plants even in soils with lower fertility. IR: DM."
JACARANDA,//territorialseed.com/cdn/shop/products/BR086_450x.jpg?v=1605910597,"50 days. Unparalleled in crown broccoli, Jacaranda produces full-size heads that sport a unique purple color that’s typically reserved for sprouting types. This unusual variety is a cross of broccoli and cauliflower, bringing out the best of both crops. Easy-to-grow, compact plants produce very uniform crops with blue-green leaves that set off the vibrant purple-tinged, 5 inch heads that are tender and delicious."
CHARMANT,//territorialseed.com/cdn/shop/products/CB151_450x.jpg?v=1597272232,"66 days. Charmant is suited to close plantings, forming solid, 3–4 pound, blue-green heads that are 6–8 inches across. They will stand for weeks in the garden without splitting. Great for slaw or kraut. We especially like Charmant with a bit of lemon juice and roasted pine nuts tossed in melted butter. HR: YR, tip burn."
KATARINA,//territorialseed.com/cdn/shop/products/CB164_450x.jpg?v=1597272244,"45 days. Manageably sized, fast to mature, and absolutely delicious. This AAS award-winning cabbage produces impeccably uniform, light green, 4 inch globes on compact plants. An excellent choice for containers or cramped plantings and year-round production of the sweetest cabbage."
RUBY BALL IMPROVED,//territorialseed.com/cdn/shop/products/CB152_2_450x.jpg?v=1597272233,"78 days. Over the years, we have tested hundreds of cabbage varieties at our London Spring research farm, and Ruby Ball Improved remains a great all-season red cabbage. Firm, 6–8 inch round heads have a mild, sweet flavor and weigh a manageable 3–4 pounds. We have seen this variety stand unfazed in the garden for 6 weeks without splitting, which allows the gardener extended fresh harvests. Ruby Ball Improved stores moderately well after harvest."
CLEMENTINE,//territorialseed.com/cdn/shop/products/CF183_450x.jpg?v=1668557839,"70–75 days. Electric orange, this vibrant cauliflower is even brighter than its namesake. Clementine’s 6 inch heads shine like spotlights in the garden, and they produce earlier in the season than Flame Star."
DEPURPLE,//territorialseed.com/cdn/shop/products/CF177_3_450x.jpg?v=1636681183,"79 days. Cauliflower's versatility in cuisine and diet-friendly usefulness is catapulting the crop into astonishing prominence. DePurple is attracting unequalled attention with its alluring lilac florets topping creamy stems. Maintaining its color in cooking, DePurple makes a presentational impact on the table. Big, robust plants have a squat, slightly open habit and produce 7 inch, dense, domed heads. More reliable under various conditions than other purple cauliflowers."
SNOW CROWN,//territorialseed.com/cdn/shop/files/CF171_3_450x.jpg?v=1704253056,"50-60 days. Snow Crown is always mild and sweet. Its hybrid vigor and rapid growth make it one of the easiest to grow of all early cauliflower varieties. It forms fully domed curds in heads 7–8 inches across, weighing 1–2 pounds. This variety maintains its prime eating quality for up to 10 days in the garden. May manifest a delicate pink blush when maturing in the hotter parts of summer."
VERONICA,//territorialseed.com/cdn/shop/products/CF170_450x.jpg?v=1597272253,"85 days. A fascinating, attractive and nutritious addition to your cauliflower crop, Veronica is just as beautiful as it is delicious. Seven-inch heads are formed from clusters of swirling chartreuse spires. Its taste is a somewhat nuttier cross between broccoli and cauliflower. A crunchy, sweet addition to a raw vegetable platter or cook as you would any cauliflower for a tasty and irresistible treat."
LEMON,//territorialseed.com/cdn/shop/products/CU309_3_450x.jpg?v=1597273425,"70 days. These 3–4 foot, semi-bush type plants bear loads of apple-shaped cucumbers with lemon-colored skins. The flesh is very mild and sweet, never bitter. Scrumptious and colorful in salads. Best harvested when the size of limes. This old variety is a favorite among many cool season gardeners. HE. R."
MARKETMORE 97,//territorialseed.com/cdn/shop/products/CU292_450x.jpg?v=1597272335,"55 days. Developed at Cornell University, Marketmore 97 is a great slicing cucumber, and is one of the most disease-resistant varieties we offer. Bitter-free and burpless to boot! With vines up to 6 feet long, this northern cultivar bears loads of 9-11 inch, straight, white-spined cukes. A first-rate addition to anyone's garden. Marketmore 97 is produced under license, and a portion of the profits support vegetable breeding programs at Cornell University. MO. CMV, DM, PM, S."
MINI MUNCH,//territorialseed.com/cdn/shop/products/CU302_2_450x.jpg?v=1606769509,"55 days. Super snackable! Mini Munch is crisp and delicious with tender skin and a seedless, juicy interior. The rich green, smooth fruit are best harvested when 3–4 inches long, just right for a tasty single serving. Mini Munch is an excellent candidate for trellising in the garden, containers or indoor cultivation with long vines and minimal branching. Undaunted by low temperatures, the vigorous, productive plants set fruit even in cool conditions. GY, PAT. PM."
REGAL,//territorialseed.com/cdn/shop/products/cu317_450x.jpg?v=1605910601,"50 days. If you're serious about pickles, your king of cukes is Regal! Supplying bushels of beautiful fruit, the plants are very vigorous with long vines and good disease resistance. You’ll get early and continuous harvests of 4 ¼ inch long, 1 ¼ inch wide, sweet, crisp cucumbers with an attractive, light to dark green shaded skin and white spines. GY. IR: A, ALS, CMV, PM, S."
SUMMER DANCE,//territorialseed.com/cdn/shop/products/CU291_5d17a6e6-fe97-491e-8fd9-704ed59e9310_450x.jpg?v=1597273402,"65 days. With the crisp, clean flavor that Summer Dance offers, there’s no need to look any further for a delicious eating cucumber. Very uniform fruit reach a generous 8 ½–9 inches long, and have glossy, dark green skin with scanty, white spines. High yielding plants are heat tolerant and exhibit good disease resistance. A popular Japanese burpless type. MO. HR: DM, PM. IR: C"
SWEET-SLICE,//territorialseed.com/cdn/shop/files/CU312_2_450x.jpg?v=1704253515,"62 days. This high-yielding slicer has tender skin, crisp, clean flesh, no bitterness and great disease resistance. One bite of Sweet-Slice and you’ll be smitten by the refreshing flavor, and they’re absolutely burpless. Glossy, dark green fruit grow 10-12 inches long with pure white interiors. MO. A, ALS, CCu, DM, PM."
WAUTOMA,//territorialseed.com/cdn/shop/products/CU299_450x.jpg?v=1597272339,"60 days. Wautoma is a consistent standout in our trials. Developed by the USDA, it produces huge crops of wonderful 4–5 inch picklers, often of better quality than the hybrids. Four to five foot plants resist nearly all cucumber diseases! Delightfully bitter-free and burpless, Wautoma has been tested for brining quality to ensure your pickling success. MO. A, ALS, CMV, DM, PM, S"
ANNINA,//territorialseed.com/cdn/shop/products/EG338_450x.jpg?v=1597273452,"69 days. An outstanding variety in many aspects, Annina is early, exceptionally pretty, tastes great, has a low seed count, and the plants are nearly spineless! The tapered, teardrop-shaped fruit reach 5 inches long and are cream and purple streaked. We found the flavor good even raw."
LISTADA DE GANDIA,//territorialseed.com/cdn/shop/products/EG329_450x.jpg?v=1597272343,"80-90 days. This European heirloom dates back to 1850. Petite, 14 inch tall plants produce some of the most beautiful eggplants we’ve seen. The elongated, egg-shaped fruits reach 8 inches long, have a delicately mild flavor and tender, thin skin that’s streaked in violet and cream."
MICHAL,//territorialseed.com/cdn/shop/products/EG334_450x.jpg?v=1597273445,"60-75 days. This uniform and productive eggplant is ideal for high tunnel or greenhouse cultivation, but also performs exceptionally outdoors. The parthenocarpic trait makes for very few seeds in the tasty, shiny black fruit, and that ability to set fruit without pollination also ensures early and reliable harvests. Healthy, vigorous plants offer plentiful season-long yields, and the firm 7.5” x 3.5” fruit keep well after harvest. BO."
MILLIONAIRE,//territorialseed.com/cdn/shop/products/EG326_450x.jpg?v=1597273440,"54 days. Millionaire’s extra-early maturity and high productivity will make you feel like you’ve hit the jackpot. In our summer trials, Millionaire had ripe fruit before many of the other eggplant varieties were even flowering! The healthy, upright plants produce extraordinary harvests of deep purple, slender fruit, 8 inches long. This exquisite Japanese variety is tender and delicious with a minimal seed cavity."
PATIO BABY,//territorialseed.com/cdn/shop/products/EG335_450x.jpg?v=1597273446,"45 days. Ideal for containers but right at home in any garden, this spineless, compact variety provides incomparable early and sustained yields of 2–3 inch long, egg-shaped fruit on plants no taller than 24 inches. The almost-black fruit are deliciously mild with less bitterness than comparable varieties, helping to garner All-America Selections honors."
PROSPEROSA,//territorialseed.com/cdn/shop/products/EG331_450x.jpg?v=1597273443,"75 days. A knock-out of an eggplant! This Italian heirloom forms a gorgeous, deep purple fruit with a pleated top that shows just a touch of cream color peeking out from the stem end. The 4–5 inch fruit are meaty and mild flavored with a texture that lends itself to all your gourmet eggplant dishes. Eclipsing most other varieties in our eggplant trials, the tall, vigorous plants are outstanding adorned with these shapely, eye-catching fruit."
TRAVIATA,//territorialseed.com/cdn/shop/products/EG336_450x.jpg?v=1597273448,"55-60 days. These shiny, deep purple Italian-type eggplants set fruit all season long. Fruit grow to a uniform 6-8 inches, but can be picked at an earlier stage for delicious baby eggplant; the healthy, upright plants will just keep 'em coming! Traviata has excelled through less-than-ideal seasonal conditions and even managed to grow past some heavy flea beetle pressure where other varieties struggled."
BLACK MAGIC,//territorialseed.com/cdn/shop/products/KL382_450x.jpg?v=1597272578,"61 days. Conventional breeding, not magic, has spawned this improved lacinato. We love its uniformity, bolt resistance, cold tolerance, and the neat, tighter habit that sets it apart from others in its class. A superior performer from spring plantings, the vigorous plants produce easy-to-harvest rosettes of deeply savoyed and pigmented leaves. Growing to 15 inches wide and 19 inches tall, Black Magic yields an abundance of flavorful greens for continuous picking or whole-plant harvest."
WINTERBOR,//territorialseed.com/cdn/shop/products/KL358_450x.jpg?v=1597272553,"60 days. One of the most winter-hardy kales, Winterbor has finely curled, thick, blue-green leaves. Very vigorous, it can grow up to 2 feet, developing an abundance of ruffled leaves. A magnificent early spring and late fall kale."
BUTTERCRUNCH,//territorialseed.com/cdn/shop/products/LT392_450x.jpg?v=1597272609,"48 days. Buttercrunch is similar to other bibb types but with thick, puckered, juicy green leaves and a small tight head. You'll appreciate Buttercrunch maintaining its sweetness during summer’s heat without turning bitter."
LITTLE GEM,//territorialseed.com/cdn/shop/products/LT403_450x.jpg?v=1597272618,"75 days. We have sold Little Gem for over 20 years, and it still remains a staff favorite! English green grocers offer this miniature green romaine with its blanched, thick heart as a gourmet treat. Heads are about 4 inches across and are prime eating from 4–6 inches tall. Plants can be spaced 6 ½ by 6 ½ inches for maximum yields."
TRUCHAS,//territorialseed.com/cdn/shop/products/LT465_450x.jpg?v=1597272648,"45-55 days. Truchas is the most strikingly red, smaller statured romaine type we've trialed. These breathtaking plants have intense crimson leaves with brilliantly contrasting green ribs and veins. The allure doesn't stop at the plants' appearance. A delight to eat, Truchas is very refined with melt-in-your-mouth texture and utterly bitter-free flavor. The cylindrical plants are upright, growing to 12 inches wide and 7 inches tall with razor-smooth leaves. HR: DM 1–9, TBSV. IR: LMV 1."
WINTER DENSITY,//territorialseed.com/cdn/shop/products/LT395_450x.jpg?v=1597272612,"54 days. Winter Density is an early, compact romaine. Its dark green leaves with an upright growth habit build an 8 inch tall, densely-packed head. You can count on Winter Density to be delectable, and it holds well at the market, too. Quite bolt resistant and suited to all sowing dates."
ATHENA,//territorialseed.com/cdn/shop/products/ML462_450x.jpg?v=1597272670,"75 days. This proven cantaloupe is a best seller and a favorite among gardeners and growers across the US. Athena consistently delivers early yields with dynamite flavor. The 6 by 8 inch fruit weigh 5–6 pounds, are coarsely netted and have a scrumptious, bright orange flesh. Athena’s superior disease resistance helps keep the vines producing all season long. Pick at full slip for best quality and flavor. Stores exceptionally well, too! F 0–2, PM."
MINNESOTA MIDGET,//territorialseed.com/cdn/shop/products/ML460_450x.jpg?v=1597273237,"65-70 days. This exquisite heirloom produces a bounty of early, and true to its name, mini cantaloupes. Fruit measure 4–6 inches across and have deep orange flesh that is succulent, sweet, and delicious down to the rind. The ultimate melon for short-season areas, and the compact plants are ideal for small space or container gardens. HR: F."
