Name,Image URL 1,Description,Image_URL
"California Poppies
              Dusky Rose",,"(Eschscholzia californica)
EXCLUSIVE - This pretty and unusual California poppy has silky, deep rose-tinted blossoms that glow with iridescent color. For weeks in spring, the abundant, paper-thin flowers float on slender stems above mounded plants with feathery grey-green foliage. Like all California poppies, Dusky Rose is carefree, easy to grow and forgiving of poor soil. Perfect for a neglected area, a hard to cultivate slope or simply grow and enjoy Dusky Rose for a lovely natural ambience in any garden area.
            
            
            
            
      			
              
                Seed Count: Approx. 1275 / Weight: 2 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Shirley Poppies
              Falling In Love",,"(Papaver rhoeas)
This joyful mixture of Shirley poppies is selected for its beautiful flowers in entrancing color combinations that light up the spring garden. It includes both single and double blossoms, many with contrasting picotee edges, in a glowing array of colors including crimson, rose-red, white and peach. The 2 to 3 foot tall nodding flowers will shine in your spring garden with satiny blossoms that sway gracefully above frothy foliage.
            
            
            
            
      			
              
                Seed Count: Approx. 2000 / Weight: 250 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Shirley Poppies
              French Flounce",,"(Papaver paeoniflorum & laciniatum)EXCLUSIVE - Poppy lovers will rejoice in this gorgeous mix of tall, antique, double-flowering varieties we import from a fine old French firm. The Carnation or Feather Poppy has deeply cut, fringed 4 inch blossoms. The Peony Flowering Poppy, like its namesake, opens into huge glamorous poufs of softly ruffled petals. The graceful stems with nodding buds unfurl and glow in shades of scarlet, pink, salmon, violet, purple, deep red and white. Grow these statuesque flowers for unparalleled late spring beauty.
            
            
            
            
      			
              
                Seed Count: Approx. 700 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Poppies
              Lauren’s Dark Grape",,"(Papaver spp.)Absolutely stunning 4 to 5 inch chalice-shaped flowers with satiny petals that glow in the most delicious shade of deep ruby-purple. These outstanding, heirloom poppies grow 3 to 5 feet tall, depending on how rich your soil is. With their big, lettuce-like, blue-gray leaves and port wine colored flowers, Lauren’s Grape is a highlight of the spring garden. These beautiful flowers easily self sow to shine again every season.
            
            
            
            
      			
              
                Seed Count: Approx. 1900 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Shirley Poppies
              Legion of Honor",,"(Papaver rhoeas)EXCLUSIVE - Classic crimson corn poppies have elegant cup-shaped single blossoms that glow in the sun with concentrated lustrous color. They blanket open fields throughout late spring and early summer all over Western Europe and have come to symbolize the valor of fallen soldiers. The brilliant 3 inch silky flowers sway gracefully on nodding stems 1 1/2 to 2 feet above finely cut foliage. This beloved antique flower resows easily to bloom generously every year.
            
            
            
            
      			
              
                Seed Count: Approx. 4000 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Butterfly Flowers
              Mexican Tulip Poppy",,"(Hunnemannia fumarifolia)EXCLUSIVE – Also called Giant Golden Cups, this wonderful poppy-like heirloom offers delicate 3 inch flower cups that glisten in the sun and resemble satiny butter yellow tulips. Plants grow1 1/2 to 2 feet tall with finely cut, blue-green foliage. Flowers have straight stems and are perfect for long lasting fresh bouquets. Mexican Tulip Poppies are lovely planted in groups or drifts where their eye-catching silky yellow flowers provide pools of glowing color.
            
            
            
            
      			
              
                Seed Count: Approx. 139 / Weight: 650 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"California Poppies
              Native Orange",,"(Eschscholzia californica)
California poppies' fluted form and exuberant golden-orange color truly celebrate spring. A perfect choice for hot and dry areas, they'll grow easily without fuss all over the country. The silky, vivid flowers shine above mounds of feathery gray-green foliage for weeks, covering the ground with a cloak of bright flowers. Carefree and cheerful, these native orange poppies are perfect to cover a neglected area or hard to cultivate slope or plant in the garden for a memorable display of glowing color. 
            
            
            
            
      			
              
                Seed Count: Approx. 1275 / Weight: 2 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
California Native Orange Poppies,,"(Eschscholzia californica)
Cheerful California poppies are a perfect choice for hot, dry areas and grow almost anywhere without a fuss. Sow poppies to cover a neglected or hard-to-cultivate area or for a memorable display in a large garden space. The bright, fluted blossoms dancing above feathery gray-green foliage will cloak the ground for weeks. 

Perennial Grown As Annual
Ample 1.8 oz (50 g) seeds; covers 500 sq.ft.

Planting Your Scatter Can Garden: How-To Guide

Gardening Resources: Beneficials & Pollinators

For general information about pollinators visit: www.xerces.org/pollinator-conservation

            
            
            
            
      			
              
                Seed Count: Weight: 50 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Bonus Pack
              A Rainbow of California Poppies",,"(Eschscholzia californica)Perennial/Grown As Annual
Easy to grow, cheerful California poppies in this rainbow mix of soft pink, magenta–rose, yellow, gold and classic orange are a perfect choice for hot and dry areas and grow without fuss all over the country. The satiny blossoms shine above mounds of feathery gray-green foliage for weeks, covering the ground with a cloak of bright, fluted flowers. Sow these poppies to cover a neglected area or hard to cultivate slope, or plant in a large garden area for a memorable display.Ample 3/4 oz. sows approx. 225 sq. ft.",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"California Poppies
              Tequila Sunrise",,"(Eschscholzia californica)EXCLUSIVE - Everyone loves easy to grow, long-blooming California poppies with their vivid blossoms and carefree natural ambiance. We’ve mixed seeds for a wonderful duet of poppy colors: a luminous soft cream that blooms first, soon joined by a gorgeous stained glass red. This duo of radiant blossoms with feathery gray-green foliage is beautiful in flowerbeds or perfect to cover bare or neglected garden areas. A little bouquet of these satiny valentine-colored flowers is pure serendipity!
            
            
            
            
      			
              
                Seed Count: Approx. 1593 / Weight: 2.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"California Poppies
              Tropical Sunset",,"(Eschscholzia californica)
EXCLUSIVE - We’ve crafted our own custom mix of long-blooming California poppies in glowing sunset colors of rich deep red, warm carmine-rose, ruffled flame and tangerine bicolors and an occasional vanilla. These easy to grow flowers have satiny single and semi-double blossoms, many with pleated petals. Their silky blossoms glow from amongst feathery gray-green foliage. California poppies have a carefree natural ambiance, perfect in flower-beds or for covering bare or neglected garden areas.
            
            
            
            
      			
              
                Seed Count: Approx. 2000 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Miniature Roses
              Angel Wings",,"(Rosa chinensis)EXCLUSIVE – Grow your own miniature rose bushes from seed! Our European-bred Angel Wings rewards you with petite fairy roses in classic shades of shell pink, white and soft rose. Hardy Angel Wings roses will bloom all season. They mature at 1 1/2 to 2 1/2 feet tall, flowering more strongly each year. These perfect little roses can grace the front of the border, fill a big bed or make sweet container plants.
            
            
            
            
      			
              
                Seed Count: Approx. 20-25 / Weight: 106 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Rudbeckia
              Cappucino",,"(Rudbeckia hirta)Irresistible Cappuccino received the prestigious Fleuroselect award in Europe for beauty, productivity and top garden performance and we are proud to offer it here. These vigorous perennials produce gorgeous big flower faces in their first season with an array of beautiful bicolors in shades of red and yellow, warm mahogany, rich auburn and golden yellow. Sturdy and sun-loving, Cappuccino is both heat and drought tolerant. Butterflies adore the bright blossoms and they make long-lasting, festive cut flowers.
            
            
            
            
      			
              
                Seed Count: Approx. 55-60 / Weight: 40 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Edible Container Flowers
              Hestia Dwarf Runner Beans",,"(Phaseolus coccineus)
Carefree Dwarf Hestia runner bean plants grow 12-14 inches tall with rich foliage and prolific flowers. Hummingbirds love them and flock to feed from the pretty blossoms. Hestia is perfect for pots, window boxes or hanging baskets for a lush cascading effect. These edible flowers have a mild nutty flavor, great for snacks, as garnishes and in salads. Flowers are followed by bean pods; the beans inside can be dried for making outstanding chili, soups and stews.
            
            
            
            
      			
              
                Seed Count: Approx. 19 / Weight: 15 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Runner Bean
              Painted Lady",,"(Phaseolus coccineus)EXCLUSIVE - This hard to find heirloom runner bean is a true antique,
dating back to the early 19th century. The vines readily climb 8 to 10 feet up any vertical support, creating a flowering
screen. Painted Lady’s edible blossoms are uniquely bicolored with coral and creamy pink petals, especially pretty
against the deep green foliage. Let some bean pods mature and enjoy their mocha
and chocolate colored bean seeds displayed handsomely in glass jars to cook with all year round.
            
            
            
            
      			
              
                Seed Count: Approx. 11 / Weight: 15 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Magic Beanstalk
              Scarlet Runner Bean",,"(Phaseolus coccineus)Vigorous Scarlet Runner Bean plants twine into showy full-leafed 10 to12 foot vines as quickly as Jack’s beanstalks. They are soon covered with sprays of brilliant scarlet blossoms that attract hungry hummingbirds. Flowers are followed by wide, meaty edible pods. Left on the vines, the fat pods swell with fascinating big black and purple swirled “magic beans” to treasure (or cook up), or save and plant for another summer’s fairy tale garden.
            
            
            
            
      			
              
                Seed Count: Approx. 21 / Weight: 20 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Painted Salpiglossis
              Stained Glass",,"(Salpiglossis sinuata)
EXCLUSIVE – Salpiglossis is one of the most dazzling of all old-fashioned flowers. Our selection, Stained Glass, is a very showy and weather-tolerant variety bred in England. These gorgeous flowers bloom hard all season in rich chocolate, deep blue, vermilion red, glowing orange, gold and dark purple with striking bicolors. Many of the 3 inch throated blossoms have enchanting and exotic-looking butterfly wing tracings. The 1 1/2 foot basal branching plants will light up your garden with radiant color.
            
            
            
            
      			
              
                Seed Count: Approx. 788 / Weight: 125 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Container/Pollinator Salvia
              Bee Heaven",,"(Salvia coccinea)EXCLUSIVE – Our new variety is compact and earlier blooming than other salvias, with clouds of nectar-rich, blossoms in a mix of white, soft pink and rose-red. Hummingbirds, butterflies and other pollinators flock to these blossoms from dawn to dusk, and sprays of these charming flowers are lovely in mixed bouquets. Bee Heaven grows readily in a wide range of conditions and blooms continuously throughout summer. Ideal for containers or as easy-care, free-flowering border plants.
            
            
            
            
      			
              
                Seed Count: Approx. 34 / Weight: 50 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Hummingbird Salvia
              Coral Nymph",,"(Salvia coccinea)This premium variety is more compact and earlier blooming than other salvias, with clouds of nectar-rich, orchid-like blossoms in an enchanting shade of salmon-coral with tiny white stamens. Hummingbirds seek out and flock to Coral Nymph plants literally from dawn to dusk, and sprays of these charming flowers are lovely in mixed bouquets. Coral Nymph grows readily in a wide range of conditions and blooms continuously throughout summer. Ideal for big containers or as easy-care, free-flowering border plants.
            
            
            
            
      			
              
                Seed Count: Approx. 35 / Weight: 50 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Hummingbird Salvia
              Firelight Mix",,"(Salvia splendens)
EXCLUSIVE – Our eye-catching, easy-care Salvia in warm glowing colors both feeds pollinators and absolutely shines in the garden with upright, dense blossom spikes in complementary colors of creamy white, rich coral and a rose-red. Long-blooming Firelight plants grow a uniform 12-18 inches tall. Their colorful and reliable flowers are bumblebee favorites and hummingbird magnets, filled with pollen and nectar that attracts, feeds and sustains the “flowers of the air” all summer long.
            
            
            
            
      			
              
                Seed Count: Approx. 115-120 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Butterfly Salvia
              Marble Arch",,"(Salvia horminum)
Easy to grow, low maintenance and both pest and disease free, these easy care flowers show off their vibrant flags of color in perfectly matched shades of intense indigo blue, rich rose and pure white. Blooming hard throughout summer and fall, they strongly attract butterflies. Add to fresh bouquets or air dry for everlasting displays. Enjoy in the in the summer garden and/or grow in containers for beautiful color. Both deer and rabbits avoid these pretty plants.
            
            
            
            
      			
              
                Seed Count: Approx. 120 / Weight: 350 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Scabiosa
              Dark Night",,"(Scabiosa atropurpurea)

A cottage garden favorite, Dark Night's buds resemble jeweled Victorian brooches that unfurl into densely petaled, frilled, ""pincushion"" shaped flowers. Planted in sunny borders, the blossoms attract a myriad of pollinators throughout the summer, especially Monarch, Fritillary and Skipper butterflies. With their deep, rich color and intricate form, Dark Night is a wonderful color accent in bouquets. Flowers also air dry easily for everlasting arrangements.

            
            
            
            
      			
              
                Seed Count: Approx. 30 / Weight: 300 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Butterfly Scabiosa
              Grandmother's Pincushion",,"(Scabiosa atropurpurea)Cottage garden favorites since the colonial era, scabiosas’ tightly closed buds look like Victorian brooches which unfold into densely petaled, frilly centered flowers. Perfect for sunny borders, these long stemmed 2 to 3 inch “pincushion” flowers attract Monarch, Fritillary and Skipper butterflies throughout the summer. Our premium Dutch selection is more upright in habit and contains all the best old-fashioned colors including deep crimson, mulberry, soft salmon, rose pink, lilac and white.
            
            
            
            
      			
              
                Seed Count: Approx. 45-50 / Weight: 300 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Snapdragons
              Chantilly",,"(Antirrhinum majus)
EXCLUSIVE - These enchanting snapdragons have plump, open-faced, bell-shaped fluted flowers that are closely spaced along graceful spikes of bloom. They make naturally coordinated bouquets in a pastel watercolor blend of creamy lemon-yellow, softest salmon, warm apricot-bronze, and dainty candy floss pink, some with white throats. Perfect for lovely garden color and as cutting flowers, carefully bred Chantilly plants grow to 2 1/2 - 3 1/2 feet tall and branch nicely from the base, forming a charming candelabra of blossoms. 
            
            
            
            
      			
              
                Seed Count: Approx. 60 / Weight: 8 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Snapdragons
              Chantilly Summer Flame",,"(Antirrhinum majus)
EXCLUSIVE – These wonderful tall snapdragons have open-faced, bell shaped fluted flowers closely spaced along graceful spikes of bloom. Our specially selected color mix offers sumptuous shades of apricot-bronze, dark orange and vermilion red, some with lighter throats. They offer glowing garden color and you can cut these stunning snapdragons often for long-lasting bouquets. Carefully bred Chantilly plants grow to 2 1/2 feet tall and branch nicely from the base, forming a striking candelabra of blossoms.
            
            
            
            
      			
              
                Seed Count: Approx. 60 / Weight: 8 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Fragrant Stock
              Ten Week Perfume",,"(Matthiola incana)EXCLUSIVE -Nothing compares with the lush beauty and complex spicy-sweet perfume of garden stock. We've sought out the best annual branching variety with a high proportion of double flowers in a beautiful blend of sumptuous colors including vanilla, apple-blossom pink, lilac, carmine, rich purple and white. Reliable and very early blooming, it has the strongest heat tolerance and branching habit of any stock and will reward you with weeks of intensely perfumed, richly hued flowers.
            
            
            
            
      			
              
                Seed Count: Approx. 295 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Dwarf Strawflower
              Rainbow Bouquet",,"(Helichrysum bracteatus)
Our easy to grow, carefree dwarf strawflowers are soon covered with 2 inch double blossoms on sturdy 18 inch plants in a well-balanced color blend of frosted rose, soft pink, salmon, lemon yellow and pumpkin. They’ll bloom for months and shine in containers or in the garden. These long-lasting cold and drought tolerant flowers are perfect for eye-catching fresh bouquets and also easy to quickly air dry for crafting projects and decorative “everlasting” bouquets. 
            
            
            
            
      			
              
                Seed Count: Approx. 700 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Bouquet Sunflowers
              Bright Bandolier",,"(Helianthus annuus)

This pretty mix of sunny yellow and warm burnished mahogany is a beautifully balanced palette of classic sunflower shades. The easy to grow plants bear magnificent big flowers that frame the summer garden with plenty to cut for perfectly contrasting bouquets of clear colors with pretty chocolate centers. After Bright Bandolier’s heat and drought tolerant flowers finish blooming, they offer nutritious seed treats for fall songbirds. 

            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 1.5 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Ornamental Sunflowers
              Chocolate Cherry",,"(Helianthus annuus)
EXCLUSIVE – These delectable new sunflowers have rich chocolate-burgundy ray petals that surround dark chocolate center disks. With their beautifully shaped, velvety petals and mouthwatering rich colors, Chocolate Cherry sunflowers are a joy to behold. These special sunflowers are stunning for indoor bouquets and they are standouts in the garden. Chocolate Cherry's beautiful flowers are also pollenless, so they have a longer, cleaner vase life.
            
            
            
            
      			
              
                Seed Count: Approx. 25-30 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Ornamental Sunflowers
              Cinnamon Sun",,"(Helianthus annuus)
EXCLUSIVE – This gorgeous variety has 5 to 6 inch flower faces with brightly glowing cinnamon-bronze petals and chocolate centers. Cinnamon Sun’s vibrant color accents all other garden flowers. You’ll find the sturdy stalks topped by clusters of big blooms make a wonderful garden screen or backdrop. These rich-colored beauties make handsome bouquets. Then, after bloom is finished, the seed heads offer tasty, nutritious snacks for fall songbirds.
            
            
            
            
      			
              
                Seed Count: Approx. 20-25 / Weight: 1 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Cutting Sunflowers
              Garnet Star",,"(Helianthus annuus)
EXCLUSIVE – This vigorous, multi-stemmed variety has strikingly beautiful bicolored flowers, each with a rich, garnet-red starburst pattern surrounded by yellow petal tips. The 5-6 foot tall branching plants grow quickly with sturdy stems that bear a profusion of free flowering 4-6 inch blossoms. Garnet Star is a long blooming variety that offers exceptional garden performance and flowers that make stunning centerpiece bouquets all season long.
            
            
            
            
      			
              
                Seed Count: Approx. 40 / Weight: 1.25 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Snack Seed Sunflowers
              Heirloom Mammoth Greystripe",,"(Helianthus annuus)
These tall, pollinator-friendly golden sunflowers are followed by heavy heads of plump seed kernels that make tasty and nutritious eating for fun snacks. Or feed seeds to birds!
            
            
            
            
      			
              
                Seed Count: Approx. 48-55 / Weight: 5.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Giant Sunflowers
              Heirloom Titan",,"(Helianthus annuus)
This choice strain of traditional mammoth sunflower has been reselected and saved by generations of seed savers for handsome, strong plants that reach up 12 to 14 feet tall to follow the sun. Each stalk is topped with a beautiful golden flower face with a dark center disk. When petals drop and the seeds mature, harvest the heads of plump kernels for a bountiful crop of sunflower seeds for fiber-rich, tasty snacks or as a welcome feast for songbirds.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Long-Lasting Sunflowers
              High Noon",,"(Helianthus annuus)These new and stunning tall sunflowers have it all! Each plant bears dense branches of bright flowers all along its central flower stalk. These pretty clusters of 4 to 5 inch blossoms have golden yellow petals that deepen to orange with chocolate centers. Best of all, High Noon is truly one of the longest blooming sunflowers we’ve seen, so you will enjoy nonstop glowing flower displays for weeks.
            
            
            
            
      			
              
                Seed Count: Approx. 60 / Weight: 1.5 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Container Sunflowers
              Junior",,"(Helianthus annuus)
Our favorite dwarf multi-blossoming sunflower, Junior forms ornamental rosettes of leaves even before flowering. When they burst into bloom, the cheerful, bright yellow 4 to 5 inch flower faces smile atop branching stalks just 2. feet tall. Eye-catching Junior sunflowers are long lasting and perfect to fill large pots and planters. They also make a great edging for a summer vegetable garden or flower bed. 

            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 1 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Pollinator Sunflowers
              Lemon Queen",,"(Helianthus annuus)
Heirloom Lemon Queen is particularly attractive to pollinating bees and is often planted by researchers tracking honeybee populations. These free flowering sunflowers have branching clusters of 4-6 inch flowers with pure lemon-yellow pointed petals and chocolate centers. Plants grow 5-9 feet tall and mature early.

Pollinators of all sorts are drawn to Lemon Queen’s nectar and pollen, the blossoms make a lovely cut flower for bouquets, and birds love the ripened seeds in fall.

            
            
            
            
      			
              
                Seed Count: Approx. 33-37 / Weight: 1.6 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Ornamental Sunflowers
              Moonshadow",,"(Helianthus annuus)
Ornamental Moonshadow shines in the garden with flower faces of creamy, lemon-custard colored petals surrounding dark chocolate centers. These full-framed beauties produce lots of striking 3 to 5 inch blossoms on open, multi-branching stems. Plan to bring lots of branching stems of these free flowering sunflowers indoors for charming, casual bouquets. In the garden, rows of sturdy Moonshadow plants make a joyful and colorful border or flowering summer garden screen.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 1.25 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Kneehigh Sunflowers
              Music Box",,"(Helianthus annuus)
EXCLUSIVE – These award winning short sunflowers are real powerhouses with an abundance of perky 4 to 5 inch flower faces to fill your beds and borders. The bushy plants bloom freely in lively sunny shades from rich clear yellow to deep gold and cream with pretty bicolors of bronze over gold, all with crisp petals and chocolate center disks. Music Box will delight you with long-blooming exuberant flowers in the garden or to use in bouquets.
            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Pollinator & Songbird Sunflowers
              Paintbox Bouquet",,"(Helianthus annuus)
EXCLUSIVE – Vigorous, branching sunflowers with big clusters of dancing blossoms in glorious colors & bi-colors. Nectar for bees, armfuls of blooms for bouquets & seed heads to satisfy songbirds.
            
            
            
            
      			
              
                Seed Count: Approx. 60-65 / Weight: 1.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Ornamental Sunflowers
              Royal Flush",,"(Helianthus annuus)
Our vibrant color combination includes bicolored sunflowers with mahogany petals that taper to golden tips and others with sunny yellow faces and gorgeous deep, dark-red flower faces. Carefree Royal Flush produces showy sunflowers early on strong branching stalks. Perfect for a dancing garden show and abundant summer bouquets. This beautiful blend comes from our favorite California sunflower breeder who specializes in varieties that both shine as cut flowers and offer great garden performance.
            
            
            
            
      			
              
                Seed Count: Approx. 35 / Weight: 1.25 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Edible Sunflowers
              Snack Seed",,"(Helianthus annuus)
EXCLUSIVE – Our Snack Seed sunflower was developed by expert sunflower breeder Dr. Tom Heaton for bountiful harvests of delicious, plump seed kernels that make tasty and nutritious eating. These beautiful, classic garden sunflowers have tall, strong stalks of big flower faces with golden petals surrounding green center disks. They mature into heavy heads of large seeds with especially sweet nutty flavor. Easy to dry yourself and enjoy as tasty, fiber-rich snacks, or use them to feed delighted birds.
 

            
            
            
            
      			
              
                Seed Count: Approx. 23 / Weight: 3 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Ornamental Sunflowers
              Sun Samba",,"(Helianthus annuus)
EXCLUSIVE – We’ve carefully formulated this scintillating color blend as a dancing celebration of all the forms and joyous colors sunflowers offer. You’ll have strong branching stalks with free flowering big blooms in a full array, including ringed and bicolored faces and fully double flowers. Shades include sunny yellow, deep gold, lemon, mahogany, bronze and golden-orange with many variations. Sun Samba provides endless, strikingly beautiful bouquets and a glorious summer display that turns heads in the garden.
            
            
            
            
      			
              
                Seed Count: Approx. 60-65 / Weight: 1.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Border Sunflowers
              Sundancer",,"(Helianthus annuus)
This outstanding sunflower grows quickly and blooms early. The vigorous, multi branching plants are quickly covered with masses of cheerful flower faces whose perfectly formed, deep golden-orange petals are arranged evenly around rich chocolate colored center discs. Sundancer flowers so heavily that you can grow the 4 to 6 foot plants as a stunning blooming border or hedge and also enjoy armfuls as lovely cut flowers for bouquets and arrangements.
            
            
            
            
      			
              
                Seed Count: Approx. 37 / Weight: 1.25 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Giant Sunflowers
              Sunzilla",,"(Helianthus annuus)
EXCLUSIVE – These grand giants are fun and easy to grow with dramatic results. Kids of all ages will love them! The big-framed, strong plants reach from 12 to 16 feet tall to follow the sun; their brilliant golden flower faces make the entire garden a glorious bright summer celebration. A row of Sunzilla makes a wonderful living hedge that grows before your eyes. After flower petals drop and seeds have matured, the big heads of plump kernels make a feast for neighborhood songbirds.
            
            
            
            
      			
              
                Seed Count: Approx. 20-25 / Weight: 2 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Songbird/Pollinator Flowers
              The Birds & Bees Sunflowers",,"(Helianthus annuus)
EXCLUSIVE – Enhance your garden’s eco-system with these sturdy, 6 to 8 foot tall sunflowers whose golden-yellow petals and chocolate discs seem to literally follow the sun. During blooming season they offer a rich pollen and nectar source for foraging honey bees, native bees and any other garden pollinators. At maturity, these black seeded sunflowers provide particularly oil-rich kernels with somewhat softer shells than others, yielding an abundance of nutritious feasts for birds.
            
            
            
            
      			
              
                Seed Count: Approx. 130-135 / Weight: 6 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Long Blooming Sunflowers
              Valentine",,"(Helianthus annuus)
These florist-quality beauties look like an artist carefully arranged their crisp, lemon sherbet colored petals around dark chocolate centers. The 5 foot tall branching plants grow quickly to bear a profusion of 4 to 5 inch flowers of exceptionally perfect form and beauty. Award winning Valentine stays in bloom several weeks longer than other sunflowers. You’ll have the extended pleasure of their fresh, bright flower faces to celebrate the sun as well as lots of lavish bouquets to shine indoors.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Ornamental Sunflowers
              Van Gogh",,"(Helianthus annuus)
EXCLUSIVE – Named for the famous Dutch artist, our handsome variety offers the classic colors of the Van Gogh sunflower portraits. When they unfurl, the flower faces have bright yellow ray petals and center disks of rich gold surrounding a green center. As flowers mature, the disks turn a dark chocolate color. These vigorous plants bloom very early on strong single stems and make a gorgeous display. Van Gogh is pollen free, so cut flowers have a longer vase life.
            
            
            
            
      			
              
                Seed Count: Approx. 20 / Weight: 1.25 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
